family,layer,model_id,prompt_key,gen_idx,step,chosen_token,chosen_prob,entropy,top1,top1_prob,top5_words
qwen3,base,Qwen/Qwen3-8B-Base,anger,0,0,____________,0.0006986124208196998,4.824611663818359,______,0.07126040756702423,______|throw|hit|break|scream
qwen3,base,Qwen/Qwen3-8B-Base,anger,0,1,into,0.00022952687868382782,3.607666015625,__,0.18999828398227692,__|_|___|.|.
qwen3,base,Qwen/Qwen3-8B-Base,anger,0,2,action,0.059954218566417694,2.683673143386841,the,0.4033607542514801,the|a|tears|action|pieces
qwen3,base,Qwen/Qwen3-8B-Base,anger,0,3,.,0.2914232313632965,2.7833235263824463,.,0.2914232313632965,.|.|and|．|immediately
qwen3,base,Qwen/Qwen3-8B-Base,anger,0,4,fold,0.00015228934353217483,4.070815563201904,A,0.32191163301467896,A|____|[|__|(
qwen3,base,Qwen/Qwen3-8B-Base,anger,0,5,back,0.07111258059740067,5.554734230041504,out,0.09719938039779663,out|up|back|break|in
qwen3,base,Qwen/Qwen3-8B-Base,anger,0,6,climb,0.000293491204502061,5.405145645141602,break,0.11122915148735046,break|turn|fall|fold|out
qwen3,base,Qwen/Qwen3-8B-Base,anger,0,7,launch,0.00072566355811432,3.6220810413360596,up,0.23158717155456543,up|jump|out|down|rush
qwen3,base,Qwen/Qwen3-8B-Base,anger,0,8,,0.25469037890434265,2.7201409339904785,,0.4758242964744568,|||out|�
qwen3,base,Qwen/Qwen3-8B-Base,anger,0,9,答案,0.24949298799037933,2.3165395259857178,D,0.4244018793106079,D|答案|L|C|【
qwen3,base,Qwen/Qwen3-8B-Base,anger,0,10,：,0.6411963701248169,1.4099844694137573,：,0.6411963701248169,：|:D|:|:L|是
qwen3,base,Qwen/Qwen3-8B-Base,anger,0,11,D,0.7627186179161072,1.0180929899215698,D,0.7627186179161072,D|launch|C|D|B
qwen3,base,Qwen/Qwen3-8B-Base,anger,0,12,,0.3182278573513031,2.044234037399292,,0.3182278573513031,|�|解|。|.
qwen3,base,Qwen/Qwen3-8B-Base,anger,0,13,关于,0.010017910040915012,6.835358619689941,1,0.04420109838247299,1|2|【|下列|在
qwen3,base,Qwen/Qwen3-8B-Base,anger,0,14,压力,0.0016555656911805272,7.798524856567383,x,0.019245319068431854,x|“|力|生物|我国
qwen3,base,Qwen/Qwen3-8B-Base,anger,0,15,",",0.048847898840904236,3.3381361961364746,和,0.2480701208114624,和|的说法|，|的|与
qwen3,base,Qwen/Qwen3-8B-Base,anger,0,16,下列,0.7634239196777344,1.1423319578170776,下列,0.7634239196777344,下列|下面|以下|正确的|压
qwen3,base,Qwen/Qwen3-8B-Base,anger,0,17,说法,0.9601666331291199,0.2901533246040344,说法,0.9601666331291199,说法|的说法|叙述|哪种|正确
qwen3,base,Qwen/Qwen3-8B-Base,anger,0,18,中,0.38091203570365906,0.9203206300735474,正确,0.5718167424201965,正确|中|错误|不|正确的
qwen3,base,Qwen/Qwen3-8B-Base,anger,0,19,正确,0.9201784133911133,0.4138432741165161,正确,0.9201784133911133,"正确|错误|不|正确的|,"
qwen3,base,Qwen/Qwen3-8B-Base,anger,0,20,的是,0.9945008754730225,0.04804135113954544,的是,0.9945008754730225,的是|是|地|的事|的
qwen3,base,Qwen/Qwen3-8B-Base,anger,0,21,(),0.23478630185127258,2.0017316341400146,(,0.4970426559448242,(|()|A|\|.
qwen3,base,Qwen/Qwen3-8B-Base,anger,0,22,�,0.039126068353652954,2.9980478286743164,A,0.28020989894866943,A|�|压力||a
qwen3,base,Qwen/Qwen3-8B-Base,anger,0,23,�,0.9997649788856506,0.0024616504088044167,�,0.9997649788856506,�|�|�|�|�
qwen3,base,Qwen/Qwen3-8B-Base,anger,0,24,体,0.9671667814254761,0.1836298406124115,体,0.9671667814254761,体|体重|理|重|质
qwen3,base,Qwen/Qwen3-8B-Base,anger,0,25,的压力,0.017687702551484108,1.7472774982452393,的,0.6333319544792175,的|受到|对|越|的质量
qwen3,base,Qwen/Qwen3-8B-Base,anger,0,26,等于,0.011171667836606503,2.0385546684265137,越大,0.3475404679775238,越大|大小|总是|总|就是
qwen3,base,Qwen/Qwen3-8B-Base,anger,0,27,重,0.24194012582302094,1.357410192489624,物体,0.5625277161598206,物体|重|它的|物|该
qwen3,base,Qwen/Qwen3-8B-Base,anger,0,28,�,0.0003191416326444596,0.03107832930982113,力,0.9970040917396545,"力|物|�|,|力求"
qwen3,base,Qwen/Qwen3-8B-Base,anger,0,29,�,0.99800044298172,0.017469026148319244,�,0.99800044298172,�|�|�|�|�
qwen3,base,Qwen/Qwen3-8B-Base,anger,1,0,break,0.04060295224189758,4.824611663818359,______,0.07126040756702423,______|throw|hit|break|scream
