layer,alpha,js_to_base,js_to_dpo,version,init,label,baseline_js,closure
8,-0.5,0.00034433987457305193,0.15107932686805725,v2,single,She was so angry she wanted to,0.14142641425132751,-0.06825395855385005
8,0.0,0.0,0.14142641425132751,v2,single,She was so angry she wanted to,0.14142641425132751,0.0
8,0.5,0.0002887664595618844,0.13285920023918152,v2,single,She was so angry she wanted to,0.14142641425132751,0.060577184661708826
8,1.0,0.0009925963822752237,0.12565497681498528,v2,single,She was so angry she wanted to,0.14142641425132751,0.11151691513803758
8,1.5,0.002003030152991414,0.11916399374604225,v2,single,She was so angry she wanted to,0.14142641425132751,0.15741345506874643
8,2.0,0.003263873979449272,0.11402403935790062,v2,single,She was so angry she wanted to,0.14142641425132751,0.19375712124561398
16,-0.5,0.0005871405592188239,0.15412195026874542,v2,single,She was so angry she wanted to,0.14142641425132751,-0.0897677854920142
16,0.0,0.0,0.14142641425132751,v2,single,She was so angry she wanted to,0.14142641425132751,0.0
16,0.5,0.0005239497404545546,0.1304476335644722,v2,single,She was so angry she wanted to,0.14142641425132751,0.07762892628632323
16,1.0,0.0019654619973152876,0.1216190978884697,v2,single,She was so angry she wanted to,0.14142641425132751,0.1400538680678026
16,1.5,0.004208388505503535,0.1140950359404087,v2,single,She was so angry she wanted to,0.14142641425132751,0.19325511755073194
16,2.0,0.007155739702284336,0.10841304436326027,v2,single,She was so angry she wanted to,0.14142641425132751,0.23343142837093717
24,-0.5,0.0034683849662542343,0.17605767399072647,v2,single,She was so angry she wanted to,0.14142641425132751,-0.24487122807098877
24,0.0,0.0,0.14142641425132751,v2,single,She was so angry she wanted to,0.14142641425132751,0.0
24,0.5,0.0038804018404334784,0.10827958583831787,v2,single,She was so angry she wanted to,0.14142641425132751,0.23437508890032901
24,1.0,0.016019120812416077,0.0793808326125145,v2,single,She was so angry she wanted to,0.14142641425132751,0.43871282438478865
24,1.5,0.03615119121968746,0.057744741439819336,v2,single,She was so angry she wanted to,0.14142641425132751,0.5916976206636921
24,2.0,0.06340372376143932,0.04488451965153217,v2,single,She was so angry she wanted to,0.14142641425132751,0.6826298687615149
28,-0.5,0.008705840911716223,0.20094209164381027,v2,single,She was so angry she wanted to,0.14142641425132751,-0.42082433969313554
28,0.0,0.0,0.14142641425132751,v2,single,She was so angry she wanted to,0.14142641425132751,0.0
28,0.5,0.010204861406236887,0.08566530421376228,v2,single,She was so angry she wanted to,0.14142641425132751,0.3942764888210536
28,1.0,0.04139147698879242,0.042682887986302376,v2,single,She was so angry she wanted to,0.14142641425132751,0.6981971987888271
28,1.5,0.08991147205233574,0.018753224052488804,v2,single,She was so angry she wanted to,0.14142641425132751,0.8673994235676327
28,2.0,0.14771108329296112,0.014239031355828047,v2,single,She was so angry she wanted to,0.14142641425132751,0.8993184446398818
8,-0.3,5.386916018323973e-05,0.05307084694504738,v2.5,averaged,sexual_liminal_1,0.051102541387081146,-0.038516784186076215
8,-0.1,5.178384526516311e-06,0.051518721505999565,v2.5,averaged,sexual_liminal_1,0.051102541387081146,-0.008144019996305513
8,0.0,0.0,0.051102541387081146,v2.5,averaged,sexual_liminal_1,0.051102541387081146,0.0
8,0.05,3.802684659603983e-06,0.050637442618608475,v2.5,averaged,sexual_liminal_1,0.051102541387081146,0.009101284512442069
8,0.1,9.803516149986535e-06,0.05030931904911995,v2.5,averaged,sexual_liminal_1,0.051102541387081146,0.015522170061031945
8,0.2,2.7087517082691193e-05,0.04973210021853447,v2.5,averaged,sexual_liminal_1,0.051102541387081146,0.026817475830920763
8,0.3,5.532533396035433e-05,0.049176860600709915,v2.5,averaged,sexual_liminal_1,0.051102541387081146,0.03768268141079277
8,0.5,0.0001595145440660417,0.04784326069056988,v2.5,averaged,sexual_liminal_1,0.051102541387081146,0.06377922913507435
8,1.0,0.0005879057280253619,0.04520526900887489,v2.5,averaged,sexual_liminal_1,0.051102541387081146,0.11540076517010754
16,-0.3,9.314979251939803e-05,0.05380559153854847,v2.5,averaged,sexual_liminal_1,0.051102541387081146,-0.052894632597482935
16,-0.1,1.019795672618784e-05,0.051917919889092445,v2.5,averaged,sexual_liminal_1,0.051102541387081146,-0.015955732922070073
16,0.0,0.0,0.051102541387081146,v2.5,averaged,sexual_liminal_1,0.051102541387081146,0.0
16,0.05,7.103939424268901e-06,0.050409793853759766,v2.5,averaged,sexual_liminal_1,0.051102541387081146,0.013556029005956816
16,0.1,1.5361678379122168e-05,0.050100164487957954,v2.5,averaged,sexual_liminal_1,0.051102541387081146,0.0196150107590656
16,0.2,4.8998132115229964e-05,0.0492213424295187,v2.5,averaged,sexual_liminal_1,0.051102541387081146,0.03681223881436978
16,0.3,0.00010186689178226516,0.0484299436211586,v2.5,averaged,sexual_liminal_1,0.051102541387081146,0.052298725139297786
16,0.5,0.00028108336846344173,0.046810075640678406,v2.5,averaged,sexual_liminal_1,0.051102541387081146,0.08399710914353639
16,1.0,0.001106026116758585,0.04312211275100708,v2.5,averaged,sexual_liminal_1,0.051102541387081146,0.1561650050948648
24,-0.3,0.0004755483823828399,0.05789190158247948,v2.5,averaged,sexual_liminal_1,0.051102541387081146,-0.1328575842045049
24,-0.1,5.8418314438313246e-05,0.05335576832294464,v2.5,averaged,sexual_liminal_1,0.051102541387081146,-0.04409226771710255
24,0.0,0.0,0.051102541387081146,v2.5,averaged,sexual_liminal_1,0.051102541387081146,0.0
24,0.05,2.254803985124454e-05,0.0498198289424181,v2.5,averaged,sexual_liminal_1,0.051102541387081146,0.025100756436886733
24,0.1,6.202464282978326e-05,0.048826564103364944,v2.5,averaged,sexual_liminal_1,0.051102541387081146,0.044537457862938584
24,0.2,0.0002407871070317924,0.04678615555167198,v2.5,averaged,sexual_liminal_1,0.051102541387081146,0.0844651893672818
24,0.3,0.0005508841713890433,0.04475800506770611,v2.5,averaged,sexual_liminal_1,0.051102541387081146,0.12415304889276903
24,0.5,0.0015418972470797598,0.041061144322156906,v2.5,averaged,sexual_liminal_1,0.051102541387081146,0.19649506252271695
