family,base_top1,aligned_top1,base_entropy,aligned_entropy
amber,0.057440873235464096,0.2729315459728241,5.411539554595947,3.3437092304229736
amber,0.07780018448829651,0.3870028257369995,4.9948296546936035,2.6475987434387207
amber,0.10931720584630966,0.526829183101654,4.654358863830566,2.3962888717651367
amber,0.20085874199867249,0.710827648639679,4.43804931640625,1.7071313858032227
amber,0.17795982956886292,0.429434597492218,4.134865760803223,1.7635958194732666
amber,0.4572542905807495,0.5884960889816284,3.144230842590332,1.934148907661438
amber,0.19005022943019867,0.23413363099098206,4.3111066818237305,2.182408332824707
amber,0.4782974421977997,0.7649976015090942,3.003850221633911,1.2974401712417603
amber,0.04589904844760895,0.4831313192844391,5.444485664367676,2.0696346759796143
amber,0.6368257403373718,0.9214203357696533,1.854875087738037,0.297992467880249
amber,0.13505423069000244,0.2200614959001541,4.1074066162109375,2.7628092765808105
amber,0.06228204444050789,0.18946629762649536,5.03962516784668,3.3695907592773438
amber,0.11903481185436249,0.2187594175338745,4.830467700958252,4.797535419464111
amber,0.29560622572898865,0.31566038727760315,3.5643112659454346,2.2206149101257324
amber,0.05662398040294647,0.5487388968467712,4.900270462036133,1.719843864440918
amber,0.2795972526073456,0.29346752166748047,3.043468475341797,1.8188114166259766
amber,0.33968985080718994,0.47492295503616333,2.5166447162628174,1.1658686399459839
amber,0.42930448055267334,0.775346577167511,2.3406736850738525,0.8629802465438843
amber,0.49266865849494934,0.603989839553833,3.1243274211883545,1.9198048114776611
amber,0.38312476873397827,0.8763684034347534,2.620072603225708,0.6797024607658386
amber,0.9160799980163574,0.8791269063949585,0.5063015222549438,0.3829875588417053
amber,0.05462826415896416,0.11329580098390579,5.47891092300415,3.5024280548095703
amber,0.27775296568870544,0.254030704498291,3.737992286682129,2.8391735553741455
amber,0.2656298875808716,0.4072110652923584,3.7890396118164062,1.9777714014053345
amber,0.11516458541154861,0.2907419502735138,4.447336673736572,2.6500296592712402
amber,0.1208333820104599,0.34705522656440735,4.319263458251953,2.6731057167053223
amber,0.4643460214138031,0.5866242051124573,3.101529359817505,1.5363328456878662
amber,0.1672206073999405,0.6474437117576599,4.676787376403809,1.7023274898529053
amber,0.06309544295072556,0.1520899534225464,5.317075252532959,4.124242782592773
amber,0.32988041639328003,0.5382125973701477,3.398414134979248,1.9234709739685059
amber,0.12621258199214935,0.37065067887306213,4.388310432434082,2.522275924682617
amber,0.33349817991256714,0.3143327236175537,3.3460683822631836,1.8015532493591309
amber,0.10467211902141571,0.18099041283130646,4.343553066253662,2.919616222381592
amber,0.22975032031536102,0.5234185457229614,3.729816436767578,1.8267030715942383
amber,0.35252130031585693,0.5542616844177246,3.5104305744171143,1.4889256954193115
amber,0.101244255900383,0.40214866399765015,4.82286262512207,2.697420120239258
amber,0.07383164763450623,0.29353851079940796,5.207818508148193,2.8370094299316406
amber,0.1326361894607544,0.3078906238079071,5.064578056335449,2.926473617553711
amber,0.10969189554452896,0.06811925768852234,4.954050064086914,4.428213119506836
amber,0.1006629541516304,0.11236947774887085,5.393731594085693,4.4613447189331055
amber,0.32988786697387695,0.7914966344833374,4.278822422027588,1.0011669397354126
amber,0.20097452402114868,0.6868131160736084,3.9600987434387207,1.5823532342910767
amber,0.23177698254585266,0.2675825357437134,3.823103666305542,2.663313388824463
amber,0.19774286448955536,0.3289855718612671,4.661235809326172,2.811626434326172
amber,0.3160385489463806,0.46749433875083923,5.688683986663818,4.31774377822876
amber,0.09897978603839874,0.233873650431633,5.049830913543701,3.505573034286499
amber,0.17313522100448608,0.19956667721271515,6.56427001953125,5.149420738220215
amber,0.5200530290603638,0.24971716105937958,2.2716660499572754,2.483006000518799
amber,0.2808901071548462,0.188715398311615,3.624101161956787,2.804586887359619
amber,0.145858034491539,0.4214820861816406,4.373619556427002,2.0643680095672607
amber,0.15007661283016205,0.27411022782325745,4.231048583984375,2.8849098682403564
amber,0.08862791210412979,0.476073682308197,4.920367240905762,1.7864789962768555
amber,0.12536084651947021,0.7769536972045898,4.203024864196777,1.148964285850525
amber,0.31117287278175354,0.2890565097332001,2.7772421836853027,3.08288311958313
amber,0.14727061986923218,0.8584142923355103,4.69774055480957,0.6354727745056152
amber,0.1320192962884903,0.3027487099170685,4.143585681915283,2.2437782287597656
amber,0.14236442744731903,0.8936902284622192,4.141933441162109,0.5648549795150757
