family,label,prompt,axis,source,target,similarity,layer,source_pos,target_pos,target_freq,displacement_type,syntagmatic_js
olmo,sexual_liminal_1,He lay naked in his bed and,repression,put,pulled,0.7218,16,VERB,VERB,4.67,register_shift,0.207178
olmo,sexual_liminal_1,He lay naked in his bed and,repression,watched,stared,0.6752,16,VERB,VERB,3.6,register_shift,0.632692
olmo,sexual_liminal_1,He lay naked in his bed and,repression,watched,looked,0.6736,16,VERB,VERB,5.11,register_shift,0.62955
olmo,sexual_liminal_1,He lay naked in his bed and,repression,reached,pulled,0.6614,16,VERB,VERB,4.67,register_shift,0.471219
olmo,sexual_liminal_1,He lay naked in his bed and,repression,got,pulled,0.6581,16,VERB,VERB,4.67,register_shift,0.345099
olmo,sexual_liminal_1,He lay naked in his bed and,repression,put,pulled,0.6576,8,VERB,VERB,4.67,register_shift,0.207178
olmo,sexual_liminal_1,He lay naked in his bed and,repression,watched,looked,0.6561,8,VERB,VERB,5.11,register_shift,0.62955
olmo,sexual_liminal_1,He lay naked in his bed and,repression,watched,gazed,0.6385,16,VERB,VERB,2.83,archaic,0.621291
olmo,sexual_liminal_1,He lay naked in his bed and,repression,watched,gazed,0.6296,8,VERB,VERB,2.83,archaic,0.621291
olmo,sexual_liminal_1,He lay naked in his bed and,repression,watched,stared,0.6144,8,VERB,VERB,3.6,register_shift,0.632692
olmo,sexual_liminal_1,He lay naked in his bed and,repression,reached,looked,0.6118,16,VERB,VERB,5.11,register_shift,0.354095
olmo,sexual_liminal_1,He lay naked in his bed and,repression,reached,pressed,0.5983,16,VERB,VERB,4.12,register_shift,0.550545
olmo,sexual_liminal_1,He lay naked in his bed and,repression,got,looked,0.5977,16,VERB,VERB,5.11,register_shift,0.380711
olmo,sexual_liminal_1,He lay naked in his bed and,repression,put,pressed,0.5973,16,VERB,VERB,4.12,register_shift,0.066804
olmo,sexual_liminal_1,He lay naked in his bed and,repression,reached,pulled,0.5927,8,VERB,VERB,4.67,register_shift,0.471219
olmo,sexual_liminal_1,He lay naked in his bed and,repression,reached,gazed,0.5902,16,VERB,VERB,2.83,archaic,0.373493
olmo,sexual_liminal_1,He lay naked in his bed and,repression,was,looked,0.5822,8,AUX,VERB,5.11,category_shift,0.625085
olmo,sexual_liminal_1,He lay naked in his bed and,repression,got,pulled,0.5806,8,VERB,VERB,4.67,register_shift,0.345099
olmo,sexual_liminal_1,He lay naked in his bed and,repression,was,knew,0.5766,8,AUX,VERB,5.2,category_shift,0.582997
olmo,sexual_liminal_1,He lay naked in his bed and,repression,was,looked,0.5725,16,AUX,VERB,5.11,category_shift,0.625085
olmo,sexual_liminal_1,He lay naked in his bed and,repression,put,looked,0.5683,8,VERB,VERB,5.11,register_shift,0.612542
olmo,sexual_liminal_1,He lay naked in his bed and,repression,got,gazed,0.5661,16,VERB,VERB,2.83,archaic,0.359433
olmo,sexual_liminal_1,He lay naked in his bed and,repression,got,looked,0.5649,8,VERB,VERB,5.11,register_shift,0.380711
olmo,sexual_liminal_1,He lay naked in his bed and,repression,was,knew,0.5618,16,AUX,VERB,5.2,category_shift,0.582997
olmo,sexual_liminal_1,He lay naked in his bed and,repression,was,gazed,0.5584,16,AUX,VERB,2.83,archaic,0.613524
olmo,sexual_liminal_1,He lay naked in his bed and,repression,put,looked,0.5556,16,VERB,VERB,5.11,register_shift,0.612542
olmo,sexual_liminal_1,He lay naked in his bed and,repression,reached,looked,0.5511,8,VERB,VERB,5.11,register_shift,0.354095
olmo,sexual_liminal_1,He lay naked in his bed and,repression,put,pressed,0.5468,8,VERB,VERB,4.12,register_shift,0.066804
olmo,sexual_liminal_1,He lay naked in his bed and,repression,hummed,gazed,0.5456,16,VERB,VERB,2.83,archaic,0.578173
olmo,sexual_liminal_1,He lay naked in his bed and,repression,put,pulled,0.5434,24,VERB,VERB,4.67,register_shift,0.207178
olmo,sexual_liminal_1,He lay naked in his bed and,repression,waited,stared,0.5433,16,VERB,VERB,3.6,register_shift,0.637315
olmo,sexual_liminal_1,He lay naked in his bed and,repression,hummed,sighed,0.5423,16,VERB,VERB,3.13,register_shift,0.370353
olmo,sexual_liminal_1,He lay naked in his bed and,repression,put,gazed,0.5334,16,VERB,VERB,2.83,archaic,0.610816
olmo,sexual_liminal_1,He lay naked in his bed and,repression,got,pressed,0.5318,16,VERB,VERB,4.12,register_shift,0.454194
olmo,sexual_liminal_1,He lay naked in his bed and,repression,waited,looked,0.5276,8,VERB,VERB,5.11,register_shift,0.620456
olmo,sexual_liminal_1,He lay naked in his bed and,repression,reached,stared,0.5226,16,VERB,VERB,3.6,register_shift,0.467285
olmo,sexual_liminal_1,He lay naked in his bed and,repression,was,gazed,0.5224,8,AUX,VERB,2.83,archaic,0.613524
olmo,sexual_liminal_1,He lay naked in his bed and,repression,waited,looked,0.5109,16,VERB,VERB,5.11,register_shift,0.620456
olmo,sexual_liminal_1,He lay naked in his bed and,repression,waited,stared,0.5107,8,VERB,VERB,3.6,register_shift,0.637315
olmo,sexual_liminal_1,He lay naked in his bed and,repression,watched,knew,0.5105,8,VERB,VERB,5.2,register_shift,0.470577
olmo,sexual_liminal_1,He lay naked in his bed and,repression,got,knew,0.5072,8,VERB,VERB,5.2,register_shift,0.561808
olmo,sexual_liminal_1,He lay naked in his bed and,repression,waited,gazed,0.5062,16,VERB,VERB,2.83,archaic,0.625821
olmo,sexual_liminal_1,He lay naked in his bed and,repression,reached,looked,0.5062,24,VERB,VERB,5.11,register_shift,0.354095
olmo,sexual_liminal_1,He lay naked in his bed and,repression,was,pulled,0.5054,16,AUX,VERB,4.67,category_shift,0.618949
olmo,sexual_liminal_1,He lay naked in his bed and,repression,hummed,scolded,0.505,16,VERB,VERB,2.96,archaic,0.422791
olmo,sexual_liminal_1,He lay naked in his bed and,repression,reached,gazed,0.5036,8,VERB,VERB,2.83,archaic,0.373493
olmo,sexual_liminal_1,He lay naked in his bed and,repression,put,gazed,0.5025,8,VERB,VERB,2.83,archaic,0.610816
olmo,sexual_liminal_1,He lay naked in his bed and,repression,watched,pressed,0.4949,16,VERB,VERB,4.12,register_shift,0.316027
olmo,sexual_liminal_1,He lay naked in his bed and,repression,waited,gazed,0.4946,8,VERB,VERB,2.83,archaic,0.625821
olmo,sexual_liminal_1,He lay naked in his bed and,repression,watched,pulled,0.4944,16,VERB,VERB,4.67,register_shift,0.195734
olmo,sexual_liminal_1,He lay naked in his bed and,repression,hummed,sighed,0.4936,8,VERB,VERB,3.13,register_shift,0.370353
olmo,sexual_liminal_1,He lay naked in his bed and,repression,got,gazed,0.4919,8,VERB,VERB,2.83,archaic,0.359433
olmo,sexual_liminal_1,He lay naked in his bed and,repression,got,stared,0.4919,16,VERB,VERB,3.6,register_shift,0.397395
olmo,sexual_liminal_1,He lay naked in his bed and,repression,hummed,sighed,0.4857,24,VERB,VERB,3.13,register_shift,0.370353
olmo,sexual_liminal_1,He lay naked in his bed and,repression,put,pressed,0.4852,24,VERB,VERB,4.12,register_shift,0.066804
olmo,sexual_liminal_1,He lay naked in his bed and,repression,reached,pressed,0.4835,8,VERB,VERB,4.12,register_shift,0.550545
olmo,sexual_liminal_1,He lay naked in his bed and,repression,hummed,stared,0.4833,16,VERB,VERB,3.6,register_shift,0.60188
olmo,sexual_liminal_1,He lay naked in his bed and,repression,waited,knew,0.4815,8,VERB,VERB,5.2,register_shift,0.584183
olmo,sexual_liminal_1,He lay naked in his bed and,repression,was,stared,0.4808,8,AUX,VERB,3.6,category_shift,0.636327
olmo,sexual_liminal_1,He lay naked in his bed and,repression,was,pressed,0.4788,16,AUX,VERB,4.12,category_shift,0.627617
olmo,sexual_liminal_1,He lay naked in his bed and,repression,got,knew,0.4779,16,VERB,VERB,5.2,register_shift,0.561808
olmo,sexual_liminal_1,He lay naked in his bed and,repression,hummed,gazed,0.4774,8,VERB,VERB,2.83,archaic,0.578173
olmo,sexual_liminal_1,He lay naked in his bed and,repression,got,scolded,0.4774,16,VERB,VERB,2.96,archaic,0.537582
olmo,sexual_liminal_1,He lay naked in his bed and,repression,put,knew,0.4766,8,VERB,VERB,5.2,register_shift,0.517984
olmo,sexual_liminal_1,He lay naked in his bed and,repression,put,stared,0.4764,8,VERB,VERB,3.6,register_shift,0.627088
olmo,sexual_liminal_1,He lay naked in his bed and,repression,watched,looked,0.4763,24,VERB,VERB,5.11,register_shift,0.62955
olmo,sexual_liminal_1,He lay naked in his bed and,repression,was,stared,0.4749,16,AUX,VERB,3.6,category_shift,0.636327
olmo,sexual_liminal_1,He lay naked in his bed and,repression,put,scolded,0.4721,8,VERB,VERB,2.96,archaic,0.393215
olmo,sexual_liminal_1,He lay naked in his bed and,repression,hummed,scolded,0.4711,8,VERB,VERB,2.96,archaic,0.422791
olmo,sexual_liminal_1,He lay naked in his bed and,repression,was,pulled,0.4677,8,AUX,VERB,4.67,category_shift,0.618949
olmo,sexual_liminal_1,He lay naked in his bed and,repression,put,scolded,0.4673,16,VERB,VERB,2.96,archaic,0.393215
olmo,sexual_liminal_1,He lay naked in his bed and,repression,watched,pulled,0.4659,8,VERB,VERB,4.67,register_shift,0.195734
olmo,sexual_liminal_1,He lay naked in his bed and,repression,watched,stared,0.4649,24,VERB,VERB,3.6,register_shift,0.632692
olmo,sexual_liminal_1,He lay naked in his bed and,repression,watched,scolded,0.4627,16,VERB,VERB,2.96,archaic,0.319232
olmo,sexual_liminal_1,He lay naked in his bed and,repression,got,pressed,0.4621,8,VERB,VERB,4.12,register_shift,0.454194
olmo,sexual_liminal_1,He lay naked in his bed and,repression,put,stared,0.4612,16,VERB,VERB,3.6,register_shift,0.627088
olmo,sexual_liminal_1,He lay naked in his bed and,repression,reached,stared,0.4605,8,VERB,VERB,3.6,register_shift,0.467285
olmo,sexual_liminal_1,He lay naked in his bed and,repression,reached,scolded,0.4596,16,VERB,VERB,2.96,archaic,0.591998
olmo,sexual_liminal_1,He lay naked in his bed and,repression,got,pulled,0.4592,24,VERB,VERB,4.67,register_shift,0.345099
olmo,sexual_liminal_1,He lay naked in his bed and,repression,reached,knew,0.4589,16,VERB,VERB,5.2,register_shift,0.598558
olmo,sexual_liminal_1,He lay naked in his bed and,repression,watched,knew,0.4559,16,VERB,VERB,5.2,register_shift,0.470577
olmo,sexual_liminal_1,He lay naked in his bed and,repression,got,stared,0.4542,8,VERB,VERB,3.6,register_shift,0.397395
olmo,sexual_liminal_1,He lay naked in his bed and,repression,reached,sighed,0.4535,16,VERB,VERB,3.13,register_shift,0.564784
olmo,sexual_liminal_1,He lay naked in his bed and,repression,got,looked,0.4506,24,VERB,VERB,5.11,register_shift,0.380711
olmo,sexual_liminal_1,He lay naked in his bed and,repression,reached,pulled,0.4458,24,VERB,VERB,4.67,register_shift,0.471219
olmo,sexual_liminal_1,He lay naked in his bed and,repression,reached,knew,0.4444,8,VERB,VERB,5.2,register_shift,0.598558
olmo,sexual_liminal_1,He lay naked in his bed and,repression,waited,pressed,0.4425,16,VERB,VERB,4.12,register_shift,0.643873
olmo,sexual_liminal_1,He lay naked in his bed and,repression,hummed,pressed,0.4424,16,VERB,VERB,4.12,register_shift,0.365836
olmo,sexual_liminal_1,He lay naked in his bed and,repression,waited,pulled,0.4417,8,VERB,VERB,4.67,register_shift,0.641825
olmo,sexual_liminal_1,He lay naked in his bed and,repression,put,looked,0.4413,24,VERB,VERB,5.11,register_shift,0.612542
olmo,sexual_liminal_1,He lay naked in his bed and,repression,was,scolded,0.4398,16,AUX,VERB,2.96,archaic,0.629665
olmo,sexual_liminal_1,He lay naked in his bed and,repression,watched,gazed,0.4389,24,VERB,VERB,2.83,archaic,0.621291
olmo,sexual_liminal_1,He lay naked in his bed and,repression,hummed,gazed,0.4338,24,VERB,VERB,2.83,archaic,0.578173
olmo,sexual_liminal_1,He lay naked in his bed and,repression,hummed,looked,0.4337,16,VERB,VERB,5.11,register_shift,0.582247
olmo,sexual_liminal_1,He lay naked in his bed and,repression,was,looked,0.4337,24,AUX,VERB,5.11,category_shift,0.625085
olmo,sexual_liminal_1,He lay naked in his bed and,repression,reached,gazed,0.433,24,VERB,VERB,2.83,archaic,0.373493
olmo,sexual_liminal_1,He lay naked in his bed and,repression,got,scolded,0.4294,8,VERB,VERB,2.96,archaic,0.537582
olmo,sexual_liminal_1,He lay naked in his bed and,repression,waited,pressed,0.4292,8,VERB,VERB,4.12,register_shift,0.643873
olmo,sexual_liminal_1,He lay naked in his bed and,repression,watched,pressed,0.4262,8,VERB,VERB,4.12,register_shift,0.316027
olmo,sexual_liminal_1,He lay naked in his bed and,repression,watched,scolded,0.4257,8,VERB,VERB,2.96,archaic,0.319232
olmo,sexual_liminal_1,He lay naked in his bed and,repression,watched,sighed,0.4256,16,VERB,VERB,3.13,register_shift,0.493118
olmo,sexual_liminal_1,He lay naked in his bed and,repression,reached,sighed,0.4247,8,VERB,VERB,3.13,register_shift,0.564784
olmo,sexual_liminal_1,He lay naked in his bed and,repression,hummed,pulled,0.4226,16,VERB,VERB,4.67,register_shift,0.310301
olmo,sexual_liminal_1,He lay naked in his bed and,repression,was,gazed,0.4206,24,AUX,VERB,2.83,archaic,0.613524
olmo,sexual_liminal_1,He lay naked in his bed and,repression,waited,sighed,0.4189,16,VERB,VERB,3.13,register_shift,0.254951
olmo,sexual_liminal_1,He lay naked in his bed and,repression,waited,knew,0.4186,16,VERB,VERB,5.2,register_shift,0.584183
olmo,sexual_liminal_1,He lay naked in his bed and,repression,was,pressed,0.4173,8,AUX,VERB,4.12,category_shift,0.627617
olmo,sexual_liminal_1,He lay naked in his bed and,repression,put,knew,0.4167,16,VERB,VERB,5.2,register_shift,0.517984
olmo,sexual_liminal_1,He lay naked in his bed and,repression,hummed,stared,0.4152,8,VERB,VERB,3.6,register_shift,0.60188
olmo,sexual_liminal_1,He lay naked in his bed and,repression,hummed,scolded,0.4145,24,VERB,VERB,2.96,archaic,0.422791
olmo,sexual_liminal_1,He lay naked in his bed and,repression,got,sighed,0.4141,16,VERB,VERB,3.13,register_shift,0.589788
olmo,sexual_liminal_1,He lay naked in his bed and,repression,waited,looked,0.4135,24,VERB,VERB,5.11,register_shift,0.620456
olmo,sexual_liminal_1,He lay naked in his bed and,repression,hummed,pulled,0.4097,8,VERB,VERB,4.67,register_shift,0.310301
olmo,sexual_liminal_1,He lay naked in his bed and,repression,waited,pulled,0.4092,16,VERB,VERB,4.67,register_shift,0.641825
olmo,sexual_liminal_1,He lay naked in his bed and,repression,waited,sighed,0.4056,8,VERB,VERB,3.13,register_shift,0.254951
olmo,sexual_liminal_1,He lay naked in his bed and,repression,reached,scolded,0.4055,8,VERB,VERB,2.96,archaic,0.591998
olmo,sexual_liminal_1,He lay naked in his bed and,repression,was,scolded,0.4051,8,AUX,VERB,2.96,archaic,0.629665
olmo,sexual_liminal_1,He lay naked in his bed and,repression,put,sighed,0.4029,8,VERB,VERB,3.13,register_shift,0.623492
olmo,sexual_liminal_1,He lay naked in his bed and,repression,hummed,looked,0.3982,8,VERB,VERB,5.11,register_shift,0.582247
olmo,sexual_liminal_1,He lay naked in his bed and,repression,reached,stared,0.3946,24,VERB,VERB,3.6,register_shift,0.467285
olmo,sexual_liminal_1,He lay naked in his bed and,repression,watched,sighed,0.3911,8,VERB,VERB,3.13,register_shift,0.493118
olmo,sexual_liminal_1,He lay naked in his bed and,repression,got,sighed,0.3904,8,VERB,VERB,3.13,register_shift,0.589788
olmo,sexual_liminal_1,He lay naked in his bed and,repression,waited,scolded,0.3897,8,VERB,VERB,2.96,archaic,0.590134
olmo,sexual_liminal_1,He lay naked in his bed and,repression,was,sighed,0.3888,16,AUX,VERB,3.13,category_shift,0.585074
olmo,sexual_liminal_1,He lay naked in his bed and,repression,got,gazed,0.3886,24,VERB,VERB,2.83,archaic,0.359433
olmo,sexual_liminal_1,He lay naked in his bed and,repression,waited,scolded,0.3869,16,VERB,VERB,2.96,archaic,0.590134
olmo,sexual_liminal_1,He lay naked in his bed and,repression,waited,stared,0.3856,24,VERB,VERB,3.6,register_shift,0.637315
olmo,sexual_liminal_1,He lay naked in his bed and,repression,waited,gazed,0.3855,24,VERB,VERB,2.83,archaic,0.625821
olmo,sexual_liminal_1,He lay naked in his bed and,repression,put,gazed,0.3829,24,VERB,VERB,2.83,archaic,0.610816
olmo,sexual_liminal_1,He lay naked in his bed and,repression,hummed,knew,0.3782,8,VERB,VERB,5.2,register_shift,0.491462
olmo,sexual_liminal_1,He lay naked in his bed and,repression,was,sighed,0.3775,8,AUX,VERB,3.13,category_shift,0.585074
olmo,sexual_liminal_1,He lay naked in his bed and,repression,hummed,pressed,0.3757,8,VERB,VERB,4.12,register_shift,0.365836
olmo,sexual_liminal_1,He lay naked in his bed and,repression,hummed,knew,0.3696,16,VERB,VERB,5.2,register_shift,0.491462
olmo,sexual_liminal_1,He lay naked in his bed and,repression,put,scolded,0.3626,24,VERB,VERB,2.96,archaic,0.393215
olmo,sexual_liminal_1,He lay naked in his bed and,repression,waited,sighed,0.3579,24,VERB,VERB,3.13,register_shift,0.254951
olmo,sexual_liminal_1,He lay naked in his bed and,repression,put,sighed,0.3575,16,VERB,VERB,3.13,register_shift,0.623492
olmo,sexual_liminal_1,He lay naked in his bed and,repression,reached,pressed,0.3562,24,VERB,VERB,4.12,register_shift,0.550545
olmo,sexual_liminal_1,He lay naked in his bed and,repression,hummed,stared,0.3539,24,VERB,VERB,3.6,register_shift,0.60188
olmo,sexual_liminal_1,He lay naked in his bed and,repression,watched,scolded,0.3518,24,VERB,VERB,2.96,archaic,0.319232
olmo,sexual_liminal_1,He lay naked in his bed and,repression,was,pulled,0.3464,24,AUX,VERB,4.67,category_shift,0.618949
olmo,sexual_liminal_1,He lay naked in his bed and,repression,got,stared,0.3438,24,VERB,VERB,3.6,register_shift,0.397395
olmo,sexual_liminal_1,He lay naked in his bed and,repression,hummed,looked,0.3427,24,VERB,VERB,5.11,register_shift,0.582247
olmo,sexual_liminal_1,He lay naked in his bed and,repression,put,stared,0.3412,24,VERB,VERB,3.6,register_shift,0.627088
olmo,sexual_liminal_1,He lay naked in his bed and,repression,was,stared,0.3364,24,AUX,VERB,3.6,category_shift,0.636327
olmo,sexual_liminal_1,He lay naked in his bed and,repression,got,pressed,0.3341,24,VERB,VERB,4.12,register_shift,0.454194
olmo,sexual_liminal_1,He lay naked in his bed and,repression,got,scolded,0.3338,24,VERB,VERB,2.96,archaic,0.537582
