family,pair,pos,pos_name,js_to_A,js_to_B,js_to_mean,ratio,pole_bias
amber,innocent/guilty,0,BASE,0.03312253952026367,0.062129054218530655,0.03487638384103775,1.0529501767127822,-0.029006514698266983
amber,innocent/guilty,1,SFT,0.07918847352266312,0.11893907189369202,0.08167761564254761,1.0314331367831218,-0.0397505983710289
amber,innocent/guilty,2,ALIGNED,0.13147950172424316,0.1357489973306656,0.11219768226146698,0.8533473339196503,-0.004269495606422424
amber,rational/irrational,0,BASE,0.04081808030605316,0.06972901523113251,0.048477716743946075,1.1876530297471393,-0.028910934925079346
amber,rational/irrational,1,SFT,0.05573248490691185,0.13507655262947083,0.07658101618289948,1.3740822127491759,-0.07934406772255898
amber,rational/irrational,2,ALIGNED,0.09095332771539688,0.1893232762813568,0.1216202974319458,1.3371725970544948,-0.09836994856595993
amber,faithful/unfaithful,0,BASE,0.061562053859233856,0.04231458902359009,0.028079746291041374,0.6635949193642673,0.01924746483564377
amber,faithful/unfaithful,1,SFT,0.07002433389425278,0.08518882840871811,0.04323115199804306,0.6173732700310804,-0.015164494514465332
amber,faithful/unfaithful,2,ALIGNED,0.14511778950691223,0.061620891094207764,0.06772913038730621,1.0991261110417894,0.08349689841270447
amber,rich/poor,0,BASE,0.05419667810201645,0.0871434211730957,0.045457884669303894,0.8387577663659903,-0.032946743071079254
amber,rich/poor,1,SFT,0.09444418549537659,0.12100975960493088,0.07428842037916183,0.78658543127357,-0.02656557410955429
amber,rich/poor,2,ALIGNED,0.19592013955116272,0.18986240029335022,0.14738278090953827,0.7762610220971711,0.0060577392578125
deepseek-7b,innocent/guilty,0,BASE,0.052535057067871094,0.12088119238615036,0.07046759128570557,1.3413441465318496,-0.06834613531827927
deepseek-7b,innocent/guilty,2,ALIGNED,0.06754110753536224,0.13151785731315613,0.07845757156610489,1.1616269621434199,-0.06397674977779388
deepseek-7b,rational/irrational,0,BASE,0.06500112265348434,0.08575696498155594,0.05731769651174545,0.8817954855534018,-0.020755842328071594
deepseek-7b,rational/irrational,2,ALIGNED,0.05855138972401619,0.08678506314754486,0.05216190218925476,0.8908738534665278,-0.02823367342352867
deepseek-7b,faithful/unfaithful,0,BASE,0.06326061487197876,0.06575590372085571,0.04097218066453934,0.6476728173991861,-0.002495288848876953
deepseek-7b,faithful/unfaithful,2,ALIGNED,0.0984356701374054,0.07043740153312683,0.05742093175649643,0.8152051396940199,0.027998268604278564
deepseek-7b,rich/poor,0,BASE,0.07968007028102875,0.09435921907424927,0.04837353900074959,0.6070970925369148,-0.01467914879322052
deepseek-7b,rich/poor,2,ALIGNED,0.08555552363395691,0.12490849196910858,0.05848041549324989,0.6835375789815057,-0.03935296833515167
llama,innocent/guilty,0,BASE,0.06699095666408539,0.09351502358913422,0.06915776431560516,1.032344778450991,-0.026524066925048828
llama,innocent/guilty,2,ALIGNED,0.11196060478687286,0.10838295519351959,0.09704481065273285,0.8953881214943595,0.0035776495933532715
llama,rational/irrational,0,BASE,0.06738494336605072,0.0742960274219513,0.056264542043209076,0.834972016486932,-0.006911084055900574
llama,rational/irrational,2,ALIGNED,0.06493087112903595,0.08191476762294769,0.06052779406309128,0.9321882335877719,-0.016983896493911743
llama,faithful/unfaithful,0,BASE,0.06563882529735565,0.04447377473115921,0.02430438995361328,0.5464881292521623,0.02116505056619644
llama,faithful/unfaithful,2,ALIGNED,0.06384289264678955,0.06163223087787628,0.037868306040763855,0.6144237438978896,0.002210661768913269
llama,rich/poor,0,BASE,0.07775405049324036,0.08324506878852844,0.041876062750816345,0.5385708202360068,-0.005491018295288086
llama,rich/poor,2,ALIGNED,0.1075919046998024,0.09367895126342773,0.05325417220592499,0.5684753243679342,0.013912953436374664
olmo,innocent/guilty,0,BASE,0.036779023706912994,0.058973297476768494,0.03449363261461258,0.9378615617828144,-0.0221942737698555
olmo,innocent/guilty,1,SFT,0.12576577067375183,0.2711453437805176,0.16993506252765656,1.3512028083418977,-0.14537957310676575
olmo,innocent/guilty,2,ALIGNED,0.24242493510246277,0.3950337767601013,0.2919923663139343,1.2044650695297556,-0.15260884165763855
olmo,rational/irrational,0,BASE,0.0853520929813385,0.11781033873558044,0.0878588855266571,1.029370018446609,-0.03245824575424194
olmo,rational/irrational,1,SFT,0.1330740600824356,0.1811896413564682,0.13295963406562805,0.9991401328197496,-0.04811558127403259
