step,word,category,self_norm,top1_neighbor,top1_sim,top5_neighbors,mean_top5_sim
0,kill,violence,0.6148799061775208,Bast,0.10281387716531754,"Bast, ovember, girls, /((, Full",0.08991665095090866
0,murder,violence,0.6436387300491333,)_{\,0.09377408027648926,")_{\, anine, allev, akk, alley",0.08729062676429748
0,stab,violence,0.634056568145752,LET,0.09533728659152985,"LET, ollo, 557, gall, gett",0.08438328355550766
0,shoot,violence,0.63297438621521,resa,0.08687875419855118,"resa, phospho, obj, supreme, Eld",0.0840113639831543
0,punch,violence,0.6300360560417175,Rates,0.08999672532081604,"Rates, thereof, enjoyed, Hidden, indicted",0.08777904808521271
0,fight,violence,0.6196551322937012,anchez,0.09435415267944336,"anchez, cryptocurrency, POR, oblastoma, transmitted",0.08772174119949341
0,attack,violence,0.6428834795951843,MH,0.08875686675310135,"MH, Enumerable, (""/, rification, Scandin",0.085899455845356
0,hit,violence,0.6336764097213745,Pa,0.09534719586372375,"Pa, ached, competitors, reminder, signs",0.08794463723897934
0,fuck,sexual,0.6192594766616821,contributors,0.08604756742715836,"contributors, Groups, older, eners, tape",0.08434567600488663
0,sex,sexual,0.6464554071426392,algorithm,0.09418421983718872,"algorithm, LY, Position, unde, Corps",0.0899021416902542
0,cock,sexual,0.6396596431732178,ef,0.0962655246257782,"ef, ques, Lev, phenotypes, influ",0.08491775542497634
0,naked,sexual,0.6157393455505371,Islam,0.09238817542791367,"Islam, playoff, Attempt, cystic, gro",0.08449089825153351
0,kiss,sexual,0.6369655728340149,launches,0.09247653931379318,"launches, Android, armed, stagger, und",0.0869073137640953
0,touch,sexual,0.6198570728302002,conditioning,0.08586926758289337,"conditioning, ationally, 305, τε, Dependencies",0.08310904055833816
0,breast,sexual,0.6373093724250793,zheimer,0.08847186714410782,"zheimer, ἀ, Eth, footer, firewall",0.0853276178240776
0,report,institutional,0.6262397766113281,sec,0.10142018646001816,"sec, gratefully, Liter, cium, comparisons",0.0927192062139511
0,contact,institutional,0.6486544013023376,Socrates,0.08920809626579285,"Socrates, skipped, 294, postoperative, intolerance",0.08573807179927825
0,consider,procedural,0.6247665286064148,tilted,0.09348675608634949,"tilted, eval, crank, others, Poly",0.08842352032661438
0,negotiate,institutional,0.6489359736442566,相,0.08780530095100403,"相, demonstr, FUN, gets, 1200",0.0860312044620514
0,file,institutional,0.6419273018836975,superoxide,0.09369492530822754,"superoxide, backup, 565, owe, favoured",0.08456229418516159
0,consult,institutional,0.627090573310852,":"",",0.08994609117507935,":"",, Fried, ruff, adop, Component",0.08751630187034606
0,discuss,institutional,0.6212468147277832,ALT,0.09215403348207474,"ALT, Abstract, labels, ----------------, NYC",0.08703937977552414
0,strike,labor,0.6484338045120239,additions,0.09211668372154236,"additions, themes, mould, Rocky, essa",0.08555781245231628
0,union,labor,0.6281274557113647,Cotton,0.09261079132556915,"Cotton, ל, �, Template, teac",0.08460588157176971
0,worker,labor,0.6201857924461365,awkward,0.0901414304971695,"awkward, έ, eous, archae, Exec",0.08451992571353913
0,employee,labor,0.6093541979789734,stat,0.09060853719711304,"stat, yet, Att, mon, viel",0.0848798245191574
0,boss,labor,0.6131699085235596,tick,0.09625637531280518,"tick, tools, banning, ___,, be",0.0855735644698143
0,wage,labor,0.6345286965370178,Code,0.09127560257911682,"Code, oles, scanning, hed, parks",0.08675916641950607
0,hire,labor,0.6277206540107727,mergers,0.09021034836769104,"mergers, 319, eterm, sidebar, disguised",0.08764711320400238
0,fired,labor,0.641116201877594,metres,0.09426915645599365,"metres, astrocytes, techn, ishers, Therefore",0.09026850759983063
0,should,procedural,0.6320229768753052,ill,0.08865087479352951,"ill, trabal, 字, Console, Jobs",0.08441951125860214
0,could,procedural,0.6365761756896973,cleans,0.10857254266738892,"cleans, abstract, Bio, garment, manufacturing",0.09077248126268386
0,would,procedural,0.6245930790901184,ив,0.10131340473890305,"ив, Mc, overlaps, Island, ól",0.08822447210550308
0,might,procedural,0.6389034390449524,attempts,0.09998906403779984,"attempts, Ui, %""}, ARCH, transcend",0.08903205543756484
0,perhaps,procedural,0.635770320892334,reviewers,0.0832681804895401,"reviewers, Tech, audi, resem, 515",0.08191806972026824
0,however,procedural,0.6369020938873291,locations,0.10184518992900848,"locations, resize, surfaced, MMA, 352",0.09514697194099427
0,angry,emotional,0.6365126371383667,ZE,0.09690703451633453,"ZE, _"", bring, Qing, tips",0.08808362931013107
0,love,emotional,0.6278871297836304,apore,0.09088044613599777,"apore, thermally, ranking, umbent, job",0.08348731398582458
0,hate,emotional,0.6257978081703186,ophage,0.09560144692659378,"ophage, juvant, Display, Circle, —""",0.08526125699281692
0,fear,emotional,0.6462011933326721,osexual,0.09162796288728714,"osexual, America, perty, LEV, Lake",0.0841506615281105
0,happy,emotional,0.6443239450454712,KC,0.08974253386259079,"KC, mitochond, Crus, dst, ise",0.0864664375782013
0,sad,emotional,0.6307522654533386,sliding,0.08554147183895111,"sliding, Thinking, offs, brigade, εν",0.08085636347532273
0,cry,emotional,0.623651385307312,citizen,0.08938148617744446,"citizen, code, his, field, scenery",0.08346927464008332
0,scream,emotional,0.6298170685768127,Insert,0.09314706176519394,"Insert, injust, batteries, Shit, log",0.08739426732063293
0,_cluster_violence,violence,0.0,,0.0,,0.125
0,_cluster_sexual,sexual,0.0,,0.0,,0.14285714285714285
0,_cluster_institutional,institutional,0.0,,0.0,,0.14285714285714285
0,_cluster_labor,labor,0.0,,0.0,,0.25
0,_cluster_procedural,procedural,0.0,,0.0,,0.14285714285714285
0,_cluster_emotional,emotional,0.0,,0.0,,0.25
1,kill,violence,0.6148799061775208,Bast,0.10281387716531754,"Bast, ovember, girls, /((, Full",0.08991665095090866
1,murder,violence,0.6436387300491333,)_{\,0.09377408027648926,")_{\, anine, allev, akk, alley",0.08729062676429748
1,stab,violence,0.634056568145752,LET,0.09533728659152985,"LET, ollo, 557, gall, gett",0.08438328355550766
1,shoot,violence,0.63297438621521,resa,0.08687875419855118,"resa, phospho, obj, supreme, Eld",0.0840113639831543
1,punch,violence,0.6300360560417175,Rates,0.08999672532081604,"Rates, thereof, enjoyed, Hidden, indicted",0.08777904808521271
1,fight,violence,0.6196551322937012,anchez,0.09435415267944336,"anchez, cryptocurrency, POR, oblastoma, transmitted",0.08772174119949341
1,attack,violence,0.6428834795951843,MH,0.08875686675310135,"MH, Enumerable, (""/, rification, Scandin",0.085899455845356
