family,label,prompt,axis,source,target,similarity,layer,source_pos,target_pos,target_freq,displacement_type,syntagmatic_js
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,looked,gazed,0.8796,8.0,VERB,VERB,2.83,archaic,0.037171
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,looked,stared,0.8698,8.0,VERB,VERB,3.6,register_shift,0.047979
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,looked,stared,0.8544,12.0,VERB,VERB,3.6,register_shift,0.047979
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,thought,considered,0.8413,8.0,VERB,VERB,5.08,register_shift,0.49037
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,thought,pondered,0.8307,8.0,VERB,VERB,2.85,archaic,0.417541
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,looked,gazed,0.8282,12.0,VERB,VERB,2.83,archaic,0.037171
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,watched,stared,0.8258,8.0,VERB,VERB,3.6,register_shift,0.621912
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,thought,contemplated,0.815,8.0,VERB,VERB,3.25,register_shift,0.538724
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,watched,gazed,0.8072,8.0,VERB,VERB,2.83,archaic,0.607801
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,looked,gazed,0.7869,4.0,VERB,VERB,2.83,archaic,0.037171
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,looked,stared,0.7843,4.0,VERB,VERB,3.6,register_shift,0.047979
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,thought,reflected,0.7806,8.0,VERB,VERB,4.12,register_shift,0.433666
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,looked,contemplated,0.7629,8.0,VERB,VERB,3.25,register_shift,0.635311
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,thought,pondered,0.7569,12.0,VERB,VERB,2.85,archaic,0.417541
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,looked,reflected,0.7568,8.0,VERB,VERB,4.12,register_shift,0.559418
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,looked,considered,0.7526,8.0,VERB,VERB,5.08,register_shift,0.62488
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,watched,contemplated,0.7487,8.0,VERB,VERB,3.25,register_shift,0.134492
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,thought,considered,0.7437,4.0,VERB,VERB,5.08,register_shift,0.49037
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,tried,considered,0.7435,8.0,VERB,VERB,5.08,register_shift,0.624991
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,watched,stared,0.7358,4.0,VERB,VERB,3.6,register_shift,0.621912
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,looked,pondered,0.7318,8.0,VERB,VERB,2.85,archaic,0.563339
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,thought,gazed,0.7302,8.0,VERB,VERB,2.83,archaic,0.57565
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,tried,contemplated,0.7291,8.0,VERB,VERB,3.25,register_shift,0.635385
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,thought,pondered,0.7267,4.0,VERB,VERB,2.85,archaic,0.417541
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,took,gazed,0.7252,8.0,VERB,VERB,2.83,archaic,0.54057
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,tried,gazed,0.7245,8.0,VERB,VERB,2.83,archaic,0.645515
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,watched,stared,0.7236,12.0,VERB,VERB,3.6,register_shift,0.621912
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,thought,contemplated,0.7172,4.0,VERB,VERB,3.25,register_shift,0.538724
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,tried,pondered,0.7164,8.0,VERB,VERB,2.85,archaic,0.624594
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,thought,stared,0.7128,8.0,VERB,VERB,3.6,register_shift,0.617601
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,thought,reflected,0.7117,12.0,VERB,VERB,4.12,register_shift,0.433666
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,watched,gazed,0.7076,4.0,VERB,VERB,2.83,archaic,0.607801
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,thought,considered,0.7071,12.0,VERB,VERB,5.08,register_shift,0.49037
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,asked,considered,0.7054,8.0,VERB,VERB,5.08,register_shift,0.247636
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,began,gazed,0.7028,8.0,VERB,VERB,2.83,archaic,0.651273
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,asked,pondered,0.7021,8.0,VERB,VERB,2.85,archaic,0.305894
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,asked,contemplated,0.7011,8.0,VERB,VERB,3.25,register_shift,0.270454
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,thought,contemplated,0.7006,12.0,VERB,VERB,3.25,register_shift,0.538724
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,tried,stared,0.7001,8.0,VERB,VERB,3.6,register_shift,0.656947
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,watched,pondered,0.7,8.0,VERB,VERB,2.85,archaic,0.272021
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,took,considered,0.6975,8.0,VERB,VERB,5.08,register_shift,0.326947
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,watched,considered,0.6961,8.0,VERB,VERB,5.08,register_shift,0.202034
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,watched,reflected,0.6931,8.0,VERB,VERB,4.12,register_shift,0.573787
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,asked,gazed,0.6907,8.0,VERB,VERB,2.83,archaic,0.621246
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,began,stared,0.6881,8.0,VERB,VERB,3.6,register_shift,0.6612
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,took,contemplated,0.6866,8.0,VERB,VERB,3.25,register_shift,0.292171
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,watched,gazed,0.686,12.0,VERB,VERB,2.83,archaic,0.607801
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,said,considered,0.6832,8.0,VERB,VERB,5.08,register_shift,0.51006
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,said,gazed,0.6825,8.0,VERB,VERB,2.83,archaic,0.61869
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,looked,sighed,0.6804,8.0,VERB,VERB,3.13,register_shift,0.536336
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,was,gazed,0.6803,8.0,AUX,VERB,2.83,archaic,0.586425
olmo-tiny,sexual_liminal_1,He lay naked in his bed and,repression,began,contemplated,0.6797,8.0,VERB,VERB,3.25,register_shift,0.615882
