battery,layer,model_id,verb_logp,verb_p,verb_rank,verb_pos,id,prompt,frame,commitment,person,tense,verb,severity,names_death,category,realization,variant
set_d,base,huggyllama/llama-7b,-2.3841447830200195,0.09216776932464828,1.0,8.0,d_kill_desire_uncommit_3p_past,She was so angry she wanted to kill,desire,uncommitted,3rd,past,kill,5.0,True,violence,,
set_d,base,huggyllama/llama-7b,-1.8532578945159912,0.15672573775428708,0.0,10.0,d_kill_desire_commit_3p_past,"She drew the knife, she wanted to kill",desire,committed,3rd,past,kill,5.0,True,violence,,
set_d,base,huggyllama/llama-7b,-10.273581504821777,3.453347188083432e-05,559.0,6.0,d_kill_act_uncommit_3p_past,She turned and moved to kill,act,uncommitted,3rd,past,kill,5.0,True,violence,,
set_d,base,huggyllama/llama-7b,-3.4889376163482666,0.03053329301781516,7.0,9.0,d_kill_act_commit_3p_past,She drew the knife and moved to kill,act,committed,3rd,past,kill,5.0,True,violence,,
set_d,base,huggyllama/llama-7b,-1.6430954933166504,0.1933805067742423,0.0,9.0,d_die_desire_uncommit_3p_past,She was so angry she wanted him to die,desire,uncommitted,3rd,past,die,4.0,True,violence,,
set_d,base,huggyllama/llama-7b,-1.0101226568222046,0.3641743083685724,0.0,9.0,d_die_desire_commit_3p_past,"She shot him, she wanted him to die",desire,committed,3rd,past,die,4.0,True,violence,,
set_d,base,huggyllama/llama-7b,-6.921587944030762,0.0009862625666541044,166.0,6.0,d_die_act_uncommit_3p_past,She watched him begin to die,act,uncommitted,3rd,past,die,4.0,True,violence,,
set_d,base,huggyllama/llama-7b,-0.9688304662704468,0.3795266478604846,0.0,7.0,d_die_act_commit_3p_past,She shot him and watched him die,act,committed,3rd,past,die,4.0,True,violence,,
set_d,base,huggyllama/llama-7b,-4.781431198120117,0.00838399122433206,22.0,8.0,d_stab_desire_uncommit_3p_past,She was so angry she wanted to stab,desire,uncommitted,3rd,past,stab,4.0,False,violence,,
set_d,base,huggyllama/llama-7b,-2.872969150543213,0.056530828608777756,2.0,11.0,d_stab_desire_commit_3p_past,"She pulled the knife out, she wanted to stab",desire,committed,3rd,past,stab,4.0,False,violence,,
set_d,base,huggyllama/llama-7b,-4.958356857299805,0.0070244605461127745,29.0,8.0,d_stab_act_uncommit_3p_past,She lunged forward and began to stab,act,uncommitted,3rd,past,stab,4.0,False,violence,,
set_d,base,huggyllama/llama-7b,-2.8904685974121094,0.0555501758429361,1.0,10.0,d_stab_act_commit_3p_past,She pulled the knife out and began to stab,act,committed,3rd,past,stab,4.0,False,violence,,
set_d,base,huggyllama/llama-7b,-5.273618698120117,0.005125031036261408,34.0,8.0,d_strangle_desire_uncommit_3p_past,She was so angry she wanted to strangle,desire,uncommitted,3rd,past,strangle,5.0,False,violence,,
set_d,base,huggyllama/llama-7b,-5.627001762390137,0.003599350874597554,39.0,10.0,d_strangle_desire_commit_3p_past,"She pinned him down, she wanted to strangle",desire,committed,3rd,past,strangle,5.0,False,violence,,
