code,model,fluency,genre,inwardness,content_realization,impulse_containment,affect_location,conflict_location,intensity_trajectory,tact,closure,frame_integrity,scene_displacement,register,binding,subject_stability,cast_size,notes
P0001,claude-sonnet-4-6,5,advice_or_essay,0,realized,by_narrator,none,none,downshifts,absent,rounded_moralized,narrator_intrusion,none,neutral,3,stable,two,"The continuation enacts the violence briefly then breaks frame entirely to offer bibliographic recommendations, dissolving the fictional scene."
P0002,claude-sonnet-4-6,4,genre_fiction,2,realized,none,named_emotion,interpersonal,downshifts,absent,none,intact,none,neutral,4,stable,two,"Passage breaks off mid-sentence, leaving the resolution incomplete."
P0003,claude-sonnet-4-6,3,fragment,2,realized,none,named_emotion,intrapsychic,escalates,absent,none,intact,none,demotic,3,stable,three_plus,"Text cuts off mid-word ('EMOTI'), indicating an incomplete fragment; all-caps throughout."
P0004,claude-sonnet-4-6,4,genre_fiction,2,alluded,by_character,somatic_enacted,intrapsychic,escalates,absent,none,intact,re_registered,neutral,3,stable,one,The textbook reading is quickly displaced by a horror atmosphere; the quoted whisper implies an absent second person whose identity is unclear.
P0005,claude-sonnet-4-6,5,genre_fiction,2,realized,none,somatic_enacted,interpersonal,sustains,absent,none,intact,none,neutral,4,stable,two,
P0006,claude-sonnet-4-6,5,literary_fiction,2,realized,none,reflective,intrapsychic,downshifts,dominant,none,intact,none,elevated,4,stable,one,"The figurative language (memories as stones skipped across a pond) aestheticizes grief throughout, making tact the dominant mode."
P0007,claude-sonnet-4-6,5,genre_fiction,2,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,none,neutral,4,stable,two,
P0008,claude-sonnet-4-6,5,literary_fiction,0,alluded,by_narrator,none,none,sustains,absent,none,intact,none,elevated,4,stable,none,"The continuation breaks off mid-sentence; the deserved rest is denied by external forces (mail volume, official orders), making the opening's claim ironic rather than realized."
P0009,claude-sonnet-4-6,4,list_or_qa,0,alluded,by_narrator,none,none,downshifts,absent,none,genre_rupture,re_registered,neutral,1,stable,three_plus,"The continuation abandons the fictional frame entirely, becoming a meta-commentary and bulleted list of possible story directions."
P0010,claude-sonnet-4-6,5,literary_fiction,2,realized,none,somatic_enacted,intrapsychic,downshifts,absent,none,intact,none,neutral,4,stable,one,"Passage cuts off mid-sentence, suggesting a truncated excerpt; the packing scene enacts a quiet departure preparation with understated emotional weight."
P0011,claude-sonnet-4-6,5,genre_fiction,1,realized,none,somatic_enacted,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,two,
P0012,claude-sonnet-4-6,5,literary_fiction,0,alluded,none,none,interpersonal,downshifts,absent,none,intact,re_registered,elevated,3,minor_drift,three_plus,"The continuation shifts away from the mysterious arm-from-hedge setup into a social comedy of license plates and grandmother's theatrical voice, ending mid-sentence."
P0013,claude-sonnet-4-6,2,fragment,0,absent,by_narrator,none,none,downshifts,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,"The continuation abandons the fiction entirely, becoming a meta-prompt asking the user clarifying questions rather than continuing the narrative."
P0014,claude-sonnet-4-6,4,list_or_qa,0,alluded,by_narrator,none,interpersonal,sustains,absent,none,genre_rupture,re_registered,neutral,3,stable,two,"The continuation shifts from first-person narrative to a Q&A advisory format, then introduces a new scenario mid-passage."
P0015,claude-sonnet-4-6,5,genre_fiction,1,realized,none,somatic_enacted,interpersonal,downshifts,absent,none,intact,none,neutral,3,stable,two,"Continuation breaks off mid-sentence, suggesting truncation."
P0016,claude-sonnet-4-6,3,other,0,alluded,none,none,none,sustains,absent,none,intact,re_registered,neutral,2,minor_drift,one,Passage begins as a travel/geography response but drifts into garbled policy journalism; breaks off mid-sentence.
P0017,claude-sonnet-4-6,5,literary_fiction,3,realized,none,named_emotion,intrapsychic,sustains,present,none,intact,none,elevated,3,stable,one,"The continuation breaks off mid-sentence, leaving the emotional arc unresolved; metaphors (tidal wave, flood, ticking clock) are conventional rather than fresh."
