code,n_sentences,mean_drift,max_drift,path_length,directedness
P0001,3,0.4670906960964203,0.4897502064704895,0.9341813921928406,0.587651486193134
P0002,4,0.33952224254608154,0.3744089603424072,1.0185667276382446,0.3831548705186359
P0003,7,0.3406000037988027,0.3977803587913513,2.043600022792816,0.24602295187129153
P0004,7,0.4263785531123479,0.5577898919582367,2.5582713186740875,0.22818929401394136
P0005,4,0.47646133104960126,0.49574780464172363,1.4293839931488037,0.37662870035399565
P0006,5,0.4359671026468277,0.48321032524108887,1.7438684105873108,0.27029150408734487
P0007,6,0.5007696211338043,0.5676057934761047,2.5038481056690216,0.19295113035556505
P0008,3,0.490573525428772,0.5594052076339722,0.981147050857544,0.5930282980606911
P0009,2,0.44677734375,0.44677734375,0.44677734375,1.0
P0010,6,0.43245325684547425,0.5811221897602081,2.162266284227371,0.28016309648628546
P0011,5,0.38947878777980804,0.44691169261932373,1.5579151511192322,0.3203922995021823
P0012,6,0.510858541727066,0.6383509337902069,2.55429270863533,0.23050957496409225
P0013,1,,,,
P0014,6,0.37404921650886536,0.5043782293796539,1.8702460825443268,0.26284025451658904
P0015,4,0.42797531684239704,0.45441049337387085,1.2839259505271912,0.360775736985
P0016,3,0.5364150851964951,0.5998041331768036,1.0728301703929901,0.5052090233271896
P0017,4,0.31320397059122723,0.38648444414138794,0.9396119117736816,0.38870381967298806
P0018,6,0.3982722043991089,0.508948564529419,1.9913610219955444,0.23877817485053798
P0019,6,0.5552487432956695,0.6401397287845612,2.776243716478348,0.18779465653697078
P0020,6,0.41559021472930907,0.5536839962005615,2.0779510736465454,0.24104406217914778
P0021,5,0.4586290568113327,0.5237363576889038,1.8345162272453308,0.2805330742744632
P0022,5,0.3861995190382004,0.42424285411834717,1.5447980761528015,0.29357168430133707
P0023,7,0.43009061614672345,0.48023027181625366,2.5805436968803406,0.2312575323069374
P0024,5,0.41903865337371826,0.5125358998775482,1.676154613494873,0.21022752649886164
P0025,6,0.5507408201694488,0.6708495020866394,2.7537041008472443,0.1860434450480983
P0026,7,0.47430744270483655,0.5219989120960236,2.845844656229019,0.13229522736459962
P0027,7,0.37795735398928326,0.45471251010894775,2.2677441239356995,0.16139541911852814
P0028,5,0.3489401936531067,0.39695584774017334,1.3957607746124268,0.26173750842337484
P0029,5,0.38952138274908066,0.5096218883991241,1.5580855309963226,0.302562352150197
P0030,3,0.5172547698020935,0.5434520244598389,1.034509539604187,0.6114320308777444
P0031,6,0.3514304757118225,0.3827444314956665,1.7571523785591125,0.2460412905304845
P0032,5,0.4243701249361038,0.5236849784851074,1.6974804997444153,0.26092298826394766
P0033,5,0.3064291179180145,0.39085984230041504,1.225716471672058,0.23079024572422535
P0034,4,0.35825131336847943,0.3907161355018616,1.0747539401054382,0.29190773484379645
P0035,5,0.36660610139369965,0.43843889236450195,1.4664244055747986,0.2868453835966959
P0036,5,0.5021030902862549,0.5381169319152832,2.0084123611450195,0.19538676421777487
P0037,5,0.4743160158395767,0.5329807996749878,1.8972640633583069,0.27729667505466166
P0038,5,0.5036741271615028,0.5637882649898529,2.0146965086460114,0.3705017471599249
P0039,4,0.5944941341876984,0.6256282329559326,1.783482402563095,0.3578133378330522
P0040,4,0.3595593571662903,0.39366835355758667,1.0786780714988708,0.32382463268519496
P0041,6,0.4548298239707947,0.5233199596405029,2.2741491198539734,0.2383452581546663
P0042,6,0.42713245153427126,0.499975323677063,2.135662257671356,0.2239760090204797
P0043,4,0.42497311035792035,0.4564734101295471,1.274919331073761,0.3937396529724239
P0044,7,0.393756240606308,0.4837765693664551,2.362537443637848,0.19528124885759574
P0045,6,0.44876639246940614,0.5658741891384125,2.2438319623470306,0.21556441371818627
P0046,5,0.39279890060424805,0.44992804527282715,1.5711956024169922,0.32613862185420733
P0047,5,0.43322399258613586,0.5065471529960632,1.7328959703445435,0.2183000340176183
P0048,4,0.42689069112141925,0.5280412435531616,1.2806720733642578,0.45852560481859167
P0049,6,0.4653150200843811,0.5705442428588867,2.3265751004219055,0.15533250414714783
