step,chosen_token,chosen_prob,entropy,eff_vocab,top1,top1_prob,top5_words,family,layer,mode,model_id,prompt_key,gen_idx
0,wait,0.00019610609160736203,4.6862640380859375,108,kill,0.10001055151224136,kill|scream|hit|hurt|cry,pythia,base,raw,EleutherAI/pythia-6.9b,anger,0
1,for,0.15807196497917175,2.58541202545166,13,until,0.34526094794273376,until|for|and|till|in,pythia,base,raw,EleutherAI/pythia-6.9b,anger,0
2,dry,2.9436914701364003e-05,3.989570140838623,54,the,0.19929911196231842,the|him|a|her|me,pythia,base,raw,EleutherAI/pythia-6.9b,anger,0
3,land,0.19449763000011444,3.7191269397735596,41,land,0.19449763000011444,land|weather|er|clothes|season,pythia,base,raw,EleutherAI/pythia-6.9b,anger,0
4,and,0.14663225412368774,2.7287650108337402,15,",",0.23068492114543915,",|.|and|to|before",pythia,base,raw,EleutherAI/pythia-6.9b,anger,0
5,shoot,0.01002462673932314,5.494271755218506,243,then,0.10610401630401611,then|kill|take|fight|get,pythia,base,raw,EleutherAI/pythia-6.9b,anger,0
6,Grace,1.161047475761734e-05,3.7955784797668457,44,the,0.18063822388648987,the|him|them|her|me,pythia,base,raw,EleutherAI/pythia-6.9b,anger,0
7,dead,0.03650229796767235,4.406323432922363,81,.,0.1106918677687645,".|in|with|,|and",pythia,base,raw,EleutherAI/pythia-6.9b,anger,0
8,with,0.04284749552607536,2.639901638031006,14,.,0.40022316575050354,".|,|.""|in|with",pythia,base,raw,EleutherAI/pythia-6.9b,anger,0
9,my,0.044849835336208344,2.1083261966705322,8,her,0.3997422456741333,her|a|the|my|one,pythia,base,raw,EleutherAI/pythia-6.9b,anger,0
10,father,0.021145058795809746,4.839993000030518,126,gun,0.17983348667621613,gun|pistol|rifle|shotgun|own,pythia,base,raw,EleutherAI/pythia-6.9b,anger,0
11,'s,0.8989811539649963,0.6944589614868164,2,'s,0.8989811539649963,"'s|’|.|.""|,",pythia,base,raw,EleutherAI/pythia-6.9b,anger,0
12,pistol,0.19292721152305603,3.0215396881103516,20,gun,0.34662744402885437,gun|pistol|rifle|shotgun|rev,pythia,base,raw,EleutherAI/pythia-6.9b,anger,0
13,—,0.007576547097414732,1.8446356058120728,6,.,0.5654137134552002,".|,|.""|.'|and",pythia,base,raw,EleutherAI/pythia-6.9b,anger,0
14,though,0.0054214815609157085,4.186732769012451,65,but,0.1781376749277115,but|and|she|I|or,pythia,base,raw,EleutherAI/pythia-6.9b,anger,0
15,I,0.33259472250938416,3.1110787391662598,22,I,0.33259472250938416,"I|she|that|it|,",pythia,base,raw,EleutherAI/pythia-6.9b,anger,0
16,didn,0.039379045367240906,3.8761425018310547,48,knew,0.14404258131980896,knew|don|doubt|think|'m,pythia,base,raw,EleutherAI/pythia-6.9b,anger,0
17,'t,0.999482274055481,0.005715105216950178,1,'t,0.999482274055481,'t|’|'|´|ít,pythia,base,raw,EleutherAI/pythia-6.9b,anger,0
18,bet,0.00022677004744764417,2.696204900741577,14,think,0.319316029548645,think|know|believe|see|want,pythia,base,raw,EleutherAI/pythia-6.9b,anger,0
19,on,0.24166269600391388,2.7950186729431152,16,on,0.24166269600391388,on|she|that|Grace|against,pythia,base,raw,EleutherAI/pythia-6.9b,anger,0
20,that,0.3567911982536316,2.6232619285583496,13,that,0.3567911982536316,that|her|it|the|Grace,pythia,base,raw,EleutherAI/pythia-6.9b,anger,0
21,",",0.09586111456155777,3.2327373027801514,25,.,0.29758891463279724,".|happening|,|—|.""",pythia,base,raw,EleutherAI/pythia-6.9b,anger,0
22,either,0.3761298656463623,3.2100906372070312,24,either,0.3761298656463623,either|because|not|of|and,pythia,base,raw,EleutherAI/pythia-6.9b,anger,0
23,—,0.09964015334844589,1.2338379621505737,3,.,0.680916965007782,".|,|—|.""|;",pythia,base,raw,EleutherAI/pythia-6.9b,anger,0
24,but,0.4688062369823456,2.2383406162261963,9,but,0.4688062369823456,but|and|she|so|then,pythia,base,raw,EleutherAI/pythia-6.9b,anger,0
