family,layer,mode,model_id,prompt_key,gen_idx,step,chosen_token,chosen_prob,entropy,eff_vocab,top1,top1_prob,top5_words
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,0,__,0.0010276759276166558,4.6175336837768555,101,______,0.14553618431091309,______|____|do|____|__
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,1,her,0.05220907926559448,4.7882466316223145,120,her,0.06756356358528137,her|the|the|.|her
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,2,probably,8.347756761395431e-07,5.467490196228027,236,husband,0.08945034444332123,husband|job|hair|house|fist
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,3,father,0.002449488267302513,6.315003395080566,552,husband,0.10174215584993362,husband|life|boyfriend|innocent|of
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,4,-in,0.07807967811822891,3.586696147918701,36,less,0.17322732508182526,less|.|'s|-in|.
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,5,-law,0.8878078460693359,0.661959171295166,1,-law,0.8878078460693359,-law|law|-|-|-low
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,6,.The,0.00019731716020032763,3.2425618171691895,25,.,0.28387710452079773,".|.|for|to|,"
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,7,phon,0.00040073084528557956,6.162295341491699,474,word,0.09033305943012238,word|best|man|answer|most
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,8,etic,0.24489912390708923,4.301023006439209,73,etic,0.24489912390708923,etic||ew|eme|ograph
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,9,symbol,0.2343679666519165,2.8512885570526123,17,transcription,0.37745630741119385,transcription|symbol|notation|spelling|clue
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,10,for,0.5074553489685059,1.7726389169692993,5,for,0.5074553489685059,for|of|is|should|in
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,11,this,0.015207814052700996,1.7788257598876953,5,the,0.7157792448997498,"the|“|under|""|__"
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,12,blank,0.0893082469701767,1.8138459920883179,6,word,0.6808512806892395,word|blank|under|is|missing
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,13,is,0.7110816836357117,1.3693629503250122,3,is,0.7110816836357117,is|should|could|can|would
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,14,/,0.10010022670030594,3.737632989883423,41,____,0.14116394519805908,____|______|/|[|__
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,15,vid,3.286177889094688e-05,5.520792484283447,249,',0.08763906359672546,'|ˈ|k|d|ə
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,16,z,0.02070442959666252,2.899322509765625,18,/,0.533974289894104,/|/|/|ʒ|/.
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,17,/,0.030794471502304077,3.2086994647979736,24,/,0.35518816113471985,/|/|/.|/|/.
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,18,答案,0.004451093263924122,3.774277925491333,43,A,0.4684361219406128,A|v|visit|div|vi
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,19,是,0.19659949839115143,2.276611089706421,9,：,0.5139397978782654,：|是|:|为|:
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,20,vid,0.013190717436373234,5.783294200897217,324,visit,0.09156171977519989,visit|v|：|vis|A
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,21,。,0.04747221618890762,3.577051877975464,35,z,0.2546352446079254,z|ed|.|。|;
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,22,例如,0.0011932937195524573,4.12462043762207,61,本,0.2965875267982483,本|根据|句|题|考查
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,23,：,0.7845810651779175,1.2374964952468872,3,：,0.7845810651779175,：|，|:|She|The
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,24,＜,7.206078862509457e-06,4.199569225311279,66,She,0.18629397451877594,She|He|I|The|You
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,25,Be,0.0010650561889633536,6.628327369689941,756,vi,0.058150094002485275,vi|vt|英|v|美
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,26,sne,5.668197991326451e-05,5.859685897827148,350,careful,0.08562811464071274,careful|very|angry|on|v
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,27,aky,0.8684593439102173,0.6966126561164856,2,aky,0.8684593439102173,aky|aked|aking|ering|ered
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,28,。,0.003023694269359112,3.661341428756714,38,",",0.13901813328266144,",|and|.|with|＞"
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,29,Che,0.00011951970373047516,5.8046159744262695,331,＞,0.13629047572612762,＞|I|Don|You|Don
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,30,ating,0.20443637669086456,2.260528802871704,9,ek,0.3370586037635803,ek|ating|at|aters|er
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,31,，,0.06299516558647156,3.8725430965423584,48,is,0.18086402118206024,"is|and|。|,|，"
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,32,lying,0.37299591302871704,3.575141429901123,35,lying,0.37299591302871704,lying|and|or|ste|s
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,33,，,0.4295826554298401,2.969104290008545,19,，,0.4295826554298401,，|and|。|or|…
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,34,what,0.001574757625348866,4.876925468444824,131,and,0.1736820638179779,and|ste|or|all|de
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,35,have,0.2935122847557068,3.4205281734466553,30,have,0.2935122847557068,have|ever|else|do|'s
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,36,you,0.9809927344322205,0.1665509045124054,1,you,0.9809927344322205,you|y|I|we|you
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,37,．,0.11410067230463028,3.5967063903808594,36,.,0.16216975450515747,.|。|．|？|，
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,38,＞,0.053240902721881866,4.4014058113098145,81,I,0.21057185530662537,I|You|It|＞|If
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,39,Sh,0.0009913272224366665,5.699230194091797,298,＜,0.05991050973534584,＜|I|“|You|I
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,40,ah,0.0016739123966544867,4.426888465881348,83,ame,0.13506938517093658,ame|ut|all|it|ir
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,41,na,0.014152470976114273,4.666219234466553,106,id,0.2548089921474457,id|ira|in|ru|ed
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,42,watched,0.0030352280009537935,5.62005615234375,275,az,0.07325015217065811,az|was|said|a|，
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,43,these,0.0018826363375410438,4.148024559020996,63,her,0.24370399117469788,her|the|as|him|in
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,44,things,0.07938326150178909,6.182389736175537,484,things,0.07938326150178909,things|people|kids|actions|acts
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,45,happening,0.09126155823469162,3.8547849655151367,47,with,0.16785569489002228,with|happen|happening|and|，
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,46,to,0.14104615151882172,3.069746255874634,21,and,0.17146849632263184,and|to|，|with|around
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,47,her,0.7725253105163574,1.7914140224456787,5,her,0.7725253105163574,her|him|the|people|his
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,48,father,0.13223113119602203,4.334906578063965,76,father,0.13223113119602203,father|husband|family|friends|son
qwen,base,raw,Qwen/Qwen2.5-7B,anger,0,49,and,0.23832036554813385,3.1409547328948975,23,and,0.23832036554813385,and|，|with|．|in
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,0,turn,0.0008998630219139159,4.6175336837768555,101,______,0.14553618431091309,______|____|do|____|__
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,1,the,0.08833333849906921,3.290348768234253,26,and,0.22556708753108978,and|around|her|the|back
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,2,TV,0.006998188327997923,4.9603753089904785,142,car,0.15865707397460938,car|whole|other|table|world
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,3,off,0.36270400881767273,3.1566519737243652,23,off,0.36270400881767273,off|on|______|up|____
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,4,because,0.016955716535449028,3.049898147583008,21,.,0.20981578528881073,".|and|.|．|,"
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,5,it,0.3347277343273163,2.33976411819458,10,it,0.3347277343273163,it|she|the|of|her
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,6,didn,0.016067082062363625,1.7850587368011475,5,was,0.7104048132896423,was|kept|wasn|made|had
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,7,'t,0.8033226132392883,0.604831337928772,1,'t,0.8033226132392883,'t|’t|t|'|\'
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,8,______,0.046499695628881454,3.835862159729004,46,have,0.2019854635000229,have|work|match|show|______
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,9,.,0.013879279606044292,2.321505546569824,10,__,0.3870376646518707,__|her|_|___|what
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,10,A,0.8294464945793152,1.3496356010437012,3,A,0.8294464945793152,A|match|suit|turn|work
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,11,.keep,5.809658614452928e-05,0.22610360383987427,1,.,0.9735158681869507,.|)|:|．|.be
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,12,up,0.25727108120918274,3.0479602813720703,21,up,0.25727108120918274,up|on|her||down
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,13,,0.7717240452766418,0.7805320620536804,2,,0.7717240452766418,|with|her|to|the
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,14,B,0.9973648190498352,0.02555432915687561,1,B,0.9973648190498352,B|C|A|答案|D
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,15,.te,0.0013277999823912978,3.7785205841064453,43,.keep,0.19552941620349884,.keep|.catch|.c|.put|.turn
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,16,ar,0.9599969387054443,0.24704381823539734,1,ar,0.9599969387054443,ar|ach|ase|a|em
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,17,up,0.5864174365997314,1.086520791053772,2,up,0.5864174365997314,up|down|apart|off|
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,18,,0.998195230960846,0.021327106282114983,1,,0.998195230960846,|.|the|with|C
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,19,C,0.9993984699249268,0.006680469494313002,1,C,0.9993984699249268,C|答案|c|D|B
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,20,.,0.00017171002400573343,4.118828296661377,61,.put,0.07973246276378632,.put|.pick|.take|.c|.make
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,21,turn,0.0355510339140892,4.667872428894043,106,hold,0.08528249710798264,hold|put|pick|keep|turn
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,22,up,0.9274343848228455,0.4143826365470886,1,up,0.9274343848228455,up|on|off|down|out
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,23,,0.9948549270629883,0.0525832399725914,1,,0.9948549270629883,|D|.|D|.
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,24,D,0.9767642021179199,0.13252288103103638,1,D,0.9767642021179199,D|答案|C|Answer|d
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,25,.b,0.051641397178173065,3.9558048248291016,52,.put,0.08784498274326324,.put|.|.c|.|.b
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,26,ring,0.8293237686157227,0.6854632496833801,1,ring,0.8293237686157227,ring|urn|low|right|reak
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,27,up,0.9911174774169922,0.07827967405319214,1,up,0.9911174774169922,up|out|in||about
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,28,,0.9924771189689636,0.07291204482316971,1,,0.9924771189689636,|.||.|
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,29,Answer,0.5449309945106506,0.7852188348770142,2,Answer,0.5449309945106506,Answer|答案|E|A|C
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,30,:,0.4211358428001404,1.0954338312149048,2,:,0.4211358428001404,:|:|:|:|:
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,31,C,0.8680513501167297,0.5898042321205139,1,C,0.8680513501167297,C|A|D|B|The
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,32,,0.9200116991996765,0.5239679217338562,1,,0.9200116991996765,|.|The|This|turn
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,33,By,0.0017486466094851494,4.242231845855713,69,The,0.20853190124034882,The|Which|In|When|What
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,34,scrolling,2.1541936803259887e-05,4.319896697998047,75,the,0.23812438547611237,"the|saying||""|using"
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,35,on,0.005391936749219894,2.2308578491210938,9,through,0.37214353680610657,through|the|down|up|with
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,36,the,0.8213139176368713,0.9015297293663025,2,the,0.8213139176368713,the|a|your|an|this
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,37,display,0.01425900124013424,5.846500396728516,346,touch,0.06193827465176582,touch|screen|mouse|touchscreen|page
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,38,unit,0.008191517554223537,2.771113395690918,15,screen,0.3221360743045807,"screen|,|of|panel|with"
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,39,",",0.444534569978714,2.370743751525879,10,",",0.444534569978714,",|(|with|of|'s"
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,40,which,0.1009741872549057,2.826610803604126,16,you,0.30145323276519775,you|the|which|what|one
qwen,base,raw,Qwen/Qwen2.5-7B,anger,1,41,of,0.5295687913894653,2.7259387969970703,15,of,0.5295687913894653,of|page|pages|parameters|type
