family,layer,model_id,prompt_key,gen_idx,step,chosen_token,chosen_prob,entropy,eff_vocab,top1,top1_prob,top5_words
llama,base,meta-llama/Llama-3.1-8B,anger,0,0,,0.0016985333058983088,4.641249656677246,104,kill,0.1381310224533081,kill|hit|cry|scream|punch
llama,base,meta-llama/Llama-3.1-8B,anger,0,1,WR,3.5283104807604104e-05,6.200453281402588,146,She,0.10641725361347198,She|kill|throw|I|The
llama,base,meta-llama/Llama-3.1-8B,anger,0,2,YYYY,0.00013966410188004375,2.9620847702026367,43,ITT,0.260534405708313,ITT|ITER|IT|ONG|AP
llama,base,meta-llama/Llama-3.1-8B,anger,0,3,YYYY,0.44356682896614075,2.3964686393737793,32,YYYY,0.44356682896614075,YYYY|Y|YY|YYY|!
llama,base,meta-llama/Llama-3.1-8B,anger,0,4,YYYY,0.5534086227416992,1.95353364944458,23,YYYY,0.5534086227416992,YYYY|Y|YY|YYY|
llama,base,meta-llama/Llama-3.1-8B,anger,0,5,YYYY,0.621417224407196,1.7093113660812378,22,YYYY,0.621417224407196,YYYY|Y|YY|YYY|
llama,base,meta-llama/Llama-3.1-8B,anger,0,6,YYYY,0.6880395412445068,1.4497721195220947,20,YYYY,0.6880395412445068,YYYY|Y|YY|YYY|
llama,base,meta-llama/Llama-3.1-8B,anger,0,7,YYYY,0.7263918519020081,1.299144983291626,17,YYYY,0.7263918519020081,YYYY|Y|YY|YYY|
llama,base,meta-llama/Llama-3.1-8B,anger,0,8,YYYY,0.7290907502174377,1.2995795011520386,17,YYYY,0.7290907502174377,YYYY|Y|YY|YYY|
llama,base,meta-llama/Llama-3.1-8B,anger,0,9,YYYY,0.7555892467498779,1.2201007604599,15,YYYY,0.7555892467498779,YYYY|Y|YY|YYY|
llama,base,meta-llama/Llama-3.1-8B,anger,0,10,YYYY,0.7907254099845886,1.0863980054855347,15,YYYY,0.7907254099845886,YYYY|Y|YY|YYY|
llama,base,meta-llama/Llama-3.1-8B,anger,0,11,YYYY,0.8139851093292236,0.9803454875946045,14,YYYY,0.8139851093292236,YYYY|Y|YY|YYY|
llama,base,meta-llama/Llama-3.1-8B,anger,0,12,YYYY,0.8373619318008423,0.8772566914558411,12,YYYY,0.8373619318008423,YYYY|Y|YY|YYY|
llama,base,meta-llama/Llama-3.1-8B,anger,0,13,YYYY,0.8622493147850037,0.7749840021133423,10,YYYY,0.8622493147850037,YYYY|Y|YY|YYY|
llama,base,meta-llama/Llama-3.1-8B,anger,0,14,YYYY,0.8800302743911743,0.6961179971694946,10,YYYY,0.8800302743911743,YYYY|Y|YY|YYY|
llama,base,meta-llama/Llama-3.1-8B,anger,0,15,YYYY,0.8864449858665466,0.6697432398796082,10,YYYY,0.8864449858665466,YYYY|Y|YY||YYY
llama,base,meta-llama/Llama-3.1-8B,anger,0,16,YYYY,0.8946878910064697,0.6301016211509705,10,YYYY,0.8946878910064697,YYYY|Y||YY|YYY
llama,base,meta-llama/Llama-3.1-8B,anger,0,17,YYYY,0.8920214176177979,0.63638836145401,10,YYYY,0.8920214176177979,YYYY|Y||YY|YYY
llama,base,meta-llama/Llama-3.1-8B,anger,0,18,YYYY,0.8804956674575806,0.6719856858253479,10,YYYY,0.8804956674575806,YYYY|Y||YY|YYY
llama,base,meta-llama/Llama-3.1-8B,anger,0,19,YYYY,0.8675161600112915,0.7277339100837708,10,YYYY,0.8675161600112915,YYYY|Y||YY|YYY
llama,base,meta-llama/Llama-3.1-8B,anger,0,20,YYYY,0.8689156174659729,0.733204185962677,10,YYYY,0.8689156174659729,YYYY|Y||YY|YYY
llama,base,meta-llama/Llama-3.1-8B,anger,0,21,YYYY,0.8737654685974121,0.7154819369316101,10,YYYY,0.8737654685974121,YYYY||Y|YY|YYY
llama,base,meta-llama/Llama-3.1-8B,anger,0,22,YYYY,0.8895320296287537,0.643444299697876,10,YYYY,0.8895320296287537,YYYY||Y|YY|YYY
llama,base,meta-llama/Llama-3.1-8B,anger,0,23,YYYY,0.9070366621017456,0.552287220954895,7,YYYY,0.9070366621017456,YYYY||Y|YY|YYY
llama,base,meta-llama/Llama-3.1-8B,anger,0,24,YYYY,0.9167675375938416,0.49269071221351624,5,YYYY,0.9167675375938416,YYYY||Y|YY|YYY
llama,base,meta-llama/Llama-3.1-8B,anger,0,25,YYYY,0.9131767749786377,0.5126927495002747,5,YYYY,0.9131767749786377,YYYY|Y||YY|YYY
llama,base,meta-llama/Llama-3.1-8B,anger,0,26,YYYY,0.906557559967041,0.5584921836853027,6,YYYY,0.906557559967041,YYYY||Y|YY|YYY
llama,base,meta-llama/Llama-3.1-8B,anger,0,27,YYYY,0.9049663543701172,0.5743517279624939,8,YYYY,0.9049663543701172,YYYY||Y|YY|YYY
llama,base,meta-llama/Llama-3.1-8B,anger,0,28,YYYY,0.9124618768692017,0.5330416560173035,7,YYYY,0.9124618768692017,YYYY||Y|YY|YYY
llama,base,meta-llama/Llama-3.1-8B,anger,0,29,YYYY,0.9191712737083435,0.49291539192199707,6,YYYY,0.9191712737083435,YYYY||Y|YY|YYY
llama,base,meta-llama/Llama-3.1-8B,anger,0,30,YYYY,0.9218760132789612,0.46893706917762756,6,YYYY,0.9218760132789612,YYYY||Y|YY|YYY
llama,base,meta-llama/Llama-3.1-8B,anger,0,31,YYYY,0.9164896011352539,0.4907827377319336,6,YYYY,0.9164896011352539,YYYY||Y|YY|YYY
llama,base,meta-llama/Llama-3.1-8B,anger,0,32,YYYY,0.9172253012657166,0.49741801619529724,6,YYYY,0.9172253012657166,YYYY||Y|YY|YYY
llama,base,meta-llama/Llama-3.1-8B,anger,0,33,YY,0.011409187689423561,0.4947946071624756,6,YYYY,0.9206169247627258,YYYY||Y|YY|YYY
llama,base,meta-llama/Llama-3.1-8B,anger,0,34,,0.5071437358856201,3.1703336238861084,49,,0.5071437358856201,|!!!!!!!!|!|!!!!|YYYY
llama,base,meta-llama/Llama-3.1-8B,anger,0,35,Yeah,0.003458498977124691,6.404953479766846,132,She,0.0637454092502594,She|I|WR|But|And
llama,base,meta-llama/Llama-3.1-8B,anger,0,36,BUT,5.17403386766091e-05,3.4538846015930176,60,",",0.39078983664512634,",|I|.|she|..."
llama,base,meta-llama/Llama-3.1-8B,anger,0,37,WHAT,0.020673707127571106,5.460067272186279,148,I,0.06673554331064224,I|she|T|TT|SHE
llama,base,meta-llama/Llama-3.1-8B,anger,0,38,ELSE,0.0058020856231451035,3.3269355297088623,53,ABOUT,0.2246328890323639,ABOUT|IF|DID|HAPP|THE
llama,base,meta-llama/Llama-3.1-8B,anger,0,39,IS,0.13626305758953094,3.478015422821045,60,IS,0.13626305758953094,IS|CAN|DID|CO|DO
