family,pair,pos,pos_name,js_to_A,js_to_B,js_to_mean,ratio,pole_bias
amber,love/hate,0,BASE,0.18700453639030457,0.10010817646980286,0.05935393273830414,0.592897951309781,0.08689635992050171
amber,love/hate,1,SFT,0.17400124669075012,0.2011106014251709,0.11127959191799164,0.6395333024007996,-0.027109354734420776
amber,love/hate,2,ALIGNED,0.24586088955402374,0.2194250375032425,0.18156298995018005,0.8274488272446897,0.02643585205078125
amber,trust/fear,0,BASE,0.02901485562324524,0.06831206381320953,0.022902317345142365,0.7893307360383411,-0.039297208189964294
amber,trust/fear,1,SFT,0.0623883418738842,0.10875123739242554,0.04270746558904648,0.6845424049797331,-0.046362895518541336
amber,trust/fear,2,ALIGNED,0.11812356859445572,0.1666373610496521,0.08058445155620575,0.6822046820551956,-0.04851379245519638
amber,beautiful/disgusting,0,BASE,0.0455174520611763,0.161458358168602,0.04564159736037254,1.0027274219793627,-0.11594090610742569
amber,beautiful/disgusting,1,SFT,0.07008820027112961,0.3619128167629242,0.13225853443145752,1.8870299696643347,-0.2918246164917946
amber,beautiful/disgusting,2,ALIGNED,0.16999763250350952,0.48379820585250854,0.2499312460422516,1.4702042749747817,-0.313800573348999
amber,desire/disgust,0,BASE,0.09110026806592941,0.0704040676355362,0.04052449017763138,0.5755987052824316,0.02069620043039322
amber,desire/disgust,1,SFT,0.1918502151966095,0.12514176964759827,0.09908458590507507,0.7917786857585541,0.06670844554901123
amber,desire/disgust,2,ALIGNED,0.3366132378578186,0.14773228764533997,0.17241176962852478,1.1670554377553044,0.18888095021247864
amber,obey/rebel,0,BASE,0.05810164660215378,0.0749792605638504,0.03488563001155853,0.6004241196542156,-0.016877613961696625
amber,obey/rebel,1,SFT,0.06350276619195938,0.16197699308395386,0.0742124542593956,1.1686491582911904,-0.09847422689199448
amber,obey/rebel,2,ALIGNED,0.11168321967124939,0.17726300656795502,0.07953530550003052,0.7121509008618355,-0.06557978689670563
amber,sacred/profane,0,BASE,0.05115839093923569,0.10808785259723663,0.03571070730686188,0.6980420347715377,-0.056929461658000946
amber,sacred/profane,1,SFT,0.08495617657899857,0.20360597968101501,0.07813869416713715,0.9197529516229815,-0.11864980310201645
amber,sacred/profane,2,ALIGNED,0.09263502061367035,0.21766631305217743,0.10719352215528488,1.157159802471789,-0.12503129243850708
amber,man/woman,0,BASE,0.015791507437825203,0.01582031324505806,0.012718157842755318,0.8053795936093897,-2.880580723285675e-05
amber,man/woman,1,SFT,0.03494484722614288,0.03384814411401749,0.028252067044377327,0.8346710812034547,0.0010967031121253967
amber,man/woman,2,ALIGNED,0.12601247429847717,0.14274132251739502,0.12388835847377777,0.9831436067220761,-0.016728848218917847
amber,human/animal,0,BASE,0.02601228468120098,0.10807494819164276,0.0352257639169693,1.3541972321418918,-0.08206266351044178
amber,human/animal,1,SFT,0.027298782020807266,0.09192624688148499,0.03144574910402298,1.151910333583926,-0.06462746486067772
amber,human/animal,2,ALIGNED,0.06423038244247437,0.09000734984874725,0.05701368302106857,0.8876435240305603,-0.025776967406272888
amber,pleasure/pain,0,BASE,0.0422273650765419,0.1848147213459015,0.05400531738996506,1.2789175287653938,-0.1425873562693596
amber,pleasure/pain,1,SFT,0.09366097301244736,0.34992966055870056,0.12362457811832428,1.3199155864192744,-0.2562686875462532
amber,pleasure/pain,2,ALIGNED,0.22086462378501892,0.2922899127006531,0.13701963424682617,0.6203783652568814,-0.07142528891563416
amber,create/destroy,0,BASE,0.11664846539497375,0.1801423877477646,0.09504374861717224,0.8147878182139168,-0.06349392235279083
amber,create/destroy,1,SFT,0.21257296204566956,0.2361198365688324,0.16057166457176208,0.7553720051060143,-0.023546874523162842
amber,create/destroy,2,ALIGNED,0.29562413692474365,0.35718512535095215,0.2526615858078003,0.8546717072433087,-0.061560988426208496
amber,free/captive,0,BASE,0.08397391438484192,0.10908621549606323,0.08728520572185516,1.0394323804156373,-0.025112301111221313
amber,free/captive,1,SFT,0.1005333811044693,0.11215247213840485,0.09676926583051682,0.9625585528647346,-0.011619091033935547
amber,free/captive,2,ALIGNED,0.20544958114624023,0.25849300622940063,0.22059698402881622,1.0737280786753902,-0.0530434250831604
amber,innocent/guilty,0,BASE,0.03312253952026367,0.062129054218530655,0.03487638384103775,1.0529501767127822,-0.029006514698266983
amber,innocent/guilty,1,SFT,0.07918847352266312,0.11893907189369202,0.08167761564254761,1.0314331367831218,-0.0397505983710289
amber,innocent/guilty,2,ALIGNED,0.13147950172424316,0.1357489973306656,0.11219768226146698,0.8533473339196503,-0.004269495606422424
amber,rational/irrational,0,BASE,0.04081808030605316,0.06972901523113251,0.048477716743946075,1.1876530297471393,-0.028910934925079346
amber,rational/irrational,1,SFT,0.05573248490691185,0.13507655262947083,0.07658101618289948,1.3740822127491759,-0.07934406772255898
amber,rational/irrational,2,ALIGNED,0.09095332771539688,0.1893232762813568,0.1216202974319458,1.3371725970544948,-0.09836994856595993
amber,faithful/unfaithful,0,BASE,0.061562053859233856,0.04231458902359009,0.028079746291041374,0.6635949193642673,0.01924746483564377
amber,faithful/unfaithful,1,SFT,0.07002433389425278,0.08518882840871811,0.04323115199804306,0.6173732700310804,-0.015164494514465332
amber,faithful/unfaithful,2,ALIGNED,0.14511778950691223,0.061620891094207764,0.06772913038730621,1.0991261110417894,0.08349689841270447
amber,rich/poor,0,BASE,0.05419667810201645,0.0871434211730957,0.045457884669303894,0.8387577663659903,-0.032946743071079254
amber,rich/poor,1,SFT,0.09444418549537659,0.12100975960493088,0.07428842037916183,0.78658543127357,-0.02656557410955429
amber,rich/poor,2,ALIGNED,0.19592013955116272,0.18986240029335022,0.14738278090953827,0.7762610220971711,0.0060577392578125
deepseek-7b,love/hate,0,BASE,0.2633056044578552,0.10449652373790741,0.10369858145713806,0.9923639346819737,0.15880908071994781
deepseek-7b,love/hate,2,ALIGNED,0.27070486545562744,0.14993101358413696,0.135633647441864,0.9046403689237406,0.12077385187149048
deepseek-7b,trust/fear,0,BASE,0.05204906314611435,0.0634600818157196,0.02856064960360527,0.548725526978816,-0.011411018669605255
deepseek-7b,trust/fear,2,ALIGNED,0.05876103788614273,0.07253885269165039,0.035651326179504395,0.6067170945581926,-0.01377781480550766
deepseek-7b,beautiful/disgusting,0,BASE,0.08356068283319473,0.1288086175918579,0.03283672779798508,0.3929686388936567,-0.04524793475866318
deepseek-7b,beautiful/disgusting,2,ALIGNED,0.10617965459823608,0.15619876980781555,0.04855359345674515,0.45727774911740715,-0.05001911520957947
deepseek-7b,desire/disgust,0,BASE,0.14749056100845337,0.04780225455760956,0.05095178261399269,1.0658866006536876,0.09968830645084381
deepseek-7b,desire/disgust,2,ALIGNED,0.17572912573814392,0.06488156318664551,0.06940670311450958,1.0697446193589164,0.11084756255149841
deepseek-7b,obey/rebel,0,BASE,0.07172995805740356,0.07179109752178192,0.03180237114429474,0.4433624667512583,-6.113946437835693e-05
deepseek-7b,obey/rebel,2,ALIGNED,0.09033120423555374,0.06554172188043594,0.033128757029771805,0.5054605841788338,0.024789482355117798
deepseek-7b,sacred/profane,0,BASE,0.1822570115327835,0.2463378757238388,0.16417784988880157,0.9008040267316139,-0.0640808641910553
deepseek-7b,sacred/profane,2,ALIGNED,0.30738523602485657,0.3915223479270935,0.32238978147506714,1.0488134877401765,-0.08413711190223694
deepseek-7b,man/woman,0,BASE,0.03272151201963425,0.01685173436999321,0.019769806414842606,1.1731615263319968,0.015869777649641037
deepseek-7b,man/woman,2,ALIGNED,0.03706948459148407,0.020238984376192093,0.021040240302681923,1.0395897299783667,0.016830500215291977
deepseek-7b,human/animal,0,BASE,0.04476841911673546,0.06365411728620529,0.01713729463517666,0.3827987445902539,-0.018885698169469833
deepseek-7b,human/animal,2,ALIGNED,0.07135705649852753,0.057215750217437744,0.023354142904281616,0.4081768187173736,0.014141306281089783
deepseek-7b,pleasure/pain,0,BASE,0.06997974961996078,0.15723370015621185,0.04763563349843025,0.6807059721865999,-0.08725395053625107
deepseek-7b,pleasure/pain,2,ALIGNED,0.09293858706951141,0.16587309539318085,0.05484122782945633,0.5900802837516672,-0.07293450832366943
deepseek-7b,create/destroy,0,BASE,0.1435636729001999,0.10044807195663452,0.0678100511431694,0.6750756865940083,0.04311560094356537
deepseek-7b,create/destroy,2,ALIGNED,0.15376225113868713,0.10416877269744873,0.07720645517110825,0.7411669848059865,0.0495934784412384
deepseek-7b,free/captive,0,BASE,0.10389372706413269,0.061544161289930344,0.069644995033741,1.1316263569771985,0.04234956577420235
deepseek-7b,free/captive,2,ALIGNED,0.10862067341804504,0.06947164237499237,0.07306328415870667,1.0516993936076453,0.03914903104305267
deepseek-7b,innocent/guilty,0,BASE,0.052535057067871094,0.12088119238615036,0.07046759128570557,1.3413441465318496,-0.06834613531827927
deepseek-7b,innocent/guilty,2,ALIGNED,0.06754110753536224,0.13151785731315613,0.07845757156610489,1.1616269621434199,-0.06397674977779388
deepseek-7b,rational/irrational,0,BASE,0.06500112265348434,0.08575696498155594,0.05731769651174545,0.8817954855534018,-0.020755842328071594
deepseek-7b,rational/irrational,2,ALIGNED,0.05855138972401619,0.08678506314754486,0.05216190218925476,0.8908738534665278,-0.02823367342352867
deepseek-7b,faithful/unfaithful,0,BASE,0.06326061487197876,0.06575590372085571,0.04097218066453934,0.6476728173991861,-0.002495288848876953
deepseek-7b,faithful/unfaithful,2,ALIGNED,0.0984356701374054,0.07043740153312683,0.05742093175649643,0.8152051396940199,0.027998268604278564
deepseek-7b,rich/poor,0,BASE,0.07968007028102875,0.09435921907424927,0.04837353900074959,0.6070970925369148,-0.01467914879322052
deepseek-7b,rich/poor,2,ALIGNED,0.08555552363395691,0.12490849196910858,0.05848041549324989,0.6835375789815057,-0.03935296833515167
llama,love/hate,0,BASE,0.228365957736969,0.12862490117549896,0.09399127960205078,0.7307393727269558,0.09974105656147003
llama,love/hate,2,ALIGNED,0.27335554361343384,0.16259193420410156,0.15468381345272064,0.9513621583377324,0.11076360940933228
llama,trust/fear,0,BASE,0.06552012264728546,0.06202962249517441,0.021724432706832886,0.3502267438194217,0.0034905001521110535
llama,trust/fear,2,ALIGNED,0.15106597542762756,0.0253760926425457,0.04033990949392319,1.5896816764567239,0.12568988278508186
llama,beautiful/disgusting,0,BASE,0.07482190430164337,0.16108395159244537,0.07785220444202423,1.040500173961949,-0.086262047290802
llama,beautiful/disgusting,2,ALIGNED,0.10389085114002228,0.22571811079978943,0.118997722864151,1.1454109920012874,-0.12182725965976715
llama,desire/disgust,0,BASE,0.14848539233207703,0.07265479862689972,0.06152183189988136,0.8467690099288708,0.07583059370517731
llama,desire/disgust,2,ALIGNED,0.1484919637441635,0.05540451779961586,0.04255884140729904,0.7681474922536754,0.09308744594454765
llama,obey/rebel,0,BASE,0.09241804480552673,0.06807862222194672,0.03887762501835823,0.5710695038981728,0.024339422583580017
llama,obey/rebel,2,ALIGNED,0.10981336236000061,0.04569879174232483,0.031532738357782364,0.6900125179584935,0.06411457061767578
llama,sacred/profane,0,BASE,0.14422369003295898,0.1518857181072235,0.09358491003513336,0.6488872252106898,-0.007662028074264526
llama,sacred/profane,2,ALIGNED,0.1130346730351448,0.15004852414131165,0.0859692320227623,0.760556294049992,-0.03701385110616684
llama,man/woman,0,BASE,0.07529322803020477,0.06402984261512756,0.06618097424507141,1.0335957663190574,0.01126338541507721
llama,man/woman,2,ALIGNED,0.07442660629749298,0.06609952449798584,0.06673932820558548,1.009679399548769,0.008327081799507141
llama,human/animal,0,BASE,0.025676582008600235,0.12236079573631287,0.04021598398685455,1.5662514571987978,-0.09668421372771263
llama,human/animal,2,ALIGNED,0.03582330048084259,0.07473410665988922,0.025399968028068542,0.7090348373023813,-0.03891080617904663
llama,pleasure/pain,0,BASE,0.03604459762573242,0.16940619051456451,0.04450830817222595,1.2348121800214311,-0.1333615928888321
llama,pleasure/pain,2,ALIGNED,0.06570658832788467,0.14639747142791748,0.051480673253536224,0.7834933233276513,-0.0806908831000328
llama,create/destroy,0,BASE,0.09759409725666046,0.13521689176559448,0.063913993537426,0.6548960985759217,-0.03762279450893402
llama,create/destroy,2,ALIGNED,0.0705501064658165,0.16038259863853455,0.06069624051451683,0.8603281207509709,-0.08983249217271805
llama,free/captive,0,BASE,0.07850854098796844,0.08136715739965439,0.06679405272006989,0.8507870848129273,-0.0028586164116859436
llama,free/captive,2,ALIGNED,0.05938483774662018,0.08070756494998932,0.0490439347922802,0.8258662758587982,-0.02132272720336914
llama,innocent/guilty,0,BASE,0.06699095666408539,0.09351502358913422,0.06915776431560516,1.032344778450991,-0.026524066925048828
llama,innocent/guilty,2,ALIGNED,0.11196060478687286,0.10838295519351959,0.09704481065273285,0.8953881214943595,0.0035776495933532715
llama,rational/irrational,0,BASE,0.06738494336605072,0.0742960274219513,0.056264542043209076,0.834972016486932,-0.006911084055900574
llama,rational/irrational,2,ALIGNED,0.06493087112903595,0.08191476762294769,0.06052779406309128,0.9321882335877719,-0.016983896493911743
llama,faithful/unfaithful,0,BASE,0.06563882529735565,0.04447377473115921,0.02430438995361328,0.5464881292521623,0.02116505056619644
llama,faithful/unfaithful,2,ALIGNED,0.06384289264678955,0.06163223087787628,0.037868306040763855,0.6144237438978896,0.002210661768913269
llama,rich/poor,0,BASE,0.07775405049324036,0.08324506878852844,0.041876062750816345,0.5385708202360068,-0.005491018295288086
llama,rich/poor,2,ALIGNED,0.1075919046998024,0.09367895126342773,0.05325417220592499,0.5684753243679342,0.013912953436374664
olmo,love/hate,0,BASE,0.25234341621398926,0.14041127264499664,0.12081949412822723,0.8604686208755937,0.11193214356899261
olmo,love/hate,1,SFT,0.37116944789886475,0.2768704295158386,0.25110238790512085,0.9069310447642308,0.09429901838302612
olmo,love/hate,2,ALIGNED,0.4372642934322357,0.3566995859146118,0.3251396417617798,0.9115223414910636,0.0805647075176239
olmo,trust/fear,0,BASE,0.06522296369075775,0.07131601870059967,0.034535348415374756,0.529496767106713,-0.006093055009841919
olmo,trust/fear,1,SFT,0.22655542194843292,0.14981946349143982,0.12863516807556152,0.8586011795651057,0.0767359584569931
olmo,trust/fear,2,ALIGNED,0.3339860737323761,0.20705808699131012,0.19870316982269287,0.9596494042323115,0.12692798674106598
olmo,beautiful/disgusting,0,BASE,0.07990241795778275,0.18375317752361298,0.06699328124523163,0.838438722600713,-0.10385075956583023
olmo,beautiful/disgusting,1,SFT,0.16355253756046295,0.3227369487285614,0.17901641130447388,1.0945498857716847,-0.15918441116809845
olmo,beautiful/disgusting,2,ALIGNED,0.25844767689704895,0.4456983208656311,0.2914038896560669,1.1275159953252196,-0.18725064396858215
olmo,desire/disgust,0,BASE,0.11097481846809387,0.16355130076408386,0.08616362512111664,0.7764250152469441,-0.05257648229598999
