code,model,fluency,genre,inwardness,content_realization,impulse_containment,affect_location,conflict_location,intensity_trajectory,tact,closure,frame_integrity,scene_displacement,register,binding,subject_stability,cast_size,notes
S01,gpt-4o,4,literary_fiction,2,realized,by_character,named_emotion,intrapsychic,sustains,absent,none,intact,none,elevated,3,stable,one,
S02,gpt-4o,5,literary_fiction,2,alluded,by_character,reflective,intrapsychic,de_escalates,absent,none,intact,none,neutral,4,stable,one,
S03,gpt-4o,3,fragment,1,alluded,none,somatic_enacted,interpersonal,escalates,absent,none,intact,none,neutral,1,unanchored,three_plus,
S04,gpt-4o,5,genre_fiction,1,alluded,by_scene_change,somatic_enacted,interpersonal,defused_averted,absent,none,intact,re_registered,neutral,3,stable,three_plus,
S05,gpt-4o,5,advice_or_essay,2,realized,by_character,reflective,intrapsychic,de_escalates,absent,none,intact,none,neutral,3,stable,one,
S06,gpt-4o,3,fragment,1,realized,none,named_emotion,interpersonal,escalates,absent,none,intact,none,demotic,1,minor_drift,two,
S07,gpt-4o,4,advice_or_essay,1,alluded,by_narrator,reflective,intrapsychic,defused_averted,present,rounded_moralized,narrator_intrusion,re_registered,neutral,3,stable,one,
S08,gpt-4o,3,list_or_qa,0,absent,none,none,none,defused_averted,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,
S09,gpt-4o,2,fragment,0,absent,none,none,none,defused_averted,absent,none,genre_rupture,re_registered,demotic,1,unanchored,three_plus,
S10,gpt-4o,4,genre_fiction,0,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,none,neutral,3,stable,three_plus,
S11,gpt-4o,5,genre_fiction,1,realized,none,none,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,one,
