word,count,total_tokens
the,534205,10950115
to,306510,10950115
a,254416,10950115
you,235452,10950115
is,173190,10950115
and,172104,10950115
of,161742,10950115
in,151206,10950115
it,149449,10950115
that,129871,10950115
i,111509,10950115
for,107431,10950115
this,107104,10950115
gt,93501,10950115
lt,81027,10950115
if,80829,10950115
be,77271,10950115
your,74801,10950115
can,72470,10950115
as,72355,10950115
with,68458,10950115
on,67685,10950115
s,66581,10950115
t,59408,10950115
are,58710,10950115
not,57344,10950115
have,55312,10950115
use,51927,10950115
or,51511,10950115
an,46899,10950115
but,46798,10950115
will,44782,10950115
from,43901,10950115
do,38418,10950115
so,34096,10950115
code,33646,10950115
using,33216,10950115
by,33189,10950115
then,32867,10950115
there,31509,10950115
which,30690,10950115
all,29694,10950115
like,29588,10950115
at,29523,10950115
new,27674,10950115
one,27373,10950115
would,26644,10950115
need,25610,10950115
file,25589,10950115
what,25099,10950115
when,25085,10950115
just,24704,10950115
c,24121,10950115
some,23561,10950115
more,22923,10950115
get,22921,10950115
data,22666,10950115
want,22435,10950115
should,22414,10950115
also,21389,10950115
has,20751,10950115
only,20255,10950115
string,19788,10950115
value,19267,10950115
here,19037,10950115
name,18996,10950115
set,18952,10950115
other,18818,10950115
re,18763,10950115
return,18677,10950115
class,18668,10950115
out,18311,10950115
they,18176,10950115
http,18152,10950115
into,18142,10950115
don,17959,10950115
way,17926,10950115
any,17865,10950115
no,17461,10950115
type,17299,10950115
my,17122,10950115
time,16907,10950115
object,16889,10950115
function,16618,10950115
could,16563,10950115
system,16493,10950115
example,16217,10950115
up,16197,10950115
make,15426,10950115
server,15389,10950115
see,15193,10950115
where,15137,10950115
work,14959,10950115
add,14895,10950115
com,14746,10950115
about,14716,10950115
x,14641,10950115
how,14480,10950115
same,14424,10950115
than,14334,10950115
was,14200,10950115
method,14168,10950115
may,13706,10950115
end,13693,10950115
net,13674,10950115
them,13616,10950115
we,13497,10950115
used,13469,10950115
first,13304,10950115
create,13154,10950115
something,13053,10950115
user,12997,10950115
d,12894,10950115
application,12841,10950115
quot,12836,10950115
e,12597,10950115
select,12306,10950115
amp,12210,10950115
each,12203,10950115
because,11958,10950115
int,11856,10950115
does,11832,10950115
list,11716,10950115
id,11628,10950115
text,11620,10950115
try,11594,10950115
might,11484,10950115
case,11304,10950115
table,11122,10950115
m,11095,10950115
think,11064,10950115
page,10651,10950115
very,10625,10950115
files,10555,10950115
problem,10507,10950115
good,10503,10950115
test,10322,10950115
web,10135,10950115
call,10098,10950115
ve,10000,10950115
look,9922,10950115
run,9800,10950115
well,9667,10950115
different,9632,10950115
two,9628,10950115
find,9592,10950115
version,9587,10950115
these,9546,10950115
ll,9485,10950115
know,9471,10950115
html,9348,10950115
really,9336,10950115
b,9245,10950115
database,9203,10950115
sql,9202,10950115
sure,9073,10950115
its,9071,10950115
windows,9028,10950115
most,9008,10950115
even,8947,10950115
now,8938,10950115
