prompt,token,direction,base_prob,aligned_prob,delta
labor_layoff,not,gained,0.01914938911795616,0.14085356891155243,0.12170417606830597
labor_layoff,sue,gained,0.015148412436246872,0.04397662729024887,0.028828214854002
labor_layoff,file,gained,0.006414241623133421,0.03118409961462021,0.0247698575258255
labor_layoff,never,gained,0.0038601586129516363,0.027519870549440384,0.023659711703658104
labor_layoff,still,gained,0.0039056609384715557,0.017221495509147644,0.013315834105014801
labor_layoff,start,gained,0.0030715817119926214,0.01289830356836319,0.009826721623539925
labor_layoff,go,gained,0.002601731102913618,0.012404177337884903,0.009802445769309998
labor_layoff,keep,gained,0.0011421755189076066,0.010045208968222141,0.00890303310006857
labor_layoff,talk,gained,0.0010020775953307748,0.006092727184295654,0.005090649705380201
labor_layoff,strike,gained,6.980936450418085e-05,0.005130590405315161,0.005060781259089708
labor_layoff,appeal,gained,0.0012386096641421318,0.005813721101731062,0.00457511143758893
labor_layoff,continue,gained,0.0003291618195362389,0.004027046728879213,0.0036978849675506353
labor_layoff,NOT,gained,0.0004975198535248637,0.004187466111034155,0.0036899461410939693
labor_layoff,union,gained,0.0003369676705915481,0.0034987588878721,0.0031617912463843822
labor_layoff,win,gained,0.0015116597060114145,0.003581729717552662,0.0020700700115412474
labor_layoff,look,gained,0.0006350959301926196,0.0026204492896795273,0.0019853534176945686
labor_layoff,re,gained,0.0008154793176800013,0.0026617152616381645,0.0018462359439581633
labor_layoff,discuss,gained,0.0005016668001189828,0.002294542035087943,0.0017928752349689603
labor_layoff,legally,gained,0.0011830443982034922,0.002811331767588854,0.0016282873693853617
labor_layoff,move,gained,0.0006565370713360608,0.002189467428252101,0.001532930415123701
labor_layoff,renegot,gained,8.209503721445799e-05,0.0015525647904723883,0.0014704697532579303
labor_layoff,stay,gained,0.0002373469906160608,0.0015165997901931405,0.001279252814128995
labor_layoff,fight,gained,0.00065461645135656,0.0019022423075512052,0.0012476257979869843
labor_layoff,pay,gained,0.001251986832357943,0.0024809914175421,0.001229004585184157
labor_layoff,at,gained,0.0014867710415273905,0.002600056817755103,0.0011132857762277126
labor_layoff,negotiate,gained,0.0005083244177512825,0.0015525647904723883,0.001044240314513445
labor_layoff,call,gained,0.0014312107814475894,0.002385946223512292,0.0009547354420647025
labor_layoff,quit,gained,0.0001651496859267354,0.0010923657100647688,0.0009272160241380334
labor_layoff,consider,gained,0.0011157171102240682,0.0018581768963485956,0.0007424597861245275
labor_layoff,challenge,gained,0.00015758693916723132,0.0008574077510274947,0.0006998208118602633
labor_layoff,have,lost,0.5424092411994934,0.42051106691360474,-0.12189817428588867
labor_layoff,be,lost,0.11193247139453888,0.04867769032716751,-0.06325478106737137
labor_layoff,get,lost,0.06205691769719124,0.0299894530326128,-0.03206746280193329
labor_layoff,all,lost,0.060383040457963943,0.03293697163462639,-0.027446068823337555
labor_layoff,'ve,lost,0.04248477518558502,0.026465600356459618,-0.016019174829125404
labor_layoff,receive,lost,0.006477187387645245,0.0006677498458884656,-0.005809437483549118
labor_layoff,’ve,lost,0.006401726044714451,0.0008310280391015112,-0.0055706980638206005
labor_layoff,probably,lost,0.004917969461530447,0.0006997957825660706,-0.0042181736789643764
labor_layoff,of,lost,0.005014968104660511,0.0008507352904416621,-0.00416423287242651
labor_layoff,each,lost,0.0024632695131003857,0.0001455436577089131,-0.0023177259135991335
labor_layoff,know,lost,0.0028854841366410255,0.0007163910195231438,-0.0021690931171178818
labor_layoff,ered,lost,0.0017501343972980976,0.00012546648213174194,-0.0016246679006144404
labor_layoff,take,lost,0.0019146529957652092,0.0006835850654169917,-0.0012310679303482175
labor_layoff,do,lost,0.001859373296611011,0.0008915630169212818,-0.0009678102796897292
labor_layoff,had,lost,0.001228970824740827,0.000351879425579682,-0.0008770914282649755
labor_layoff,work,lost,0.0011321809142827988,0.0003105325158685446,-0.0008216483984142542
labor_layoff,only,lost,0.0011288687819615006,0.0003716587380040437,-0.0007572100730612874
