family,pair,model,js_to_A,js_to_B,js_to_mean,ratio
olmo,love/hate,base,0.2523195304233125,0.14039689514249867,0.1208078185201601,0.8604735766951525
olmo,love/hate,sft,0.37113788817359483,0.2768563620770696,0.25108436277414686,0.9069120206970411
olmo,love/hate,dpo,0.43076145371290436,0.3454060650468372,0.3143899602064571,0.9102039368180339
olmo,love/hate,rlvr,0.43721995605496305,0.3566823218034666,0.32511399200838653,0.911494548887471
olmo,trust/fear,base,0.0652164616309712,0.07130836836149633,0.03453178732417035,0.529494953583487
olmo,trust/fear,sft,0.22653941460145513,0.1498109661621469,0.12862660183061858,0.8585926993582061
olmo,trust/fear,dpo,0.3370260924686768,0.1951271532698668,0.19470087755935028,0.997815395226276
olmo,trust/fear,rlvr,0.33395358324121877,0.2070471100953763,0.19868594440024093,0.9596170857381985
olmo,beautiful/disgusting,base,0.07989390264896738,0.18373567692458798,0.0669871717446541,0.8384516155003463
olmo,beautiful/disgusting,sft,0.1635419313837372,0.32272173080618183,0.17900769603898725,1.0945675798518053
olmo,beautiful/disgusting,dpo,0.25055131757722027,0.43570767877521444,0.28029151825109894,1.1186990392286111
olmo,beautiful/disgusting,rlvr,0.2584326474660066,0.4456793549424288,0.29139055033969036,1.1275299510214511
olmo,desire/disgust,base,0.11096372463853207,0.16353502844335926,0.0861550598149254,0.7764254498087397
olmo,desire/disgust,sft,0.3502228024831405,0.2811146463033112,0.24773149950518078,0.8812472162616837
olmo,desire/disgust,dpo,0.46294788136885173,0.39736682756821173,0.37634804000039196,0.9471048257942173
olmo,desire/disgust,rlvr,0.4786569684920096,0.40050640100655854,0.3867453131733292,0.9656407792768237
olmo,obey/rebel,base,0.09525750189147497,0.11937234621113994,0.06954657435665879,0.7300902603544218
olmo,obey/rebel,sft,0.12563077741222134,0.13315118573481818,0.06574282403480045,0.5233018961514839
olmo,obey/rebel,dpo,0.13115042826406892,0.16653198352426377,0.07404407144490315,0.5645736153893207
olmo,obey/rebel,rlvr,0.12899654312763525,0.16973523710289534,0.07389342056853794,0.5728325641674313
olmo,sacred/profane,base,0.09061926716199503,0.08573162046184463,0.04184432203174345,0.48808504734103936
olmo,sacred/profane,sft,0.12659669714367228,0.136237359752182,0.08197849794014299,0.6475563722417426
olmo,sacred/profane,dpo,0.13204185823223386,0.19448299923480694,0.10616431238345979,0.8040201327425966
olmo,sacred/profane,rlvr,0.13224662026905282,0.1900699813187619,0.10592719276416494,0.8009822296302047
olmo,man/woman,base,0.03297650003554249,0.045954465268577716,0.03156442228646172,0.9571792716765327
olmo,man/woman,sft,0.09767167110523173,0.12509936483494502,0.09782171216495178,1.0015361778704328
olmo,man/woman,dpo,0.13521602584142933,0.1852164173678585,0.1434045653391678,1.0605589422317538
olmo,man/woman,rlvr,0.14402229224551882,0.19390140804830636,0.15147388554373756,1.05173916608351
olmo,human/animal,base,0.09457861744226856,0.04073332212076835,0.023172827960212403,0.5688911867170655
olmo,human/animal,sft,0.1132877355188061,0.060107487715124384,0.04628892673145021,0.770102502883395
olmo,human/animal,dpo,0.1490788469533993,0.09358347946412868,0.06987210292035403,0.7466286071051311
olmo,human/animal,rlvr,0.14581501390515553,0.10136463875616347,0.07292765164377644,0.7194585068191947
olmo,pleasure/pain,base,0.07193934965613302,0.07800627747103235,0.025381568235821123,0.3528189837292653
olmo,pleasure/pain,sft,0.17601673963185743,0.28690523121367734,0.13974338825484606,0.793921013121378
olmo,pleasure/pain,dpo,0.19206795501320692,0.3457901801695,0.18102761244210322,0.9425185603171308
olmo,pleasure/pain,rlvr,0.18881203223756077,0.3518925976542945,0.17693996006526835,0.9371222690016114
olmo,create/destroy,base,0.11790591614908744,0.08395242222408193,0.05220673579268788,0.6218609827997585
olmo,create/destroy,sft,0.2022945793999957,0.1495276132449544,0.14221229302585212,0.9510771284289918
olmo,create/destroy,dpo,0.26212643663522983,0.2267297753307908,0.20999346604104951,0.9261838932918114
olmo,create/destroy,rlvr,0.26569633468438497,0.22959065714089963,0.21395521331887857,0.9318986059070096
olmo,free/captive,base,0.10447218894821762,0.08496243146685903,0.07927832393454386,0.9330985774043866
olmo,free/captive,sft,0.17516475568008844,0.21934157148134908,0.17843038050384177,1.0186431614686091
olmo,free/captive,dpo,0.21024872660059665,0.2663963437111584,0.21435209533313215,1.0195167352443972
olmo,free/captive,rlvr,0.21449860374320015,0.28224475188483666,0.22511270893168128,1.0494833299763036
llama,love/hate,base,0.22834404309694623,0.1286122302456493,0.09398235466535519,0.7307419713183493
llama,love/hate,dpo,0.2733229341011672,0.162566646832846,0.1546638609257912,0.951387409034889
llama,trust/fear,base,0.06551325934936329,0.06202233416183425,0.02172200915435248,0.35022882398578326
llama,trust/fear,dpo,0.15104518951260082,0.025372674693619774,0.04033421985383021,1.5896715794008378
llama,beautiful/disgusting,base,0.07481493397472368,0.16106889545868702,0.07784497595068177,1.0405004965583715
llama,beautiful/disgusting,dpo,0.10387732613674228,0.2256830793326051,0.11897928636595208,1.1453826430739067
llama,desire/disgust,base,0.14846722962064618,0.07264639117432686,0.06151433798995166,0.8467638515220662
llama,desire/disgust,dpo,0.14846704123552285,0.055394769211454524,0.04255180974474672,0.7681557365518884
llama,obey/rebel,base,0.09240938782800039,0.06807267680167425,0.03887407303157706,0.5710672013799956
llama,obey/rebel,dpo,0.10979607026946468,0.04569151552516082,0.031527726180805654,0.6900127040751005
llama,sacred/profane,base,0.1442074794648054,0.1518667395921457,0.09357374719255986,0.6488827593397958
llama,sacred/profane,dpo,0.1130166712183347,0.15002429524910413,0.08595540443360866,0.7605550889704856
llama,man/woman,base,0.07528331703085046,0.06402132958891059,0.06617221748955862,1.0335964266043702
llama,man/woman,dpo,0.07441833448783362,0.06609280066273106,0.066732168844246,1.0096737946509124
llama,human/animal,base,0.025673760062790495,0.12234760585912924,0.040211746803010255,1.5662585731370904
llama,human/animal,dpo,0.03581797315391155,0.07472275059307343,0.025396118254910723,0.7090328128222773
llama,pleasure/pain,base,0.03604025725877492,0.16938865556580301,0.044504419632957856,1.2348529954547458
llama,pleasure/pain,dpo,0.06569627423161432,0.1463739816629336,0.05147228179432264,0.7834885980421882
llama,create/destroy,base,0.09758279963991824,0.13520099106105474,0.06390650590723143,0.6548951879126982
llama,create/destroy,dpo,0.07054168195457441,0.16035751633895065,0.06068626820307572,0.8602894986563387
llama,free/captive,base,0.07850019853107597,0.08135863499708834,0.06678700728832285,0.85078775007026
llama,free/captive,dpo,0.05937672925341636,0.08069610121789395,0.04903704106326349,0.8258629547272014
amber,love/hate,base,0.18700070183611459,0.10010608409537328,0.05935270788826353,0.5928981082879727
amber,love/hate,sft,0.17399890329301052,0.20110791118556987,0.11127810308420631,0.6395333589937421
amber,love/hate,dpo,0.2458560857057489,0.21942095882591547,0.18155944902832477,0.8274480705937061
amber,trust/fear,base,0.029014252396090227,0.0683104317777994,0.022901725784067795,0.7893267581539989
amber,trust/fear,sft,0.06238728518376687,0.10874938940083197,0.042706735805588425,0.6845423018455159
amber,trust/fear,dpo,0.1181207052067046,0.16663276787216386,0.08058227040415529,0.6822027540653507
amber,beautiful/disgusting,base,0.04551629623967889,0.1614544987850694,0.04564052355595143,1.002729293166087
amber,beautiful/disgusting,sft,0.0700873209197841,0.3619080126126521,0.13225677217157134,1.8870285015308406
amber,beautiful/disgusting,dpo,0.1699945602887045,0.48378969827097695,0.24992679144042967,1.470204640760122
amber,desire/disgust,base,0.09109818588633009,0.0704024064712519,0.040523583335043696,0.575599405846888
amber,desire/disgust,sft,0.1918478424812794,0.1251399038555552,0.09908333127802853,0.7917804651056556
amber,desire/disgust,dpo,0.33660581933686906,0.1477294252843738,0.17240794566587467,1.1670521653624226
amber,obey/rebel,base,0.05810050023835621,0.07497738064461171,0.03488480217259288,0.6004217180485303
amber,obey/rebel,sft,0.06350159000422281,0.1619741657537276,0.07421123809633061,1.168651652523907
amber,obey/rebel,dpo,0.11168077558840518,0.1772587809857597,0.07953345003081688,0.7121498719164888
amber,sacred/profane,base,0.05115725014068436,0.10808510271641437,0.035709784105971615,0.6980395546626992
amber,sacred/profane,sft,0.08495547514551995,0.20360382382724113,0.07813789371842886,0.9197511235689839
amber,sacred/profane,dpo,0.0926332800668305,0.2176619772849801,0.10719136743642749,1.1571582843562704
amber,man/woman,base,0.015791108263563364,0.015819906667886924,0.012717835360491979,0.8053795305702071
amber,man/woman,sft,0.034944317094912115,0.033847617907332116,0.028251661784786105,0.8346720842256433
amber,man/woman,dpo,0.12600957306131724,0.14273802405479277,0.12388551488846496,0.9831436761410286
amber,human/animal,base,0.026011747779800014,0.10807264021924085,0.03522495434263857,1.354194060346582
amber,human/animal,sft,0.027298389054983354,0.09192504171886591,0.031445276387494066,1.1519095989202224
amber,human/animal,dpo,0.06422940714996254,0.09000595061082764,0.057012842355615496,0.8876439139863482
amber,pleasure/pain,base,0.0422264213923381,0.18481100544613024,0.05400425334401135,1.2789209116785425
amber,pleasure/pain,sft,0.09365935127716601,0.3499233283705362,0.1236222499138986,1.3199135828739985
amber,pleasure/pain,dpo,0.22086105628441388,0.2922860431771538,0.13701763418186702,0.6203793302764183
amber,create/destroy,base,0.11664543362408358,0.18013824621541916,0.09504155149884022,0.8147901597685617
amber,create/destroy,sft,0.2125690993096805,0.23611567907732348,0.16056877394728478,0.7553721329616248
amber,create/destroy,dpo,0.2956162239803139,0.3571771201009472,0.2526554454255448,0.8546738133099555
amber,free/captive,base,0.08397177854695295,0.10908322703132751,0.0872828823017177,1.0394311495130872
amber,free/captive,sft,0.10053157897838204,0.11215058125588914,0.09676764329106732,0.9625596680608777
amber,free/captive,dpo,0.20544581174081608,0.2584885243690729,0.2205931263617077,1.073729001786617
qwen,love/hate,base,0.31797722296092595,0.22220486845405374,0.19074496763501952,0.8584193900074727
qwen,love/hate,dpo,0.395499976579759,0.2866592347411141,0.2553102088129511,0.8906400976180838
qwen,trust/fear,base,0.13640983944929405,0.1608586441295632,0.11053564491534519,0.8103201745680028
qwen,trust/fear,dpo,0.1845849754490307,0.28830106363731073,0.17688934305767975,0.958308457269449
qwen,beautiful/disgusting,base,0.15228706912098144,0.1977444188165445,0.10963227151351267,0.719905321878757
qwen,beautiful/disgusting,dpo,0.13554010257865,0.22708355647578957,0.10058695882043024,0.7421195417943743
qwen,desire/disgust,base,0.1294344064080639,0.16530136812827773,0.10596858402457816,0.8187049098096394
qwen,desire/disgust,dpo,0.20247567643325767,0.22517807522516567,0.16016326820860863,0.7910247345754811
qwen,obey/rebel,base,0.10177570312341598,0.11984322126652609,0.050431503097379336,0.4955161354790615
qwen,obey/rebel,dpo,0.14937569715884302,0.16729348041063666,0.08079791752801646,0.5409040363647484
qwen,sacred/profane,base,0.221083734053141,0.27621647520838527,0.19290711699521024,0.8725522835110155
qwen,sacred/profane,dpo,0.3370692739962049,0.5414340449756317,0.3790785050088681,1.1246308526274518
qwen,man/woman,base,0.058783508784479604,0.05858368225875757,0.0547238192456098,0.9341136838053439
qwen,man/woman,dpo,0.09095069807954378,0.0771218476623375,0.07848441411824074,1.0176677102170706
qwen,human/animal,base,0.1279540189837289,0.30265576548188894,0.16140837377756612,1.2614560688249377
qwen,human/animal,dpo,0.12452309195558674,0.2648040171352182,0.14949574146271644,1.2005463333341948
qwen,pleasure/pain,base,0.13111335411374392,0.1823279805833065,0.11312864328433964,0.8628308233667631
qwen,pleasure/pain,dpo,0.25630862554684014,0.2216166192012893,0.2105231620007976,0.9499430266535391
qwen,create/destroy,base,0.1859284721185792,0.3267229861522053,0.17665453457410046,0.9501209393117364
qwen,create/destroy,dpo,0.21695478992842337,0.4966021007384895,0.27236848647696993,1.2554158705914185
qwen,free/captive,base,0.2506874726215819,0.16004477222153154,0.18948472674490335,1.1839482421995107
qwen,free/captive,dpo,0.27373657128932055,0.1944128908531149,0.21711068183064405,1.1167504422053889
tulu,love/hate,base,0.22834404309694623,0.1286122302456493,0.09398235466535519,0.7307419713183493
tulu,love/hate,sft,0.2536793428286178,0.18768958981401254,0.1362847760758218,0.7261179280687363
tulu,love/hate,dpo,0.36311212044294927,0.24865953057862636,0.225535978011126,0.9070071735690474
tulu,love/hate,rlvr,0.34260277815915813,0.24739511004836956,0.21501413036829348,0.8691122889464343
tulu,trust/fear,base,0.06551325934936329,0.06202233416183425,0.02172200915435248,0.35022882398578326
tulu,trust/fear,sft,0.09744972827792528,0.06383705070105339,0.02862954196049966,0.44847845641508055
tulu,trust/fear,dpo,0.16110802413889752,0.13203912809377757,0.075208202956791,0.5695902725393355
tulu,trust/fear,rlvr,0.16494608820516488,0.10431928909986983,0.06570625511169832,0.629857197826517
tulu,beautiful/disgusting,base,0.07481493397472368,0.16106889545868702,0.07784497595068177,1.0405004965583715
tulu,beautiful/disgusting,sft,0.09756059479941327,0.19149861389580297,0.0975352167152907,0.9997398736223907
tulu,beautiful/disgusting,dpo,0.15459955085376356,0.2855858920103145,0.16097134083918843,1.0412148026966261
tulu,beautiful/disgusting,rlvr,0.1430661178595285,0.2778244002627565,0.15079402435044148,1.0540163289990208
tulu,desire/disgust,base,0.14846722962064618,0.07264639117432686,0.06151433798995166,0.8467638515220662
tulu,desire/disgust,sft,0.18734199441655017,0.07237297423965053,0.07280073511072081,1.0059105056212534
tulu,desire/disgust,dpo,0.2764166122769618,0.07911941322631044,0.10616498873871087,1.3418323570605888
tulu,desire/disgust,rlvr,0.2588773217136841,0.07769584054876384,0.09767360333071441,1.2571278287337921
tulu,obey/rebel,base,0.09240938782800039,0.06807267680167425,0.03887407303157706,0.5710672013799956
tulu,obey/rebel,sft,0.12361829244695098,0.06541493031286277,0.04398373300864247,0.6723806445757811
tulu,obey/rebel,dpo,0.18739876930497884,0.09882599714665749,0.07440672591790813,0.7529064018194399
tulu,obey/rebel,rlvr,0.18825138975123817,0.0924410329277338,0.07106631381754103,0.7687745535372527
tulu,sacred/profane,base,0.1442074794648054,0.1518667395921457,0.09357374719255986,0.6488827593397958
tulu,sacred/profane,sft,0.15220913098662253,0.17921872770544614,0.11666067006490165,0.766449879246435
tulu,sacred/profane,dpo,0.1736338890507807,0.2525891218518683,0.16143658226087187,0.9297527293975336
tulu,sacred/profane,rlvr,0.17316214301275445,0.23611689576038974,0.15369005217455256,0.8875499546297042
tulu,man/woman,base,0.07528331703085046,0.06402132958891059,0.06617221748955862,1.0335964266043702
tulu,man/woman,sft,0.05507773010917737,0.04458761207883189,0.046554344283273215,1.0441093862789534
tulu,man/woman,dpo,0.08918841930365139,0.06084340724809078,0.0682290090772094,1.121387051829685
tulu,man/woman,rlvr,0.08048047880819693,0.057000432545549796,0.06299036941206469,1.105085814247607
tulu,human/animal,base,0.025673760062790495,0.12234760585912924,0.040211746803010255,1.5662585731370904
tulu,human/animal,sft,0.04285605237111397,0.15905266990894165,0.060528471811676164,1.412366946155634
tulu,human/animal,dpo,0.07085174714936723,0.1817511580722268,0.08310744637450894,1.1729766691469818
tulu,human/animal,rlvr,0.06421672573240596,0.17273763860617347,0.0749793168036132,1.1675979419451477
tulu,pleasure/pain,base,0.03604025725877492,0.16938865556580301,0.044504419632957856,1.2348529954547458
tulu,pleasure/pain,sft,0.0706148295259886,0.12034695027005066,0.03626897065409326,0.5136169115970899
tulu,pleasure/pain,dpo,0.09442720670700103,0.157985736040528,0.05296286481236785,0.5608856457726932
tulu,pleasure/pain,rlvr,0.09722589957481967,0.14949500483632286,0.05036017973934749,0.5179708283449009
tulu,create/destroy,base,0.09758279963991824,0.13520099106105474,0.06390650590723143,0.6548951879126982
tulu,create/destroy,sft,0.09140549551971255,0.16639736810322442,0.06909530177698531,0.7559206520803137
tulu,create/destroy,dpo,0.10435153188349931,0.1933977618693344,0.0804637727212612,0.7710837710661784
tulu,create/destroy,rlvr,0.1072376407362497,0.1945517329299148,0.08311082935134231,0.7750154589446151
tulu,free/captive,base,0.07850019853107597,0.08135863499708834,0.06678700728832285,0.85078775007026
tulu,free/captive,sft,0.05094483147081111,0.08951148994919289,0.05329858329294935,1.046201974845806
tulu,free/captive,dpo,0.09138643410613109,0.16871200111025383,0.10309031418768973,1.1280702130030198
tulu,free/captive,rlvr,0.08475403187132614,0.14874944270973306,0.0932620807905879,1.1003851820545683
zephyr,love/hate,base,0.27596030155633583,0.13384113568514072,0.11196284406401147,0.8365353707652511
zephyr,love/hate,sft,0.35597923515636926,0.22525917642759202,0.20826460421868148,0.9245554721524372
zephyr,love/hate,dpo,0.407452076239082,0.24416555483221647,0.2469887143734856,1.0115624808061445
zephyr,trust/fear,base,0.08097841636754864,0.04870467699634907,0.02153741487391571,0.44220424407147113
zephyr,trust/fear,sft,0.1327112192020244,0.05817835082300161,0.03828994676109897,0.6581476824186724
zephyr,trust/fear,dpo,0.18267662642948884,0.06113420373214955,0.05538776043774103,0.9060028111335889
zephyr,beautiful/disgusting,base,0.07191327797694802,0.1967661232484578,0.07531122473376504,1.0472506170266114
zephyr,beautiful/disgusting,sft,0.06496914457887955,0.2684637645583387,0.09630443217309127,1.4823102997172344
zephyr,beautiful/disgusting,dpo,0.07447309612677722,0.30703819834407237,0.11359766616349896,1.5253517319881413
zephyr,desire/disgust,base,0.11528886396849992,0.0752525410579099,0.03743839705233104,0.49750342680814813
zephyr,desire/disgust,sft,0.20919037243216781,0.12238143800236527,0.10691438716095655,0.8736160393775584
zephyr,desire/disgust,dpo,0.24316099454262374,0.13913464959866467,0.1326651482960135,0.9535018680011592
zephyr,obey/rebel,base,0.05861616700265467,0.06327140160767819,0.025201487182222437,0.4299408929464986
zephyr,obey/rebel,sft,0.09534371321395575,0.07644903001755372,0.03578772712673073,0.46812532635814197
zephyr,obey/rebel,dpo,0.12728900784321945,0.08903968439083697,0.046903300951939064,0.5267684996058438
zephyr,sacred/profane,base,0.0897748383111253,0.12969640760336687,0.07255982198898951,0.8082423021194968
zephyr,sacred/profane,sft,0.16067314589379708,0.19127662096969195,0.1435397462192617,0.8933648832278397
zephyr,sacred/profane,dpo,0.15754133871749362,0.2210198483883036,0.15660960502910473,0.994085782842942
zephyr,man/woman,base,0.039135234769725046,0.03757825856953211,0.034938411067819516,0.929750669610514
zephyr,man/woman,sft,0.04101539504388823,0.028775939113470074,0.03019220059730217,1.049216864069925
zephyr,man/woman,dpo,0.05143559672956221,0.040087788936294166,0.04046227419126636,1.0093416290822952
zephyr,human/animal,base,0.028919065385889443,0.08587823021284502,0.028069195029219982,0.9706121084713845
zephyr,human/animal,sft,0.06258931444477443,0.04302068148235952,0.01861881526125802,0.43278754821428383
zephyr,human/animal,dpo,0.09671522698412363,0.04151744131737553,0.03510530937076685,0.8455557051892518
zephyr,pleasure/pain,base,0.03928941336928113,0.19748740741574178,0.05439146960482014,1.3843797842842502
zephyr,pleasure/pain,sft,0.07782172723905852,0.21549630055586258,0.07642714972438039,0.9820798437126156
zephyr,pleasure/pain,dpo,0.07346538463435053,0.2251931126757874,0.07115612912966118,0.9685667540409284
zephyr,create/destroy,base,0.08826186307114671,0.1623568558212039,0.07229257055830206,0.8190691658075242
zephyr,create/destroy,sft,0.09540893685000808,0.2308547711870014,0.11151587859216042,1.168820052648464
zephyr,create/destroy,dpo,0.12472263020952232,0.30283176895626834,0.15354271449202447,1.2310734165410648
zephyr,free/captive,base,0.07836672938801582,0.09334987856368013,0.07041809662629539,0.8985713347514542
zephyr,free/captive,sft,0.07588595893170054,0.12644169158723753,0.07784644035779488,1.0258345740594623
zephyr,free/captive,dpo,0.10445992266801514,0.1891615336290484,0.11501787507329628,1.1010717999364736
olmo-tiny,love/hate,base,0.13408771057490773,0.17968394423620826,0.06464061000502871,0.48207706528718314
olmo-tiny,love/hate,sft,0.2325147480081641,0.15453562338635557,0.1432606385070968,0.9270395742276841
olmo-tiny,love/hate,dpo,0.26944186635966505,0.19086522186891008,0.17299766020083499,0.9063864988439493
olmo-tiny,love/hate,rlvr,0.26584539225067066,0.1919268972378078,0.1716429718555628,0.8943143161580311
olmo-tiny,trust/fear,base,0.05331224348506002,0.053632268548181074,0.020358698561415856,0.38187660527025247
olmo-tiny,trust/fear,sft,0.10940091134613654,0.08047764670907566,0.050985926028715926,0.6335414629235937
olmo-tiny,trust/fear,dpo,0.13513042557293714,0.10606908436910313,0.06769499616659429,0.6382160887806548
olmo-tiny,trust/fear,rlvr,0.1365855994277054,0.10327219636444752,0.0672452581540696,0.6511458119546633
olmo-tiny,beautiful/disgusting,base,0.11438636551994125,0.21769472224791814,0.08811156257458214,0.7702977725891766
olmo-tiny,beautiful/disgusting,sft,0.13872810810357988,0.13348336682759943,0.07456446351816426,0.558604905542037
olmo-tiny,beautiful/disgusting,dpo,0.17238080389456362,0.1852652549340017,0.10835470861427476,0.628577580369968
olmo-tiny,beautiful/disgusting,rlvr,0.17328030885910223,0.18737926684077977,0.11044859154510107,0.6373983995775833
