family,label,prompt,axis,source,target,similarity,layer,source_pos,target_pos,target_freq,displacement_type,syntagmatic_js
amber,sexual_liminal_1,He lay naked in his bed and,repression,he,I,0.9503,8,PRON,PRON,7.09,register_shift,0.114753
amber,sexual_liminal_1,He lay naked in his bed and,repression,was,the,0.9497,8,AUX,PRON,7.73,genre_change,0.454859
amber,sexual_liminal_1,He lay naked in his bed and,repression,he,the,0.9479,8,PRON,PRON,7.73,genre_change,0.536938
amber,sexual_liminal_1,He lay naked in his bed and,repression,looked,stared,0.9394,8,VERB,VERB,3.6,register_shift,0.066673
amber,sexual_liminal_1,He lay naked in his bed and,repression,was,I,0.9356,8,AUX,PRON,7.09,category_shift,0.433733
amber,sexual_liminal_1,He lay naked in his bed and,repression,was,stared,0.9331,8,AUX,VERB,3.6,category_shift,0.582055
amber,sexual_liminal_1,He lay naked in his bed and,repression,looked,the,0.922,8,VERB,PRON,7.73,genre_change,0.615671
amber,sexual_liminal_1,He lay naked in his bed and,repression,looked,stared,0.9212,16,VERB,VERB,3.6,register_shift,0.066673
amber,sexual_liminal_1,He lay naked in his bed and,repression,savored,the,0.9208,8,VERB,PRON,7.73,genre_change,0.622598
amber,sexual_liminal_1,He lay naked in his bed and,repression,he,stared,0.9179,8,PRON,VERB,3.6,category_shift,0.642587
amber,sexual_liminal_1,He lay naked in his bed and,repression,watched,stared,0.917,8,VERB,VERB,3.6,register_shift,0.608745
amber,sexual_liminal_1,He lay naked in his bed and,repression,looked,gazed,0.9136,8,VERB,VERB,2.83,archaic,0.036226
amber,sexual_liminal_1,He lay naked in his bed and,repression,savored,stared,0.9133,8,VERB,VERB,3.6,register_shift,0.650338
amber,sexual_liminal_1,He lay naked in his bed and,repression,smiled,stared,0.913,8,VERB,VERB,3.6,register_shift,0.311619
amber,sexual_liminal_1,He lay naked in his bed and,repression,watched,the,0.9107,8,VERB,PRON,7.73,genre_change,0.567339
amber,sexual_liminal_1,He lay naked in his bed and,repression,considered,the,0.9095,8,VERB,PRON,7.73,genre_change,0.587507
amber,sexual_liminal_1,He lay naked in his bed and,repression,was,let,0.9072,8,AUX,VERB,5.6,category_shift,0.594189
amber,sexual_liminal_1,He lay naked in his bed and,repression,thought,the,0.9063,8,VERB,PRON,7.73,genre_change,0.601915
