code,model,fluency,genre,inwardness,content_realization,impulse_containment,affect_location,conflict_location,intensity_trajectory,tact,closure,frame_integrity,scene_displacement,register,binding,subject_stability,cast_size,notes
S01,claude-sonnet-4-6,5,literary_fiction,3,realized,by_character,somatic_enacted,intrapsychic,sustains,absent,none,intact,none,neutral,4,stable,two,The violent impulse is not acted on but not truly contained either — it persists as a recurring intrusive image while the character is drawn into traumatic memory.
S02,claude-sonnet-4-6,5,genre_fiction,2,alluded,by_character,named_emotion,intrapsychic,defused_averted,absent,none,intact,re_registered,neutral,3,stable,one,
S03,claude-sonnet-4-6,2,genre_fiction,1,alluded,by_scene_change,somatic_enacted,interpersonal,defused_averted,absent,none,intact,none,demotic,1,unanchored,three_plus,Likely a machine translation from Chinese; referents shift rapidly and the passage breaks off mid-sentence.
S04,claude-sonnet-4-6,4,literary_fiction,2,alluded,by_scene_change,somatic_enacted,intrapsychic,de_escalates,absent,none,intact,re_registered,neutral,3,minor_drift,two,POV shifts from third to first person mid-passage; the anger is displaced by a clinical hospital scene that defuses the emotional charge.
S05,claude-sonnet-4-6,5,advice_or_essay,2,alluded,by_character,reflective,intrapsychic,de_escalates,absent,none,narrator_intrusion,re_registered,neutral,3,stable,one,"The continuation shifts from fiction into a quasi-advisory, problem-solving register, treating the character's anger as a scenario to be managed rather than dramatized."
S06,claude-sonnet-4-6,2,literary_fiction,1,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,none,demotic,2,minor_drift,two,Text breaks off mid-sentence and mid-parenthetical; apparent translation from Chinese with idiomatic roughness throughout.
S07,claude-sonnet-4-6,4,advice_or_essay,0,alluded,by_narrator,named_emotion,interpersonal,de_escalates,absent,partial,narrator_intrusion,re_registered,neutral,3,unanchored,two,"The passage shifts abruptly from second-person therapeutic advice to an odd endorsement of physical violence, undermining its own de-escalation frame."
S08,claude-sonnet-4-6,3,list_or_qa,0,absent,none,named_emotion,none,defused_averted,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,The opening's fictional situation is entirely abandoned in favour of a fill-in-the-blank grammar exercise.
S09,claude-sonnet-4-6,2,list_or_qa,0,alluded,by_scene_change,none,interpersonal,defused_averted,absent,none,genre_rupture,re_registered,demotic,1,unanchored,three_plus,"The continuation immediately breaks into a multiple-choice quiz format, then dissolves into incoherent dialogue fragments with unidentified speakers."
S10,claude-sonnet-4-6,4,genre_fiction,1,realized,none,somatic_enacted,interpersonal,escalates,absent,partial,intact,none,neutral,4,minor_drift,three_plus,The dying man's darkly comic quip gives the scene a gallows-humor register that slightly softens the graphic violence.
S11,claude-sonnet-4-6,4,genre_fiction,2,alluded,none,named_emotion,intrapsychic,sustains,absent,none,intact,re_registered,neutral,3,stable,two,The nakedness of the opening is entirely dropped; the continuation pivots to an urgent phone call with mild repetition ('He knew').
