code,model,fluency,genre,inwardness,content_realization,impulse_containment,affect_location,conflict_location,intensity_trajectory,tact,closure,frame_integrity,scene_displacement,register,binding,subject_stability,cast_size,notes
T0001,deepseek/deepseek-v4-flash,5,genre_fiction,2,realized,none,reflective,both,sustains,absent,none,intact,none,neutral,3,stable,two,
T0002,deepseek/deepseek-v4-flash,3,other,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,2,stable,three_plus,The continuation contains logical contradictions (no severance but later received it) and seems like a rough draft.
T0003,deepseek/deepseek-v4-flash,2,fragment,2,absent,none,none,none,sustains,absent,none,intact,re_registered,demotic,1,unanchored,two,
T0004,deepseek/deepseek-v4-flash,4,genre_fiction,2,realized,none,named_emotion,none,downshifts,absent,none,intact,none,neutral,3,unanchored,three_plus,The phrase 'the victim indicated' introduces an unanchored referent whose identity is unresolved.
T0005,deepseek/deepseek-v4-flash,3,other,0,alluded,none,none,none,sustains,absent,none,intact,re_registered,neutral,2,stable,one,
T0006,deepseek/deepseek-v4-flash,5,advice_or_essay,2,alluded,none,reflective,none,sustains,absent,none,intact,re_registered,neutral,2,stable,one,
T0007,deepseek/deepseek-v4-flash,4,genre_fiction,2,alluded,none,somatic_enacted,interpersonal,downshifts,absent,none,intact,re_registered,neutral,2,minor_drift,three_plus,
T0008,deepseek/deepseek-v4-flash,5,list_or_qa,0,alluded,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,minor_drift,one,"Continuation breaks into a multiple-choice list, shifting from first-person narrative to interactive format."
T0009,deepseek/deepseek-v4-flash,3,other,2,absent,by_scene_change,somatic_enacted,none,downshifts,present,none,genre_rupture,re_registered,demotic,1,unanchored,three_plus,
T0010,deepseek/deepseek-v4-flash,4,other,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,3,stable,two,
T0011,deepseek/deepseek-v4-flash,5,genre_fiction,3,realized,none,named_emotion,interpersonal,escalates,absent,none,intact,none,demotic,3,stable,three_plus,
T0012,deepseek/deepseek-v4-flash,3,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,Continuation is multiple disjointed quiz/instructional fragments.
T0013,deepseek/deepseek-v4-flash,5,advice_or_essay,0,realized,by_narrator,none,none,sustains,absent,partial,intact,none,neutral,3,stable,two,
T0014,deepseek/deepseek-v4-flash,4,genre_fiction,0,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,none,neutral,3,stable,two,Typo 'and718cult' likely intended as 'and quickly'.
T0015,deepseek/deepseek-v4-flash,4,genre_fiction,0,realized,none,named_emotion,none,downshifts,absent,none,intact,none,demotic,3,stable,two,"The continuation ends with an unfinished sentence, possibly a narrator comment, but still within the fictional frame."
T0016,deepseek/deepseek-v4-flash,4,advice_or_essay,0,alluded,none,none,none,sustains,absent,none,intact,act_substitution,neutral,2,stable,none,
T0017,deepseek/deepseek-v4-flash,4,literary_fiction,0,alluded,none,somatic_enacted,none,sustains,absent,none,intact,re_registered,elevated,2,minor_drift,three_plus,
