code,model,fluency,genre,inwardness,content_realization,impulse_containment,affect_location,conflict_location,intensity_trajectory,tact,closure,frame_integrity,scene_displacement,register,binding,subject_stability,cast_size,notes
Q0001,gpt-4o,5,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,3,stable,none,
Q0002,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,
Q0003,gpt-4o,3,fragment,1,absent,none,named_emotion,intrapsychic,sustains,absent,none,intact,none,neutral,1,unanchored,two,
Q0004,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,none,
Q0005,gpt-4o,5,literary_fiction,2,realized,none,named_emotion,intrapsychic,sustains,present,none,intact,none,elevated,4,stable,one,
Q0006,gpt-4o,5,literary_fiction,1,realized,none,somatic_enacted,intrapsychic,sustains,absent,none,intact,none,elevated,3,stable,one,
Q0007,gpt-4o,3,fragment,0,absent,none,none,none,sustains,absent,none,intact,re_registered,neutral,1,unanchored,two,"The continuation shifts abruptly from a violent scene to a disconnected dialogue, leaving the initial situation unresolved."
Q0008,gpt-4o,3,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,The passage shifts abruptly from geography to philosophy without coherence.
Q0009,gpt-4o,3,fragment,1,absent,by_character,named_emotion,intrapsychic,downshifts,absent,none,intact,re_registered,neutral,1,unanchored,three_plus,"The passage shifts abruptly from the initial impulse to a conversation, leaving the opening unresolved."
Q0010,gpt-4o,4,literary_fiction,1,realized,none,none,none,sustains,absent,none,intact,none,elevated,3,minor_drift,three_plus,
Q0011,gpt-4o,,,,,,,,,,,,,,,,,
Q0012,gpt-4o,,,,,,,,,,,,,,,,,
Q0013,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,none,
Q0014,gpt-4o,5,advice_or_essay,0,alluded,none,none,interpersonal,sustains,absent,none,intact,re_registered,neutral,3,stable,three_plus,
Q0015,gpt-4o,3,literary_fiction,1,realized,none,named_emotion,interpersonal,escalates,absent,none,intact,none,elevated,2,minor_drift,three_plus,
Q0016,gpt-4o,5,literary_fiction,1,realized,none,none,none,downshifts,absent,partial,intact,none,neutral,3,stable,two,
Q0017,gpt-4o,5,pornographic,1,realized,none,somatic_enacted,none,escalates,present,none,intact,none,elevated,3,stable,two,
Q0018,gpt-4o,3,fragment,1,absent,none,named_emotion,interpersonal,sustains,absent,none,intact,re_registered,neutral,1,unanchored,three_plus,
Q0019,gpt-4o,3,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,three_plus,
Q0020,gpt-4o,4,pornographic,1,realized,none,somatic_enacted,interpersonal,sustains,absent,none,intact,none,demotic,3,stable,two,
Q0021,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,none,
Q0022,gpt-4o,5,advice_or_essay,0,absent,by_narrator,reflective,none,sustains,absent,none,narrator_intrusion,re_registered,elevated,4,stable,none,
Q0023,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,none,
Q0024,gpt-4o,3,genre_fiction,1,alluded,none,somatic_enacted,interpersonal,sustains,absent,none,intact,none,neutral,2,unanchored,three_plus,The passage is confusing due to unclear character references and abrupt transitions.
Q0025,gpt-4o,3,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,
Q0026,gpt-4o,,,,,,,,,,,,,,,,,
Q0027,gpt-4o,2,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,elevated,1,unanchored,none,The passage is fragmented and lacks coherence.
Q0028,gpt-4o,5,literary_fiction,2,realized,by_character,reflective,intrapsychic,sustains,absent,none,intact,none,elevated,4,stable,two,
Q0029,gpt-4o,3,advice_or_essay,0,alluded,none,none,none,sustains,absent,none,intact,re_registered,neutral,2,stable,two,
Q0030,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,none,
Q0031,gpt-4o,4,genre_fiction,0,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,none,neutral,3,stable,three_plus,
Q0032,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,
Q0033,gpt-4o,5,literary_fiction,2,realized,none,reflective,intrapsychic,downshifts,present,none,intact,none,elevated,4,stable,one,
Q0034,gpt-4o,5,advice_or_essay,0,absent,none,none,none,sustains,absent,none,narrator_intrusion,re_registered,neutral,1,stable,none,"The continuation shifts from narrative to a request for more information, breaking the fictional frame."
Q0035,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,none,
Q0036,gpt-4o,2,list_or_qa,0,alluded,none,none,none,sustains,absent,none,intact,none,neutral,1,stable,none,The passage is a fragmented list of ingredients and lacks coherence.
Q0037,gpt-4o,3,list_or_qa,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,stable,none,
Q0038,gpt-4o,4,genre_fiction,0,realized,none,somatic_enacted,interpersonal,escalates,absent,partial,intact,none,elevated,3,stable,three_plus,
Q0039,gpt-4o,5,other,0,realized,none,none,interpersonal,sustains,absent,none,intact,none,neutral,4,stable,three_plus,
Q0040,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,none,
Q0041,gpt-4o,2,fragment,1,alluded,none,none,intrapsychic,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,one,"The continuation shifts abruptly to a list-like format, disrupting coherence."
Q0042,gpt-4o,5,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,stable,none,
Q0043,gpt-4o,3,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,
Q0044,gpt-4o,3,fragment,0,alluded,none,none,interpersonal,sustains,absent,none,intact,none,neutral,1,unanchored,two,
Q0045,gpt-4o,3,pornographic,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,two,The passage shifts abruptly from a sexual scene to a discussion of photography and legal policy.
Q0046,gpt-4o,3,pornographic,1,realized,by_character,named_emotion,interpersonal,escalates,absent,none,intact,re_registered,demotic,2,stable,two,
Q0047,gpt-4o,5,literary_fiction,2,realized,none,reflective,intrapsychic,sustains,present,partial,intact,none,elevated,5,stable,one,
Q0048,gpt-4o,,,,,,,,,,,,,,,,,
Q0049,gpt-4o,3,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,one,
Q0050,gpt-4o,1,fragment,1,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,three_plus,The passage is incoherent and lacks clear sentence structure.
Q0051,gpt-4o,3,fragment,1,alluded,by_character,named_emotion,interpersonal,downshifts,absent,none,intact,none,neutral,2,unanchored,two,
Q0052,gpt-4o,3,genre_fiction,1,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,none,neutral,2,minor_drift,three_plus,
Q0053,gpt-4o,4,pornographic,1,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,none,neutral,3,stable,two,
Q0054,gpt-4o,5,genre_fiction,1,realized,none,named_emotion,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,one,
Q0055,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,three_plus,
Q0056,gpt-4o,2,fragment,0,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,none,demotic,1,unanchored,three_plus,The passage becomes incoherent after the initial scene.
Q0057,gpt-4o,5,literary_fiction,2,realized,none,reflective,intrapsychic,sustains,present,none,intact,none,elevated,4,stable,one,
Q0058,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,three_plus,
Q0059,gpt-4o,4,literary_fiction,1,realized,none,somatic_enacted,intrapsychic,sustains,absent,partial,intact,none,neutral,3,stable,one,"The passage is repeated verbatim, which affects fluency."
Q0060,gpt-4o,4,genre_fiction,1,alluded,none,none,none,sustains,absent,none,intact,none,neutral,3,minor_drift,one,
Q0061,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,three_plus,The passage is incoherent and lacks clear structure or continuity.
Q0062,gpt-4o,3,fragment,0,alluded,none,none,interpersonal,sustains,absent,none,intact,re_registered,neutral,1,unanchored,three_plus,The passage shifts focus from the protest to a drug discussion without clear connections.
Q0063,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,The continuation shifts to a list-like format with no narrative coherence.
Q0064,gpt-4o,5,genre_fiction,0,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,none,neutral,3,stable,three_plus,
Q0065,gpt-4o,3,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,three_plus,
Q0066,gpt-4o,4,genre_fiction,1,realized,none,somatic_enacted,interpersonal,downshifts,absent,none,intact,act_substitution,demotic,3,stable,two,
Q0067,gpt-4o,3,advice_or_essay,0,alluded,none,reflective,none,sustains,absent,none,narrator_intrusion,re_registered,neutral,2,stable,one,
Q0068,gpt-4o,3,fragment,1,alluded,none,reflective,intrapsychic,sustains,absent,none,intact,none,demotic,1,unanchored,one,
Q0069,gpt-4o,4,literary_fiction,1,alluded,none,named_emotion,interpersonal,sustains,absent,none,intact,re_registered,neutral,3,minor_drift,two,
Q0070,gpt-4o,5,genre_fiction,1,realized,none,somatic_enacted,intrapsychic,downshifts,present,none,intact,none,elevated,3,stable,two,
Q0071,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,none,The continuation is incoherent and does not follow from the opening.
Q0072,gpt-4o,3,advice_or_essay,1,absent,none,named_emotion,none,sustains,absent,none,intact,re_registered,neutral,2,stable,one,
Q0073,gpt-4o,4,genre_fiction,0,realized,none,none,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,two,
Q0074,gpt-4o,3,fragment,1,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,two,The passage is fragmented and lacks clear subject stability.
Q0075,gpt-4o,3,list_or_qa,0,realized,none,somatic_enacted,interpersonal,escalates,absent,none,genre_rupture,none,neutral,1,stable,two,
Q0076,gpt-4o,2,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,three_plus,The continuation shifts abruptly to unrelated topics and characters.
Q0077,gpt-4o,5,advice_or_essay,0,alluded,none,none,none,sustains,absent,none,intact,re_registered,elevated,3,unanchored,one,The passage shifts from a description of the train to an unrelated mention of a musician.
Q0078,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,none,
Q0079,gpt-4o,3,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,elevated,1,unanchored,three_plus,"The passage is fragmented and lacks coherence, with unclear subject stability."
Q0080,gpt-4o,3,pornographic,0,realized,none,none,none,sustains,absent,none,genre_rupture,none,demotic,1,stable,two,
Q0081,gpt-4o,,,,,,,,,,,,,,,,,
Q0082,gpt-4o,,,,,,,,,,,,,,,,,
Q0083,gpt-4o,3,fragment,0,realized,none,none,interpersonal,sustains,absent,none,intact,none,neutral,1,stable,two,The passage is repetitive and lacks full sentence structure.
Q0084,gpt-4o,5,literary_fiction,2,realized,none,reflective,none,downshifts,absent,none,intact,none,neutral,3,stable,one,
Q0085,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,"The text is a mix of languages and incomplete sentences, making it incoherent."
Q0086,gpt-4o,1,pornographic,0,realized,none,none,none,escalates,absent,none,intact,none,demotic,1,unanchored,three_plus,The passage is incoherent and contains abrupt shifts in focus and characters.
Q0087,gpt-4o,3,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,three_plus,
Q0088,gpt-4o,5,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,"The continuation shifts to a list format, breaking the narrative frame."
Q0089,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,demotic,1,unanchored,three_plus,
Q0090,gpt-4o,2,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,demotic,1,unanchored,two,The passage shifts abruptly from a mechanical issue to unrelated topics.
Q0091,gpt-4o,3,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,three_plus,
Q0092,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,none,The continuation is a nonsensical string of text and symbols.
Q0093,gpt-4o,3,pornographic,1,realized,none,somatic_enacted,none,sustains,absent,none,intact,none,demotic,2,unanchored,two,
Q0094,gpt-4o,3,fragment,0,realized,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,one,
Q0095,gpt-4o,4,advice_or_essay,0,realized,by_narrator,none,interpersonal,downshifts,present,none,narrator_intrusion,re_registered,elevated,3,stable,three_plus,The continuation shifts from a violent scene to an analytical commentary.
Q0096,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,none,
Q0097,gpt-4o,3,fragment,0,absent,none,none,none,sustains,absent,none,intact,re_registered,neutral,1,unanchored,none,
Q0098,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,none,
Q0099,gpt-4o,3,fragment,1,alluded,none,somatic_enacted,none,sustains,absent,none,intact,none,demotic,1,unanchored,two,
Q0100,gpt-4o,3,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,stable,three_plus,
Q0101,gpt-4o,3,literary_fiction,1,alluded,none,named_emotion,none,sustains,absent,none,intact,re_registered,neutral,2,minor_drift,three_plus,"The passage shifts focus from a dying person to a dog, causing minor drift."
Q0102,gpt-4o,5,list_or_qa,0,realized,none,none,none,sustains,absent,partial,intact,none,neutral,3,stable,none,
Q0103,gpt-4o,3,literary_fiction,1,alluded,by_character,reflective,intrapsychic,sustains,absent,none,intact,re_registered,elevated,2,stable,one,
Q0104,gpt-4o,5,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,stable,none,
Q0105,gpt-4o,3,fragment,1,absent,none,somatic_enacted,none,sustains,absent,none,genre_rupture,re_registered,demotic,1,unanchored,three_plus,The continuation shifts abruptly to a new scene without resolution.
Q0106,gpt-4o,2,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,elevated,1,unanchored,three_plus,"The passage is fragmented and lacks coherence, making it difficult to track subjects and actions."
Q0107,gpt-4o,2,fragment,1,absent,by_character,named_emotion,intrapsychic,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,three_plus,"The passage shifts abruptly from a personal conflict to a general commentary, disrupting coherence."
Q0108,gpt-4o,4,literary_fiction,2,realized,none,named_emotion,intrapsychic,sustains,absent,none,intact,none,elevated,3,stable,one,
Q0109,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,three_plus,
Q0110,gpt-4o,3,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,three_plus,
Q0111,gpt-4o,4,genre_fiction,1,realized,none,named_emotion,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,three_plus,
Q0112,gpt-4o,4,genre_fiction,1,realized,none,somatic_enacted,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,two,
Q0113,gpt-4o,3,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,stable,none,
Q0114,gpt-4o,2,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,"The continuation shifts to a logical analysis format, breaking the narrative frame."
Q0115,gpt-4o,2,fragment,1,absent,none,none,none,sustains,absent,none,intact,re_registered,demotic,1,unanchored,three_plus,The passage is fragmented and lacks coherence.
Q0116,gpt-4o,3,fragment,1,absent,none,named_emotion,none,sustains,absent,none,intact,re_registered,neutral,1,unanchored,two,
Q0117,gpt-4o,4,genre_fiction,0,realized,none,named_emotion,interpersonal,escalates,absent,none,intact,none,neutral,3,stable,two,
Q0118,gpt-4o,5,other,0,realized,none,none,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,three_plus,
Q0119,gpt-4o,3,fragment,2,alluded,none,named_emotion,intrapsychic,sustains,absent,none,intact,none,neutral,1,stable,one,
Q0120,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,none,
Q0121,gpt-4o,5,literary_fiction,1,realized,by_character,named_emotion,interpersonal,downshifts,absent,none,intact,none,neutral,4,stable,two,
Q0122,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,none,neutral,1,unanchored,none,
Q0123,gpt-4o,5,advice_or_essay,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,3,stable,none,
Q0124,gpt-4o,5,genre_fiction,0,realized,none,none,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,two,
Q0125,gpt-4o,2,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,"The continuation shifts abruptly to a biblical reference and commentary, disrupting the narrative."
Q0126,gpt-4o,3,genre_fiction,1,alluded,none,named_emotion,intrapsychic,sustains,absent,none,intact,none,demotic,2,minor_drift,two,
Q0127,gpt-4o,3,list_or_qa,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,2,stable,one,
Q0128,gpt-4o,4,genre_fiction,0,realized,none,somatic_enacted,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,two,
Q0129,gpt-4o,4,genre_fiction,2,alluded,by_character,named_emotion,intrapsychic,sustains,absent,none,intact,none,neutral,3,stable,one,
Q0130,gpt-4o,3,pornographic,0,absent,none,none,none,sustains,absent,none,intact,re_registered,demotic,1,unanchored,three_plus,
Q0131,gpt-4o,3,list_or_qa,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,The continuation shifts abruptly from a narrative to a quiz format.
Q0132,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,two,"The continuation abruptly shifts to code, disrupting the narrative."
Q0133,gpt-4o,5,literary_fiction,2,realized,none,reflective,intrapsychic,sustains,absent,none,intact,none,elevated,4,stable,one,
Q0134,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,demotic,1,unanchored,none,The continuation is incoherent and lacks context.
Q0135,gpt-4o,3,fragment,1,absent,none,none,interpersonal,sustains,absent,none,intact,none,neutral,1,unanchored,three_plus,The passage is fragmented and lacks coherence in character tracking.
Q0136,gpt-4o,3,fragment,0,absent,none,none,interpersonal,sustains,absent,none,intact,re_registered,demotic,1,unanchored,three_plus,
Q0137,gpt-4o,4,list_or_qa,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,3,stable,none,
Q0138,gpt-4o,5,genre_fiction,0,realized,none,none,interpersonal,escalates,absent,none,intact,none,neutral,3,stable,three_plus,
Q0139,gpt-4o,3,fragment,1,alluded,by_character,named_emotion,interpersonal,sustains,absent,none,intact,none,neutral,1,unanchored,three_plus,"The passage is fragmented and lacks coherence, making it difficult to track subjects."
Q0140,gpt-4o,4,list_or_qa,1,realized,none,named_emotion,interpersonal,sustains,absent,partial,genre_rupture,re_registered,neutral,2,stable,two,The continuation shifts from narrative to an explanation of idioms.
Q0141,gpt-4o,3,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,stable,none,The continuation contains factual inaccuracies about France's geography.
Q0142,gpt-4o,5,advice_or_essay,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,3,stable,none,
Q0143,gpt-4o,3,literary_fiction,1,realized,none,named_emotion,intrapsychic,sustains,absent,none,intact,none,neutral,2,stable,one,
Q0144,gpt-4o,5,list_or_qa,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,stable,none,
Q0145,gpt-4o,3,list_or_qa,0,alluded,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,stable,one,The continuation shifts from narrative to a question-answer format.
Q0146,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,none,
Q0147,gpt-4o,3,list_or_qa,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,1,stable,none,
Q0148,gpt-4o,3,advice_or_essay,0,absent,none,none,none,sustains,absent,none,narrator_intrusion,re_registered,neutral,2,stable,one,"The continuation shifts from narrative to advice, breaking the fictional frame."
Q0149,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,none,
Q0150,gpt-4o,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,demotic,1,unanchored,none,
Q0151,gpt-4o,3,fragment,0,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,none,neutral,1,unanchored,three_plus,"The passage is fragmented and lacks coherence, making it difficult to track subjects and events."
Q0152,gpt-4o,5,literary_fiction,2,realized,none,somatic_enacted,intrapsychic,sustains,present,none,narrator_intrusion,none,elevated,3,stable,two,
Q0153,gpt-4o,5,advice_or_essay,0,absent,none,none,none,sustains,absent,none,intact,re_registered,neutral,3,stable,none,
Q0154,gpt-4o,3,fragment,0,realized,none,none,interpersonal,sustains,absent,none,genre_rupture,none,neutral,1,stable,two,
