family,layer,mode,model_id,prompt_key,gen_idx,step,chosen_token,chosen_prob,entropy,eff_vocab,top1,top1_prob,top5_words
amber,base,raw,LLM360/Amber,anger,0,0,roll,0.0004678399709518999,4.839049339294434,126,kill,0.1181105449795723,kill|sc|hit|p|cry
amber,base,raw,LLM360/Amber,anger,0,1,over,0.13637703657150269,3.181267499923706,24,her,0.20392802357673645,her|over|up|down|on
amber,base,raw,LLM360/Amber,anger,0,2,and,0.6649668216705322,1.8170607089996338,6,and,0.6649668216705322,"and|on|,|.|in"
amber,base,raw,LLM360/Amber,anger,0,3,p,0.04244603216648102,4.609326362609863,100,die,0.10838974267244339,die|go|b|p|sleep
amber,base,raw,LLM360/Amber,anger,0,4,unch,0.9125965237617493,0.5275200605392456,1,unch,0.9125965237617493,unch|iss|um|ound|out
amber,base,raw,LLM360/Amber,anger,0,5,him,0.2307107001543045,3.4328196048736572,30,him,0.2307107001543045,him|the|her|me|someone
amber,base,raw,LLM360/Amber,anger,0,6,in,0.3757607042789459,2.5476694107055664,12,in,0.3757607042789459,"in|.|,|right|but"
amber,base,raw,LLM360/Amber,anger,0,7,his,0.052626095712184906,0.34865644574165344,1,the,0.9328198432922363,the|his||that|both
amber,base,raw,LLM360/Amber,anger,0,8,gre,0.0007547944551333785,4.711791515350342,111,face,0.20928357541561127,face|stupid|sm|fat|nose
amber,base,raw,LLM360/Amber,anger,0,9,asy,0.799573540687561,0.7164042592048645,2,asy,0.799573540687561,asy|edy|ased|ase|ed
amber,base,raw,LLM360/Amber,anger,0,10,bald,0.0072829159907996655,4.156274795532227,63,face,0.27328941226005554,"face|,|hair|little|head"
amber,base,raw,LLM360/Amber,anger,0,11,head,0.6060585379600525,1.81349778175354,6,head,0.6060585379600525,head|ing|spot|p|face
amber,base,raw,LLM360/Amber,anger,0,12,But,0.013515225611627102,2.1071829795837402,8,.,0.6213794350624084,".|,|!|but|and"
amber,base,raw,LLM360/Amber,anger,0,13,N,0.0007720343419350684,3.9548540115356445,52,she,0.3114608824253082,she|he|the|instead|that
amber,base,raw,LLM360/Amber,anger,0,14,ett,0.0021954302210360765,5.603614330291748,271,icole,0.06964488327503204,icole|ike|ora|ing|al
amber,base,raw,LLM360/Amber,anger,0,15,ie,0.842807412147522,0.8136091232299805,2,ie,0.842807412147522,ie|le|les|l|ies
amber,base,raw,LLM360/Amber,anger,0,16,refused,0.004795826505869627,5.0856428146362305,161,was,0.14015460014343262,was|had|'|said|would
