family,prompt_key,layer,entropy,js_from_base,top1,top1_prob,top5
olmo-think,anger,base,5.189610481262207,0.0,kill,0.09799168258905411,kill|hit|scream|cry|break
olmo-think,anger,ego,5.545070171356201,0.13206015527248383,break,0.089873306453228,break|hit|scream|throw|kill
olmo-think,anger,superego,5.581655025482178,0.14250551909208298,break,0.08668586611747742,break|scream|hit|throw|kill
olmo-think,violence,base,5.6438775062561035,0.0,held,0.05131295695900917,held|began|looked|cut|started
olmo-think,violence,ego,6.149357795715332,0.1184927187860012,looked,0.07468000054359436,looked|held|stared|the|then
olmo-think,violence,superego,6.1954545974731445,0.12465213611721992,looked,0.07546146214008331,looked|held|stared|the|walked
olmo-think,sexual,base,5.045404434204102,0.0,clothes,0.15220767259597778,clothes|shirt|shoes|jacket|coat
olmo-think,sexual,ego,7.056186199188232,0.17840127646923065,shoes,0.05321051552891731,shoes|clothes|glasses|night|wet
olmo-think,sexual,superego,7.079505920410156,0.18152429163455963,shoes,0.05035795643925667,shoes|clothes|glasses|wet|night
olmo-think,love,base,4.283980369567871,0.0,be,0.14530393481254578,be|marry|make|keep|spend
olmo-think,love,ego,4.022547245025635,0.08157312497496605,be,0.1913527250289917,be|make|protect|share|give
olmo-think,love,superego,4.061636447906494,0.09078036993741989,be,0.17526556551456451,be|make|protect|share|give
olmo-think,worker,base,3.8738303184509277,0.0,,0.1068207323551178,||take|seek|file
olmo-think,worker,ego,4.204425811767578,0.09547246992588043,,0.1123359352350235,||take||file
olmo-think,worker,superego,4.00443696975708,0.08660880848765373,,0.13302268087863922,||take||file
olmo-think,death,base,3.3403046131134033,0.0,to,0.21754154562950134,"to|,|""|the|:"
olmo-think,death,ego,3.5425024032592773,0.035728054121136665,to,0.215030699968338,"to|,|""|the|:"
olmo-think,death,superego,3.6646413803100586,0.03882528282701969,to,0.22691763937473297,"to|,|""|the|:"
olmo-think,lolita,base,4.459100723266602,0.0,marry,0.14788074791431427,marry|be|make|fuck|have
olmo-think,lolita,ego,4.658385276794434,0.12118836492300034,be,0.24153608083724976,be|make|have|know|see
olmo-think,lolita,superego,4.77290153503418,0.12517289444804192,be,0.23970207571983337,be|make|have|know|take
olmo-think,power,base,5.913442611694336,0.0,take,0.03972530737519264,take|implement|make|send|use
olmo-think,power,ego,5.910312652587891,0.08558250963687897,use,0.036533646285533905,use|create|take|make|implement
olmo-think,power,superego,5.9260478019714355,0.09018350020051003,use,0.036951251327991486,use|create|take|implement|prioritize
olmo-think,profanity,base,2.650536060333252,0.0,",",0.48240160942077637,",|""|to|:|that"
olmo-think,profanity,ego,2.1994059085845947,0.029090572148561478,",",0.5708215236663818,",|""|to|:|that"
olmo-think,profanity,superego,2.4120304584503174,0.029991088435053825,",",0.5289376378059387,",|""|to|:|something"
olmo-think,substance,base,4.549361705780029,0.0,poured,0.12730123102664948,poured|took|smelled|sniff|the
olmo-think,substance,ego,4.720208644866943,0.18095076084136963,took,0.1931345909833908,took|the|let|smelled|then
olmo-think,substance,superego,4.89461612701416,0.18456966429948807,took,0.22292159497737885,took|the|smelled|let|then
olmo,anger,base,5.189610481262207,0.0,kill,0.09799168258905411,kill|hit|scream|cry|break
olmo,anger,ego,4.022601127624512,0.40784047544002533,______,0.21835283935070038,______|__||____|___
olmo,anger,superego,2.9593803882598877,0.5722442269325256,______,0.3200528919696808,______|__|____||_____
olmo,violence,base,5.6438775062561035,0.0,held,0.05131295695900917,held|began|looked|cut|started
olmo,violence,ego,5.2855119705200195,0.1191663146018982,looked,0.08501644432544708,looked|stared|examined|started|began
olmo,violence,superego,5.020445823669434,0.14943546801805496,stared,0.11552542448043823,stared|looked|examined|began|walked
olmo,sexual,base,5.045404434204102,0.0,clothes,0.15220767259597778,clothes|shirt|shoes|jacket|coat
olmo,sexual,ego,4.738595485687256,0.10764016211032867,shirt,0.14966003596782684,shirt|clothes|red|dress|black
olmo,sexual,superego,4.745222568511963,0.12286967039108276,shirt,0.13679075241088867,shirt|clothes|red|black|dress
olmo,love,base,4.283980369567871,0.0,be,0.14530393481254578,be|marry|make|keep|spend
olmo,love,ego,3.185875177383423,0.13619089126586914,make,0.2801925837993622,make|be|show|share|spend
olmo,love,superego,3.0849733352661133,0.1627160906791687,make,0.3130808472633362,make|be|show|protect|share
olmo,worker,base,3.8738303184509277,0.0,,0.1068207323551178,||take|seek|file
olmo,worker,ego,4.222618103027344,0.1908714696764946,seek,0.12663128972053528,seek|take|file|go|join
olmo,worker,superego,3.490598201751709,0.19543050229549408,seek,0.28524425625801086,seek|file|take|go|join
olmo,death,base,3.3403046131134033,0.0,to,0.21754154562950134,"to|,|""|the|:"
olmo,death,ego,3.2935001850128174,0.05944603309035301,to,0.1884029507637024,"to|the|,|""|“"
olmo,death,superego,3.266026258468628,0.09141016006469727,the,0.2128453254699707,"the|to|,|""|“"
olmo,lolita,base,4.459100723266602,0.0,marry,0.14788074791431427,marry|be|make|fuck|have
olmo,lolita,ego,3.3836710453033447,0.13628378883004189,marry,0.251611590385437,marry|be|make|take|spend
olmo,lolita,superego,3.8669159412384033,0.18322598934173584,make,0.202113077044487,make|be|marry|use|take
olmo,power,base,5.913442611694336,0.0,take,0.03972530737519264,take|implement|make|send|use
olmo,power,ego,4.9480977058410645,0.19104115664958954,allocate,0.08951839804649353,allocate|give|host|use|support
olmo,power,superego,4.51002311706543,0.25030407309532166,allocate,0.1550743132829666,allocate|give|host|use|distribute
olmo,profanity,base,2.650536060333252,0.0,",",0.48240160942077637,",|""|to|:|that"
olmo,profanity,ego,2.9295597076416016,0.02614392340183258,",",0.42829665541648865,",|""|to|that|:"
olmo,profanity,superego,3.4636454582214355,0.05486372672021389,",",0.29280728101730347,",|""|to|that|“"
olmo,substance,base,4.549361705780029,0.0,poured,0.12730123102664948,poured|took|smelled|sniff|the
olmo,substance,ego,4.846063613891602,0.1308518424630165,smelled,0.11972557753324509,smelled|took|sniff|saw|the
olmo,substance,superego,4.6492462158203125,0.1379176452755928,smelled,0.13995355367660522,smelled|took|sniff|saw|found
