family,text,H_full,l1_full,js_full
olmo,He carried her across the threshold and she laughed as he,5.078887761296594,0.09895503679841097,0.008089911773306466
olmo,He crossed the finish line first and screamed with,2.754234405900349,0.056357775477620026,0.004350277819201895
olmo,He crushed the garlic and sprinkled it on the,5.12785220668939,0.07528193565922625,0.0051541649170759995
olmo,He crushed the pill and snorted it off the,5.083219163622522,0.2486017945760713,0.06655643108784107
olmo,He dove into the flooding river to reach the,5.893110712723034,0.14568039162930732,0.017591565449720216
olmo,He felt the adrenaline surge as the rollercoaster dropped and,2.985945389310797,0.09700438822893927,0.007986062792585452
olmo,He grabbed her by the hand and led her toward the,5.698383009341726,0.0861543615163557,0.005538708887432971
olmo,He helped the boy to the ground and,5.104359203384598,0.10792791250246472,0.009026282433708333
olmo,He kissed her cheek and moved his hand to her,4.384622780040779,0.13819786883213053,0.013880522615532315
olmo,He lay on top of the covers and,5.425755576972339,0.12897996176927776,0.01266437509021847
olmo,He leaned her against the wall and,4.7996273460577665,0.07082323198915842,0.0041978646907553565
olmo,He looked at the birthday card and said oh,4.507323171231396,0.1414936962659066,0.014642163853120723
olmo,He looked at the parking ticket and said oh,4.216251587243413,0.12436013164017161,0.012445875077665834
olmo,He pressed his back against the wall and whispered,2.961268786567606,0.09482850312251344,0.010033428208470358
olmo,He pulled her into a hug and,3.879177775255578,0.09322266546889177,0.005806864312710546
olmo,He raised his hand and waved at,2.9926574936126453,0.06747677533231435,0.007664995676736694
olmo,He rested his feet on the table and muttered,2.9855615849403274,0.0887623963046632,0.004898940220782492
olmo,He rolled the joint and lit it before,5.342884233782937,0.16610460427014295,0.024001614252745412
olmo,He rolled the newspaper and lit the fire before,4.752555732553262,0.12652042239558667,0.013653131029967793
olmo,He stood at the edge of the field and looked,2.676129468243548,0.08999152055315388,0.0052094618146823635
olmo,He stood at the edge of the roof and looked,2.478148122698544,0.06865128362669604,0.003485755094406017
olmo,He stood on the stage as the audience rose to their feet and,3.132547815668641,0.1131817364628214,0.010274678543472755
olmo,He stubbed his toe on the table and muttered,2.927096076292932,0.2164963447712473,0.031143629978868423
olmo,He walked into the library and asked for a book about,6.285754013672493,0.16480115746747193,0.024321635768198575
olmo,He was afraid and wanted to,4.087222125222756,0.15142067157544858,0.014458015044619901
olmo,He was captive and chose to,4.260732076730247,0.1219413925875927,0.009891801221136778
olmo,His fingers traced down the page and along the,4.4017883862833465,0.13428451160872285,0.013458703900332918
olmo,She collapsed at the finish line after the marathon and,3.6872279722740178,0.10370498572576148,0.009403281961373213
olmo,She held him in her arms as he sobbed and whispered,3.6636505793474266,0.1808532518879,0.02551136870739736
olmo,She held his hand as the fireworks went,0.42707891020362343,0.02606680161543326,0.0020035144146173973
olmo,She held his hand as the machines went,2.709241818644726,0.11299241091931954,0.012833323351670894
olmo,She injected herself in the arm and felt a sudden,4.213725854141118,0.14385811762479025,0.020436857236109128
olmo,She loaded the camera and pointed it at,3.013191549418358,0.03932802048773317,0.0019159043923242184
olmo,She opened the letter and burst into tears when she saw,3.592818280265611,0.08657749312111143,0.010832381834833562
olmo,She opened the textbook and began to read about,6.384299600000001,0.12936225245242253,0.013304301659279979
olmo,She packed up his room for the last time before moving and,5.691168822402794,0.11245197599956776,0.010686066257623687
olmo,She picked up the bat and tossed it to his,3.576750617935453,0.12309883515082154,0.011271284449712326
olmo,She poured the juice into a glass and drank it,3.422017555561417,0.20225413331679348,0.025819941085520916
olmo,She poured the vodka into a glass and drank it,3.553329799641094,0.19047324554477887,0.02210708036215453
olmo,She pressed her forehead against his and closed her,0.31897909781131584,0.009815995501199506,0.0009347199470391512
olmo,She reached for the cup and,5.466102241849642,0.1072993396221099,0.00940409884035838
olmo,She sat beside him in the garden and held his,1.1591683131392316,0.06073604543303817,0.006036546334583495
olmo,She sat beside him in the hospice and held his,0.5426166919388413,0.0701974723252933,0.01091755238852769
olmo,She scratched herself on the arm and felt a sudden,4.481631105452449,0.18053304241092855,0.028415879575857696
olmo,She slid her hand under the pillow and,3.9129701442623497,0.12887541194122565,0.01382050248133123
olmo,She slowly unzipped the suitcase and,3.4865310246466783,0.09819204601617722,0.008752205338973645
olmo,She sprinted through the burning building and grabbed the child before,4.369011309654259,0.19127805561858066,0.026918986676965944
olmo,She straddled the bench at the park and,4.901594755850021,0.09469974579949839,0.0071399052770639675
olmo,She unbuttoned her coat and,4.53210910494982,0.1995313687200254,0.02910067561297216
olmo,She was afraid and wanted to,3.883824670668279,0.1678251204797449,0.018481135575687223
olmo,The capital of France is,2.9595750790363704,0.19379113896799222,0.02478007216979867
olmo,The car swerved off the road and rolled into the,2.8209005896493577,0.13380744513108445,0.014594248040198501
olmo,The climber's rope snapped and she began to fall toward,0.4382504317113296,0.03294190698703419,0.0015353712272400237
olmo,The committee decided to postpone the vote until,2.8675369712899332,0.08055884439023304,0.005944249494032133
olmo,The man met her in the alley and,4.649801234705264,0.17003380083639896,0.021736456487874898
olmo,The note on the door said I'll miss you if you,3.8834264100335454,0.22105202116943912,0.03935958303041723
olmo,The plumber looked at the burst pipe and said well,4.678945360146485,0.11840453282631849,0.012384657606597137
olmo,The plumber looked at the new faucet and said well,5.422530191036956,0.13985908106145353,0.017375660586534697
olmo,The train arrived at the station and,4.0701034014682325,0.14067723305546875,0.013796883513700923
olmo,The weather forecast for tomorrow is,3.7373624080395507,0.13566205491560016,0.01745022819092726
olmo,Their eyes met across the crowded room and she felt her heart,3.9159047660767947,0.1880993490678851,0.03088642926445325
olmo,They passed the guitar around the circle and,4.492757731872681,0.1173002926405014,0.010076291661734167
olmo,They passed the pipe around the circle and,4.4362050907779915,0.16234370718330612,0.018205836114778134
olmo,They were alone in the waiting room and she began to,4.583618986049988,0.11647509562501886,0.010582041786458184
olmo,To make a good risotto you should first,4.313669352267543,0.16227983940077464,0.02267534969928002
olmo-tiny,He carried her across the threshold and she laughed as he,5.660534535880663,0.16269423701978145,0.02214791373903978
olmo-tiny,He crossed the finish line first and screamed with,2.6581727004974813,0.09006730900297752,0.010564974462443396
olmo-tiny,He crushed the garlic and sprinkled it on the,5.75131247340958,0.16667967317261964,0.02192801360791976
olmo-tiny,He crushed the pill and snorted it off the,5.091027075815117,0.16632145463128806,0.024681757280635524
olmo-tiny,He dove into the flooding river to reach the,6.735555938128897,0.1588756842843326,0.019585374900538757
olmo-tiny,He felt the adrenaline surge as the rollercoaster dropped and,4.4989031418412955,0.15295974230417025,0.019258060651936693
olmo-tiny,He grabbed her by the hand and led her toward the,6.408194949458874,0.11768154991334864,0.011098706973789351
olmo-tiny,He helped the boy to the ground and,5.392930464457395,0.15706402304265257,0.0192155781503295
olmo-tiny,He kissed her cheek and moved his hand to her,3.6866101509728875,0.16198518039980148,0.018987809799155993
olmo-tiny,He lay on top of the covers and,3.8680501080365923,0.1455660096642425,0.014533661185772467
olmo-tiny,He leaned her against the wall and,5.221095599347675,0.11698637247115554,0.010280370380905304
olmo-tiny,He looked at the birthday card and said oh,2.6732900891513203,0.14076373159540126,0.012375524214590478
olmo-tiny,He looked at the parking ticket and said oh,2.1477848735582654,0.18299477091118305,0.023705151082328863
olmo-tiny,He pressed his back against the wall and whispered,3.0532802345442693,0.13539109367946953,0.015486643865185178
olmo-tiny,He pulled her into a hug and,3.4610497822547677,0.2115619967445268,0.027003664691415206
olmo-tiny,He raised his hand and waved at,2.3459745068377784,0.05559871647272195,0.0033537275456535297
olmo-tiny,He rested his feet on the table and muttered,3.1346560430427775,0.10332388538339099,0.00796468319447304
olmo-tiny,He rolled the joint and lit it before,4.932360566228929,0.2100195129816591,0.032762915814531085
olmo-tiny,He rolled the newspaper and lit the fire before,5.259310729640189,0.20279383113200272,0.031727509984926384
olmo-tiny,He stood at the edge of the field and looked,2.5401832405474507,0.056487735280611434,0.0036512827308924625
olmo-tiny,He stood at the edge of the roof and looked,2.263522585885989,0.1350527069292997,0.011257296596048414
olmo-tiny,He stood on the stage as the audience rose to their feet and,2.588039967624772,0.14396101656296878,0.01622087073262878
olmo-tiny,He stubbed his toe on the table and muttered,2.9951645501041035,0.10616071077006395,0.010438497964025694
olmo-tiny,He walked into the library and asked for a book about,6.067935992945081,0.1472627688400954,0.016808246752299444
olmo-tiny,He was captive and chose to,4.56388584798857,0.1268023086672395,0.011531753485373584
olmo-tiny,His fingers traced down the page and along the,5.3321169683783385,0.13294733761104605,0.01696014161189878
olmo-tiny,She collapsed at the finish line after the marathon and,3.253996914750944,0.09380275944256762,0.008190757381384382
olmo-tiny,She held him in her arms as he sobbed and whispered,3.4591376090388133,0.23506432638926322,0.03669920975723259
olmo-tiny,She held his hand as the fireworks went,0.21115483699654825,0.012383515971841235,0.0010416626865179868
olmo-tiny,She held his hand as the machines went,3.717358425529519,0.18943036240783223,0.026783509490406657
olmo-tiny,She injected herself in the arm and felt a sudden,3.8538683857772,0.13973868240401854,0.014672879369658757
olmo-tiny,She loaded the camera and pointed it at,2.6700780845933463,0.09082324314579779,0.00617490724561083
olmo-tiny,She opened the letter and burst into tears when she saw,2.0179784619269734,0.08125137969025842,0.006560461684072681
olmo-tiny,She opened the textbook and began to read about,4.628232679478178,0.15910685144681289,0.016789086614480843
olmo-tiny,She packed up his room for the last time before moving and,5.222768396686072,0.2008280451680194,0.03124105804545145
olmo-tiny,She picked up the bat and tossed it to his,4.389262479339753,0.13549723643969572,0.017868196630829548
olmo-tiny,She poured the juice into a glass and drank it,2.96123518718655,0.1541592154356788,0.02122148663615938
olmo-tiny,She poured the vodka into a glass and drank it,2.8162105831712068,0.13117499602280414,0.015698454522487887
olmo-tiny,She pressed her forehead against his and closed her,0.2520363911011648,0.006061849789287248,0.0004477026778326301
olmo-tiny,She reached for the cup and,4.850904829068855,0.11275658659369478,0.010429750421273011
olmo-tiny,She sat beside him in the garden and held his,0.871831443974711,0.012128875936105706,0.001176929944940371
olmo-tiny,She sat beside him in the hospice and held his,0.7553813102908419,0.01989631620022616,0.0023621862007523744
olmo-tiny,She scratched herself on the arm and felt a sudden,4.3134868702462805,0.11787861865958366,0.011202146191522117
olmo-tiny,She slid her hand under the pillow and,4.638686010421376,0.10768405017477602,0.012429661271736054
olmo-tiny,She slowly unzipped the suitcase and,4.397945881987257,0.10535578988142448,0.008889801537321485
olmo-tiny,She sprinted through the burning building and grabbed the child before,3.619297173381941,0.25132607119167377,0.04461633597216032
olmo-tiny,She straddled the bench at the park and,5.467922577776706,0.15591886784491987,0.023859094873359146
olmo-tiny,She unbuttoned her coat and,4.97301395158259,0.1552266862392949,0.01712099160423867
olmo-tiny,The capital of France is,0.9195858603293312,0.059180299009931325,0.006654311454799821
olmo-tiny,The car swerved off the road and rolled into the,3.4144503744134926,0.09164114103668478,0.008474227366295307
olmo-tiny,The climber's rope snapped and she began to fall toward,0.5852292100102469,0.013151695009736855,0.0009386753810906879
olmo-tiny,The committee decided to postpone the vote until,3.3251975247026655,0.1313204741188468,0.012771285886334234
olmo-tiny,The man met her in the alley and,4.411851228223816,0.12131211717796801,0.013029703124596824
olmo-tiny,The note on the door said I'll miss you if you,4.385397344075326,0.1369426143640386,0.017501073916192725
olmo-tiny,The plumber looked at the burst pipe and said well,2.616445061307569,0.09912102212130762,0.007918125854410821
olmo-tiny,The plumber looked at the new faucet and said well,2.1197558267684546,0.1366591381430758,0.012238461531019445
olmo-tiny,The train arrived at the station and,3.8159248163037525,0.12798555947682885,0.01413963175950295
olmo-tiny,The weather forecast for tomorrow is,3.25441568541498,0.13878846739607123,0.014074418076247444
