ckpt_idx,role,arm,word,mass
0,base_step,inst,appeal,0.0
0,base_step,inst,consider,0.0
0,base_step,inst,contact,0.0
0,base_step,inst,ensure,0.0
0,base_step,inst,explain,0.0
0,base_step,inst,file,0.0
0,base_step,inst,note,0.0
0,base_step,inst,quit,0.0
0,base_step,inst,remind,0.0
0,base_step,inst,sue,0.0
0,base_step,inst,warn,0.0
0,base_step,indiv,appeal,0.0
0,base_step,indiv,consider,0.0
0,base_step,indiv,contact,0.0
0,base_step,indiv,ensure,0.0
0,base_step,indiv,explain,0.0
0,base_step,indiv,file,0.0
0,base_step,indiv,note,0.0
0,base_step,indiv,quit,0.0
0,base_step,indiv,remind,0.0
0,base_step,indiv,sue,0.0
0,base_step,indiv,warn,0.0
1,base_step,inst,appeal,0.0
1,base_step,inst,consider,0.00844274058888889
1,base_step,inst,contact,0.00240427085
1,base_step,inst,ensure,0.002467570838888889
1,base_step,inst,explain,0.0022734614222222225
1,base_step,inst,file,0.0001546829277777778
1,base_step,inst,note,0.003344929277777778
1,base_step,inst,quit,0.0
1,base_step,inst,remind,0.0004901348333333333
1,base_step,inst,sue,0.0003179558666666667
1,base_step,inst,warn,0.0004136913611111111
1,base_step,indiv,appeal,0.0
1,base_step,indiv,consider,0.006473827877777779
1,base_step,indiv,contact,0.003282159383333333
1,base_step,indiv,ensure,0.0025940215111111115
1,base_step,indiv,explain,0.0024080650944444445
1,base_step,indiv,file,0.0005336349888888888
1,base_step,indiv,note,0.004107294761111112
1,base_step,indiv,quit,0.0
1,base_step,indiv,remind,0.0006957418777777778
1,base_step,indiv,sue,0.0
1,base_step,indiv,warn,0.001086922538888889
2,base_step,inst,appeal,0.0
2,base_step,inst,consider,0.00437566
2,base_step,inst,contact,0.001339845588888889
2,base_step,inst,ensure,0.0004303119444444444
2,base_step,inst,explain,0.006216811077777777
2,base_step,inst,file,0.0002971551444444444
2,base_step,inst,note,0.027911779794444442
2,base_step,inst,quit,0.0
2,base_step,inst,remind,0.00377684126111111
2,base_step,inst,sue,0.00013696721666666667
2,base_step,inst,warn,0.0016127957499999998
2,base_step,indiv,appeal,0.0
2,base_step,indiv,consider,0.002383556172222222
2,base_step,indiv,contact,0.002556269788888889
2,base_step,indiv,ensure,0.0002085487277777778
2,base_step,indiv,explain,0.005983064594444445
2,base_step,indiv,file,0.0003370546333333333
2,base_step,indiv,note,0.02807751739999999
2,base_step,indiv,quit,0.0
2,base_step,indiv,remind,0.002226223672222222
2,base_step,indiv,sue,0.0
2,base_step,indiv,warn,0.0013039303444444443
3,base_step,inst,appeal,0.0
3,base_step,inst,consider,0.0065293632277777765
3,base_step,inst,contact,0.0002704755
3,base_step,inst,ensure,0.0001865042611111111
3,base_step,inst,explain,0.0021692642444444445
3,base_step,inst,file,0.0006245225499999999
3,base_step,inst,note,0.006092273566666666
3,base_step,inst,quit,0.0
3,base_step,inst,remind,0.0009107979722222221
3,base_step,inst,sue,6.292640555555556e-05
3,base_step,inst,warn,0.0022345620388888893
3,base_step,indiv,appeal,0.0
3,base_step,indiv,consider,0.0026885864
3,base_step,indiv,contact,0.0008127126277777777
3,base_step,indiv,ensure,7.988716111111111e-05
3,base_step,indiv,explain,0.0013868104333333334
3,base_step,indiv,file,0.0011015292555555554
3,base_step,indiv,note,0.005651991355555556
3,base_step,indiv,quit,0.0
3,base_step,indiv,remind,0.00036226666111111114
3,base_step,indiv,sue,0.0002633414
3,base_step,indiv,warn,0.00144372495
4,base_step,inst,appeal,5.5349983333333334e-05
4,base_step,inst,consider,0.007109852388888889
4,base_step,inst,contact,0.0007203419333333332
4,base_step,inst,ensure,0.0002170875611111111
4,base_step,inst,explain,0.004530595938888889
4,base_step,inst,file,0.00018956595000000002
4,base_step,inst,note,0.013893130044444445
4,base_step,inst,quit,0.00016496386666666667
4,base_step,inst,remind,0.0012902417777777779
4,base_step,inst,sue,7.497694444444444e-05
4,base_step,inst,warn,0.0016202906055555557
4,base_step,indiv,appeal,0.0
4,base_step,indiv,consider,0.0031305872055555554
4,base_step,indiv,contact,0.001311840511111111
4,base_step,indiv,ensure,0.0
4,base_step,indiv,explain,0.003006974377777778
4,base_step,indiv,file,0.0007620618055555555
4,base_step,indiv,note,0.013518909783333335
4,base_step,indiv,quit,7.944813888888889e-05
4,base_step,indiv,remind,0.0008234882055555557
4,base_step,indiv,sue,0.00010800507777777777
4,base_step,indiv,warn,0.0010532152333333333
5,base_step,inst,appeal,6.867885e-05
5,base_step,inst,consider,0.0067230481833333335
5,base_step,inst,contact,0.0009568698166666666
5,base_step,inst,ensure,0.00019230465000000003
5,base_step,inst,explain,0.006422864494444444
5,base_step,inst,file,0.00022769804444444446
5,base_step,inst,note,0.019502527177777774
5,base_step,inst,quit,0.00014216049444444443
5,base_step,inst,remind,0.002462198461111111
5,base_step,inst,sue,0.00043494403333333337
5,base_step,inst,warn,0.0026358245
5,base_step,indiv,appeal,6.481062777777777e-05
5,base_step,indiv,consider,0.0019146376555555557
5,base_step,indiv,contact,0.0011393864388888888
5,base_step,indiv,ensure,0.0
