ckpt_idx,role,arm,word,mass
0,base_step,inst,quit,0.0
0,base_step,inst,sue,0.0
0,base_step,inst,warn,0.0
0,base_step,inst,remind,0.0
0,base_step,inst,contact,0.0
0,base_step,inst,appeal,0.0
0,base_step,inst,ensure,0.0
0,base_step,inst,explain,0.0
0,base_step,indiv,quit,0.0
0,base_step,indiv,sue,0.0
0,base_step,indiv,warn,0.0
0,base_step,indiv,remind,0.0
0,base_step,indiv,contact,0.0
0,base_step,indiv,appeal,0.0
0,base_step,indiv,ensure,0.0
0,base_step,indiv,explain,0.0
1,base_step,inst,quit,0.0
1,base_step,inst,sue,0.0003179558666666667
1,base_step,inst,warn,0.0004136913611111111
1,base_step,inst,remind,0.0004901348333333333
1,base_step,inst,contact,0.00240427085
1,base_step,inst,appeal,0.0
1,base_step,inst,ensure,0.002467570838888889
1,base_step,inst,explain,0.0022734614222222225
1,base_step,indiv,quit,0.0
1,base_step,indiv,sue,0.0
1,base_step,indiv,warn,0.001086922538888889
1,base_step,indiv,remind,0.0006957418777777778
1,base_step,indiv,contact,0.003282159383333333
1,base_step,indiv,appeal,0.0
1,base_step,indiv,ensure,0.0025940215111111115
1,base_step,indiv,explain,0.0024080650944444445
2,base_step,inst,quit,0.0
2,base_step,inst,sue,0.00013696721666666667
2,base_step,inst,warn,0.0016127957499999998
2,base_step,inst,remind,0.00377684126111111
2,base_step,inst,contact,0.001339845588888889
2,base_step,inst,appeal,0.0
2,base_step,inst,ensure,0.0004303119444444444
2,base_step,inst,explain,0.006216811077777777
2,base_step,indiv,quit,0.0
2,base_step,indiv,sue,0.0
2,base_step,indiv,warn,0.0013039303444444443
2,base_step,indiv,remind,0.002226223672222222
2,base_step,indiv,contact,0.002556269788888889
2,base_step,indiv,appeal,0.0
2,base_step,indiv,ensure,0.0002085487277777778
2,base_step,indiv,explain,0.005983064594444445
3,base_step,inst,quit,0.0
3,base_step,inst,sue,6.292640555555556e-05
3,base_step,inst,warn,0.0022345620388888893
3,base_step,inst,remind,0.0009107979722222221
3,base_step,inst,contact,0.0002704755
3,base_step,inst,appeal,0.0
3,base_step,inst,ensure,0.0001865042611111111
3,base_step,inst,explain,0.0021692642444444445
3,base_step,indiv,quit,0.0
3,base_step,indiv,sue,0.0002633414
3,base_step,indiv,warn,0.00144372495
3,base_step,indiv,remind,0.00036226666111111114
3,base_step,indiv,contact,0.0008127126277777777
3,base_step,indiv,appeal,0.0
3,base_step,indiv,ensure,7.988716111111111e-05
3,base_step,indiv,explain,0.0013868104333333334
4,base_step,inst,quit,0.00016496386666666667
4,base_step,inst,sue,7.497694444444444e-05
