ckpt_idx,role,arm,word,mass
0,base_step,inst,explain,0.0
0,base_step,inst,ensure,0.0
0,base_step,inst,note,0.0
0,base_step,inst,contact,0.0
0,base_step,inst,consider,0.0
0,base_step,inst,file,0.0
0,base_step,indiv,explain,0.0
0,base_step,indiv,ensure,0.0
0,base_step,indiv,note,0.0
0,base_step,indiv,contact,0.0
0,base_step,indiv,consider,0.0
0,base_step,indiv,file,0.0
1,base_step,inst,explain,0.0022734614222222225
1,base_step,inst,ensure,0.002467570838888889
1,base_step,inst,note,0.003344929277777778
1,base_step,inst,contact,0.00240427085
1,base_step,inst,consider,0.00844274058888889
1,base_step,inst,file,0.0001546829277777778
1,base_step,indiv,explain,0.0024080650944444445
1,base_step,indiv,ensure,0.0025940215111111115
1,base_step,indiv,note,0.004107294761111112
1,base_step,indiv,contact,0.003282159383333333
1,base_step,indiv,consider,0.006473827877777779
1,base_step,indiv,file,0.0005336349888888888
2,base_step,inst,explain,0.006216811077777777
2,base_step,inst,ensure,0.0004303119444444444
2,base_step,inst,note,0.027911779794444442
2,base_step,inst,contact,0.001339845588888889
2,base_step,inst,consider,0.00437566
2,base_step,inst,file,0.0002971551444444444
2,base_step,indiv,explain,0.005983064594444445
2,base_step,indiv,ensure,0.0002085487277777778
2,base_step,indiv,note,0.02807751739999999
2,base_step,indiv,contact,0.002556269788888889
2,base_step,indiv,consider,0.002383556172222222
2,base_step,indiv,file,0.0003370546333333333
3,base_step,inst,explain,0.0021692642444444445
3,base_step,inst,ensure,0.0001865042611111111
3,base_step,inst,note,0.006092273566666666
3,base_step,inst,contact,0.0002704755
3,base_step,inst,consider,0.0065293632277777765
3,base_step,inst,file,0.0006245225499999999
3,base_step,indiv,explain,0.0013868104333333334
3,base_step,indiv,ensure,7.988716111111111e-05
3,base_step,indiv,note,0.005651991355555556
3,base_step,indiv,contact,0.0008127126277777777
3,base_step,indiv,consider,0.0026885864
3,base_step,indiv,file,0.0011015292555555554
4,base_step,inst,explain,0.004530595938888889
4,base_step,inst,ensure,0.0002170875611111111
4,base_step,inst,note,0.013893130044444445
4,base_step,inst,contact,0.0007203419333333332
4,base_step,inst,consider,0.007109852388888889
4,base_step,inst,file,0.00018956595000000002
4,base_step,indiv,explain,0.003006974377777778
4,base_step,indiv,ensure,0.0
4,base_step,indiv,note,0.013518909783333335
4,base_step,indiv,contact,0.001311840511111111
4,base_step,indiv,consider,0.0031305872055555554
4,base_step,indiv,file,0.0007620618055555555
5,base_step,inst,explain,0.006422864494444444
5,base_step,inst,ensure,0.00019230465000000003
5,base_step,inst,note,0.019502527177777774
5,base_step,inst,contact,0.0009568698166666666
5,base_step,inst,consider,0.0067230481833333335
5,base_step,inst,file,0.00022769804444444446
5,base_step,indiv,explain,0.003400997827777778
5,base_step,indiv,ensure,0.0
5,base_step,indiv,note,0.017978559833333334
5,base_step,indiv,contact,0.0011393864388888888
5,base_step,indiv,consider,0.0019146376555555557
5,base_step,indiv,file,0.0007401104166666667
6,base_step,inst,explain,0.0039930032777777775
6,base_step,inst,ensure,0.0001580714611111111
6,base_step,inst,note,0.012958382644444443
6,base_step,inst,contact,0.002798941766666667
6,base_step,inst,consider,0.008140051666666669
6,base_step,inst,file,0.0010799334944444445
6,base_step,indiv,explain,0.0020289416222222223
6,base_step,indiv,ensure,0.0
6,base_step,indiv,note,0.007338044794444444
6,base_step,indiv,contact,0.004064263894444444
6,base_step,indiv,consider,0.0022574086999999996
6,base_step,indiv,file,0.0023119214222222222
7,base_step,inst,explain,0.002143578238888889
7,base_step,inst,ensure,5.718138333333334e-05
7,base_step,inst,note,0.02302214655555556
7,base_step,inst,contact,0.001273827261111111
7,base_step,inst,consider,0.007808862105555556
7,base_step,inst,file,0.0018811436833333335
7,base_step,indiv,explain,0.00060326905
7,base_step,indiv,ensure,0.0
7,base_step,indiv,note,0.01860628462222222
7,base_step,indiv,contact,0.0018004301777777777
7,base_step,indiv,consider,0.0023507144
7,base_step,indiv,file,0.004520147566666665
8,base_step,inst,explain,0.0030458080277777785
8,base_step,inst,ensure,0.0
8,base_step,inst,note,0.011784438083333335
8,base_step,inst,contact,0.0011135448166666667
8,base_step,inst,consider,0.009248523655555556
8,base_step,inst,file,0.0016958237055555558
8,base_step,indiv,explain,0.000264394
8,base_step,indiv,ensure,0.0
8,base_step,indiv,note,0.007509310027777777
8,base_step,indiv,contact,0.0007360878055555556
8,base_step,indiv,consider,0.0019134496666666665
8,base_step,indiv,file,0.0035106980166666668
9,base_step,inst,explain,0.0020836678499999996
9,base_step,inst,ensure,0.00016568602222222223
9,base_step,inst,note,0.011101783544444445
9,base_step,inst,contact,0.0028703204055555553
9,base_step,inst,consider,0.00787534388888889
9,base_step,inst,file,0.0014607959722222226
9,base_step,indiv,explain,0.0005044978277777778
9,base_step,indiv,ensure,0.0
9,base_step,indiv,note,0.01253673176111111
9,base_step,indiv,contact,0.0016413519555555553
9,base_step,indiv,consider,0.00216194115
9,base_step,indiv,file,0.004408979266666666
10,base_step,inst,explain,0.0027263602111111114
10,base_step,inst,ensure,5.706242777777778e-05
10,base_step,inst,note,0.01111507321111111
10,base_step,inst,contact,0.002008510061111111
10,base_step,inst,consider,0.007256366777777779
10,base_step,inst,file,0.0016655183999999999
10,base_step,indiv,explain,0.0010317252944444444
10,base_step,indiv,ensure,0.0
10,base_step,indiv,note,0.016342540383333333
10,base_step,indiv,contact,0.0033892122333333326
10,base_step,indiv,consider,0.003108966866666667
10,base_step,indiv,file,0.009125398816666666
11,base_step,inst,explain,0.0024244411444444445
11,base_step,inst,ensure,0.00012296645
11,base_step,inst,note,0.015460248944444446
11,base_step,inst,contact,0.002102067288888889
11,base_step,inst,consider,0.006795964933333333
11,base_step,inst,file,0.0017594031388888888
11,base_step,indiv,explain,0.0009668311888888889
11,base_step,indiv,ensure,0.0
11,base_step,indiv,note,0.008554601383333336
11,base_step,indiv,contact,0.0014474223166666665
11,base_step,indiv,consider,0.0016961014611111115
11,base_step,indiv,file,0.005075211638888889
12,base_step,inst,explain,0.0035746212388888896
12,base_step,inst,ensure,6.989622222222221e-05
12,base_step,inst,note,0.008902683288888888
12,base_step,inst,contact,0.0016861020611111113
12,base_step,inst,consider,0.009810449861111114
12,base_step,inst,file,0.0009054858444444444
12,base_step,indiv,explain,0.0010131914222222221
12,base_step,indiv,ensure,0.0
12,base_step,indiv,note,0.010192461955555556
12,base_step,indiv,contact,0.0017661522055555556
12,base_step,indiv,consider,0.0027920808222222223
12,base_step,indiv,file,0.0034343250222222226
13,base_step,inst,explain,0.003811472238888889
13,base_step,inst,ensure,0.0
13,base_step,inst,note,0.01640379536111111
13,base_step,inst,contact,0.0012339686611111112
13,base_step,inst,consider,0.005062999955555554
13,base_step,inst,file,0.0031591846666666665
13,base_step,indiv,explain,0.0016068923277777777
13,base_step,indiv,ensure,0.0
13,base_step,indiv,note,0.01750572835555556
13,base_step,indiv,contact,0.0010964077333333333
13,base_step,indiv,consider,0.0022219386944444443
13,base_step,indiv,file,0.004954269472222223
14,base_step,inst,explain,0.0016370752444444443
14,base_step,inst,ensure,9.41513111111111e-05
14,base_step,inst,note,0.0089771231
14,base_step,inst,contact,0.0027115525
14,base_step,inst,consider,0.009479702900000001
14,base_step,inst,file,0.002125711283333333
14,base_step,indiv,explain,0.0005977011333333333
14,base_step,indiv,ensure,0.0
14,base_step,indiv,note,0.014200338466666665
14,base_step,indiv,contact,0.004165557755555556
14,base_step,indiv,consider,0.003931460638888888
14,base_step,indiv,file,0.007173927277777779
15,base_step,inst,explain,0.0033947180999999997
15,base_step,inst,ensure,8.062872222222221e-05
15,base_step,inst,note,0.010070059733333336
15,base_step,inst,contact,0.0010166684888888889
15,base_step,inst,consider,0.005201009294444444
15,base_step,inst,file,0.001408099288888889
15,base_step,indiv,explain,0.0012056538666666667
15,base_step,indiv,ensure,0.0
15,base_step,indiv,note,0.014273595500000002
15,base_step,indiv,contact,0.0028275492611111114
15,base_step,indiv,consider,0.002989419066666666
15,base_step,indiv,file,0.004183861755555555
16,base_step,inst,explain,0.0029890274833333334
16,base_step,inst,ensure,0.00013720099444444446
16,base_step,inst,note,0.009146055583333333
16,base_step,inst,contact,0.0020583387833333334
16,base_step,inst,consider,0.006549087344444445
16,base_step,inst,file,0.0019033816333333333
16,base_step,indiv,explain,0.0005985011111111111
16,base_step,indiv,ensure,0.0
16,base_step,indiv,note,0.008840002461111114
16,base_step,indiv,contact,0.0029242224333333334
16,base_step,indiv,consider,0.00196976575
16,base_step,indiv,file,0.010387733972222223
17,base_step,inst,explain,0.0062112043777777775
17,base_step,inst,ensure,0.00013367045
17,base_step,inst,note,0.016383499083333333
17,base_step,inst,contact,0.0012755983499999999
17,base_step,inst,consider,0.007011694816666667
17,base_step,inst,file,0.0009618570888888889
17,base_step,indiv,explain,0.0013838256333333335
17,base_step,indiv,ensure,0.0
17,base_step,indiv,note,0.006283767227777778
17,base_step,indiv,contact,0.0018604381055555555
17,base_step,indiv,consider,0.002460687766666666
17,base_step,indiv,file,0.007800107855555554
18,base_step,inst,explain,0.005855213783333333
18,base_step,inst,ensure,0.00016332962222222224
18,base_step,inst,note,0.015432036905555557
18,base_step,inst,contact,0.00198016175
18,base_step,inst,consider,0.009004986605555557
18,base_step,inst,file,0.0009170627888888887
18,base_step,indiv,explain,0.0021995705444444445
18,base_step,indiv,ensure,0.0
18,base_step,indiv,note,0.01561665918888889
18,base_step,indiv,contact,0.0025751398944444445
18,base_step,indiv,consider,0.0020821998277777776
18,base_step,indiv,file,0.008270568205555556
19,base_step,inst,explain,0.003428476883333333
19,base_step,inst,ensure,0.00011729456666666665
19,base_step,inst,note,0.008807746644444446
19,base_step,inst,contact,0.0009825139555555557
19,base_step,inst,consider,0.008127319305555554
19,base_step,inst,file,0.0017950217166666667
19,base_step,indiv,explain,0.0010097354611111112
19,base_step,indiv,ensure,0.0
19,base_step,indiv,note,0.008360902644444444
19,base_step,indiv,contact,0.0012447825111111112
19,base_step,indiv,consider,0.0015161237
19,base_step,indiv,file,0.007826972866666665
20,base_step,inst,explain,0.005288707472222222
20,base_step,inst,ensure,8.915310555555555e-05
20,base_step,inst,note,0.01647174733888889
20,base_step,inst,contact,0.0029563834888888885
20,base_step,inst,consider,0.00508737045
20,base_step,inst,file,0.0020327213666666666
20,base_step,indiv,explain,0.0022204206388888887
20,base_step,indiv,ensure,0.0
20,base_step,indiv,note,0.010523073355555558
20,base_step,indiv,contact,0.003234701594444444
20,base_step,indiv,consider,0.0012729562777777778
20,base_step,indiv,file,0.007149537727777778
21,base_step,inst,explain,0.006454154288888888
21,base_step,inst,ensure,0.00014206641666666668
21,base_step,inst,note,0.014119848122222226
21,base_step,inst,contact,0.0015157435888888886
21,base_step,inst,consider,0.007553330616666667
21,base_step,inst,file,0.0012481207333333332
21,base_step,indiv,explain,0.0017458644
21,base_step,indiv,ensure,0.0
21,base_step,indiv,note,0.011198317005555555
21,base_step,indiv,contact,0.0013615029166666667
21,base_step,indiv,consider,0.0014600123555555554
21,base_step,indiv,file,0.006163780922222223
22,base_step,inst,explain,0.013402831872222222
22,base_step,inst,ensure,0.0012449973777777779
22,base_step,inst,note,0.01432727388888889
22,base_step,inst,contact,0.0032706429666666662
22,base_step,inst,consider,0.012158902450000002
22,base_step,inst,file,0.0009383365444444445
22,base_step,indiv,explain,0.0027381270499999997
22,base_step,indiv,ensure,0.00013734621666666667
22,base_step,indiv,note,0.014554594794444447
22,base_step,indiv,contact,0.01451746905
22,base_step,indiv,consider,0.0064807801555555565
22,base_step,indiv,file,0.008249557316666668
23,base_step,inst,explain,0.011798101255555554
23,base_step,inst,ensure,0.002986703777777778
23,base_step,inst,note,0.007393441927777778
23,base_step,inst,contact,0.0025639765277777776
23,base_step,inst,consider,0.009747438616666668
23,base_step,inst,file,0.0013725081777777777
23,base_step,indiv,explain,0.0022485421444444443
23,base_step,indiv,ensure,7.65531e-05
23,base_step,indiv,note,0.005791482133333333
23,base_step,indiv,contact,0.007445051116666666
23,base_step,indiv,consider,0.006674576527777778
23,base_step,indiv,file,0.008620534333333334
24,base_step,inst,explain,0.014035136333333333
24,base_step,inst,ensure,0.00115624485
24,base_step,inst,note,0.0066337106555555535
24,base_step,inst,contact,0.0017182314555555557
24,base_step,inst,consider,0.014953322649999996
24,base_step,inst,file,0.0017284915944444446
24,base_step,indiv,explain,0.0020955811777777777
24,base_step,indiv,ensure,0.0
24,base_step,indiv,note,0.005290059088888889
24,base_step,indiv,contact,0.005626464899999999
24,base_step,indiv,consider,0.003405645133333333
24,base_step,indiv,file,0.01363857778888889
25,base_step,inst,explain,0.005933483044444444
25,base_step,inst,ensure,0.0010486491
25,base_step,inst,note,0.01508975825555555
25,base_step,inst,contact,0.0029578832777777783
25,base_step,inst,consider,0.0077019806888888875
25,base_step,inst,file,0.0015900431166666667
25,base_step,indiv,explain,0.0026153191722222222
25,base_step,indiv,ensure,0.0
25,base_step,indiv,note,0.01634449665
25,base_step,indiv,contact,0.003370557872222223
25,base_step,indiv,consider,0.0021624454222222223
25,base_step,indiv,file,0.010647282483333336
26,base_step,inst,explain,0.010930645438888888
26,base_step,inst,ensure,0.0009619241888888889
26,base_step,inst,note,0.013862337827777781
26,base_step,inst,contact,0.0032696021499999998
26,base_step,inst,consider,0.012067483022222223
26,base_step,inst,file,0.0008136347555555555
26,base_step,indiv,explain,0.0032204186111111106
26,base_step,indiv,ensure,0.0
26,base_step,indiv,note,0.00948732238888889
26,base_step,indiv,contact,0.010602841716666665
26,base_step,indiv,consider,0.004401600388888889
26,base_step,indiv,file,0.008526076794444446
27,base_step,inst,explain,0.005252019466666666
27,base_step,inst,ensure,0.000900921888888889
27,base_step,inst,note,0.009067844611111112
27,base_step,inst,contact,0.005520610933333333
27,base_step,inst,consider,0.008973335133333333
27,base_step,inst,file,0.0008757869833333333
27,base_step,indiv,explain,0.002090136188888889
27,base_step,indiv,ensure,0.0
27,base_step,indiv,note,0.013084479255555555
27,base_step,indiv,contact,0.005477985633333334
27,base_step,indiv,consider,0.003798683061111111
27,base_step,indiv,file,0.004873136694444445
28,base_step,inst,explain,0.0055464201
28,base_step,inst,ensure,0.00025768053888888885
28,base_step,inst,note,0.013772659911111111
28,base_step,inst,contact,0.004163730016666666
28,base_step,inst,consider,0.0062404348500000005
28,base_step,inst,file,0.0010838281166666668
28,base_step,indiv,explain,0.0019309303388888891
28,base_step,indiv,ensure,0.0
28,base_step,indiv,note,0.016306013955555556
28,base_step,indiv,contact,0.0037764125666666665
28,base_step,indiv,consider,0.0025392070166666667
28,base_step,indiv,file,0.004936276738888888
29,base_step,inst,explain,0.007477500094444446
29,base_step,inst,ensure,0.0
29,base_step,inst,note,0.02087543325555556
29,base_step,inst,contact,0.002594014877777778
29,base_step,inst,consider,0.006142193416666667
29,base_step,inst,file,0.0012739248166666666
29,base_step,indiv,explain,0.002253580938888889
29,base_step,indiv,ensure,0.0
29,base_step,indiv,note,0.01933527284444445
29,base_step,indiv,contact,0.003329415166666667
29,base_step,indiv,consider,0.0025780268999999996
29,base_step,indiv,file,0.004376876711111113
30,base_step,inst,explain,0.007505873322222222
30,base_step,inst,ensure,0.00028503074444444443
30,base_step,inst,note,0.01901251206111111
30,base_step,inst,contact,0.0039581378
30,base_step,inst,consider,0.006831809938888888
30,base_step,inst,file,0.001578192738888889
30,base_step,indiv,explain,0.0025430014999999998
30,base_step,indiv,ensure,0.0
30,base_step,indiv,note,0.010647179361111113
30,base_step,indiv,contact,0.011015135827777777
30,base_step,indiv,consider,0.00602483605
30,base_step,indiv,file,0.00916772163888889
31,base_step,inst,explain,0.002980460277777778
31,base_step,inst,ensure,0.0
31,base_step,inst,note,0.008423355649999999
31,base_step,inst,contact,0.0015480678999999998
31,base_step,inst,consider,0.005123685016666667
31,base_step,inst,file,0.0016266442055555557
31,base_step,indiv,explain,0.0008136584166666665
31,base_step,indiv,ensure,0.0
31,base_step,indiv,note,0.004750502755555555
31,base_step,indiv,contact,0.0029351773111111115
31,base_step,indiv,consider,0.0037753509166666677
31,base_step,indiv,file,0.0064983515388888895
32,base_step,inst,explain,0.004568652588888889
32,base_step,inst,ensure,5.748216666666666e-05
32,base_step,inst,note,0.01236232955
32,base_step,inst,contact,0.004662795505555556
32,base_step,inst,consider,0.0052701817666666664
32,base_step,inst,file,0.001901578
32,base_step,indiv,explain,0.001662150372222222
32,base_step,indiv,ensure,0.0
32,base_step,indiv,note,0.008422491638888889
32,base_step,indiv,contact,0.011728441177777778
32,base_step,indiv,consider,0.0073868291499999995
32,base_step,indiv,file,0.011514104150000001
33,base_step,inst,explain,0.00924243546111111
33,base_step,inst,ensure,7.482748333333334e-05
33,base_step,inst,note,0.015894566722222225
33,base_step,inst,contact,0.001797138672222222
33,base_step,inst,consider,0.005325422455555555
33,base_step,inst,file,0.0012450351777777778
33,base_step,indiv,explain,0.0025847787944444445
33,base_step,indiv,ensure,0.0
33,base_step,indiv,note,0.011412360255555556
33,base_step,indiv,contact,0.006514798083333333
33,base_step,indiv,consider,0.006124660316666667
33,base_step,indiv,file,0.010540237511111113
34,base_step,inst,explain,0.006277412022222222
34,base_step,inst,ensure,9.002597777777778e-05
34,base_step,inst,note,0.020208134238888887
34,base_step,inst,contact,0.002537048288888889
34,base_step,inst,consider,0.004895302788888889
34,base_step,inst,file,0.0022017974888888887
34,base_step,indiv,explain,0.0014002013
34,base_step,indiv,ensure,0.0
34,base_step,indiv,note,0.014713244344444444
34,base_step,indiv,contact,0.0030329858111111108
34,base_step,indiv,consider,0.004362778944444444
34,base_step,indiv,file,0.009262202194444447
35,base_step,inst,explain,0.0062515481611111106
35,base_step,inst,ensure,0.00010108117777777777
35,base_step,inst,note,0.012995300983333331
35,base_step,inst,contact,0.001786631111111111
35,base_step,inst,consider,0.003802760838888889
35,base_step,inst,file,0.0021308211
35,base_step,indiv,explain,0.0017469039
35,base_step,indiv,ensure,0.0
35,base_step,indiv,note,0.009903270122222222
35,base_step,indiv,contact,0.0017696383833333334
35,base_step,indiv,consider,0.0030164158388888886
35,base_step,indiv,file,0.004571146600000001
36,base_step,inst,explain,0.007645166649999999
36,base_step,inst,ensure,0.00022102451666666665
36,base_step,inst,note,0.014833383794444445
36,base_step,inst,contact,0.0013763303
36,base_step,inst,consider,0.004640218400000001
36,base_step,inst,file,0.0017782799944444446
36,base_step,indiv,explain,0.002011728722222222
36,base_step,indiv,ensure,0.0
36,base_step,indiv,note,0.014602788583333335
36,base_step,indiv,contact,0.0023172707777777777
36,base_step,indiv,consider,0.003175773383333333
36,base_step,indiv,file,0.006612066677777778
37,base_step,inst,explain,0.009539897066666666
37,base_step,inst,ensure,0.0004223763833333333
37,base_step,inst,note,0.02174629927777778
37,base_step,inst,contact,0.003330763844444444
37,base_step,inst,consider,0.005776669983333333
37,base_step,inst,file,0.0031294577555555556
37,base_step,indiv,explain,0.002581211333333334
37,base_step,indiv,ensure,0.0
37,base_step,indiv,note,0.014499249516666665
37,base_step,indiv,contact,0.005493718427777777
37,base_step,indiv,consider,0.004530236594444445
37,base_step,indiv,file,0.01107640573333333
38,base_step,inst,explain,0.006099623833333334
38,base_step,inst,ensure,9.550995555555555e-05
38,base_step,inst,note,0.019222779894444444
38,base_step,inst,contact,0.0026152439444444443
38,base_step,inst,consider,0.005501706972222222
38,base_step,inst,file,0.0029039240388888886
38,base_step,indiv,explain,0.002180837316666667
38,base_step,indiv,ensure,0.0
38,base_step,indiv,note,0.014630072688888891
38,base_step,indiv,contact,0.004253286755555556
38,base_step,indiv,consider,0.004997008705555556
38,base_step,indiv,file,0.008964971305555555
39,base_step,inst,explain,0.00780718668888889
39,base_step,inst,ensure,0.00012946560555555554
39,base_step,inst,note,0.022402433938888886
39,base_step,inst,contact,0.0019084007222222221
39,base_step,inst,consider,0.005292329483333333
39,base_step,inst,file,0.0023979986833333328
39,base_step,indiv,explain,0.0027943567833333335
39,base_step,indiv,ensure,0.0
39,base_step,indiv,note,0.01740546492222222
39,base_step,indiv,contact,0.00454650255
39,base_step,indiv,consider,0.004890377666666666
39,base_step,indiv,file,0.008845546377777779
40,base_step,inst,explain,0.006875523727777779
40,base_step,inst,ensure,0.00013197347777777778
40,base_step,inst,note,0.019650791072222222
40,base_step,inst,contact,0.001745009338888889
40,base_step,inst,consider,0.005288427622222222
40,base_step,inst,file,0.0023489110722222217
40,base_step,indiv,explain,0.0023220407111111114
40,base_step,indiv,ensure,0.0
40,base_step,indiv,note,0.014613198505555555
40,base_step,indiv,contact,0.0038230751777777777
40,base_step,indiv,consider,0.004840744294444444
40,base_step,indiv,file,0.008242990755555556
41,base_step,inst,explain,0.0068795922666666665
41,base_step,inst,ensure,0.0001324838888888889
41,base_step,inst,note,0.01965875435
41,base_step,inst,contact,0.0017424142777777776
41,base_step,inst,consider,0.005282723077777777
41,base_step,inst,file,0.0023499821444444447
41,base_step,indiv,explain,0.002323460933333333
41,base_step,indiv,ensure,0.0
41,base_step,indiv,note,0.014613732949999998
41,base_step,indiv,contact,0.003822582205555555
41,base_step,indiv,consider,0.0048281424444444445
41,base_step,indiv,file,0.008246440505555556
42,base_endpoint,inst,explain,0.006880287933333334
42,base_endpoint,inst,ensure,0.00013196948888888888
42,base_endpoint,inst,note,0.01964705335
42,base_endpoint,inst,contact,0.0017431140222222221
42,base_endpoint,inst,consider,0.005283795111111111
42,base_endpoint,inst,file,0.0023531126944444447
42,base_endpoint,indiv,explain,0.0023252893166666663
42,base_endpoint,indiv,ensure,0.0
42,base_endpoint,indiv,note,0.01460780353888889
42,base_endpoint,indiv,contact,0.0038241929277777775
42,base_endpoint,indiv,consider,0.004835842888888889
42,base_endpoint,indiv,file,0.008245421694444442
43,sft_step,inst,explain,0.008374836049999999
43,sft_step,inst,ensure,0.00035112889444444443
43,sft_step,inst,note,0.016479744672222227
43,sft_step,inst,contact,0.0024497857
43,sft_step,inst,consider,0.006928615116666666
43,sft_step,inst,file,0.0030405709888888886
43,sft_step,indiv,explain,0.0028136269055555555
43,sft_step,indiv,ensure,0.0
43,sft_step,indiv,note,0.012357346772222225
43,sft_step,indiv,contact,0.0071153326555555545
43,sft_step,indiv,consider,0.007455396527777779
43,sft_step,indiv,file,0.012391034705555555
44,sft_step,inst,explain,0.011404978933333334
44,sft_step,inst,ensure,0.001607500438888889
44,sft_step,inst,note,0.013433276044444446
44,sft_step,inst,contact,0.004704072511111112
44,sft_step,inst,consider,0.013452608522222223
44,sft_step,inst,file,0.004484918038888889
44,sft_step,indiv,explain,0.0029923369555555556
44,sft_step,indiv,ensure,0.0003532463777777778
44,sft_step,indiv,note,0.009112139805555553
44,sft_step,indiv,contact,0.017554894738888886
44,sft_step,indiv,consider,0.015181942527777782
44,sft_step,indiv,file,0.019145946672222226
45,sft_step,inst,explain,0.01449203983888889
45,sft_step,inst,ensure,0.0018706948888888891
45,sft_step,inst,note,0.012013742011111113
45,sft_step,inst,contact,0.005507271172222223
45,sft_step,inst,consider,0.01771894686111111
45,sft_step,inst,file,0.006249748172222222
45,sft_step,indiv,explain,0.004267362916666666
45,sft_step,indiv,ensure,0.0002597469555555555
45,sft_step,indiv,note,0.0074900689
45,sft_step,indiv,contact,0.02338804006111111
45,sft_step,indiv,consider,0.018126055611111108
45,sft_step,indiv,file,0.026518160877777783
46,sft_step,inst,explain,0.014939189783333334
46,sft_step,inst,ensure,0.0028942018222222216
46,sft_step,inst,note,0.009595880916666667
46,sft_step,inst,contact,0.008055090366666667
46,sft_step,inst,consider,0.021171811016666667
46,sft_step,inst,file,0.0046576503500000005
46,sft_step,indiv,explain,0.004337542561111111
46,sft_step,indiv,ensure,0.0005052841833333333
46,sft_step,indiv,note,0.0065876173222222225
46,sft_step,indiv,contact,0.038619105877777775
46,sft_step,indiv,consider,0.02116814171666667
46,sft_step,indiv,file,0.021975813383333334
47,sft_step,inst,explain,0.015038712272222223
47,sft_step,inst,ensure,0.004623723094444445
47,sft_step,inst,note,0.010327930055555557
47,sft_step,inst,contact,0.005439956361111112
47,sft_step,inst,consider,0.023634732022222226
47,sft_step,inst,file,0.004149608138888888
47,sft_step,indiv,explain,0.004967728227777777
47,sft_step,indiv,ensure,0.0007901286944444444
47,sft_step,indiv,note,0.006780241611111111
47,sft_step,indiv,contact,0.025952474811111112
47,sft_step,indiv,consider,0.024342247772222225
47,sft_step,indiv,file,0.021069847855555556
48,sft_step,inst,explain,0.02104233962777778
48,sft_step,inst,ensure,0.0043586279166666665
48,sft_step,inst,note,0.012255411855555556
48,sft_step,inst,contact,0.00589258415
48,sft_step,inst,consider,0.028318518111111118
48,sft_step,inst,file,0.0048291669277777775
48,sft_step,indiv,explain,0.00541291475
48,sft_step,indiv,ensure,0.0005991490944444444
48,sft_step,indiv,note,0.007453545866666665
48,sft_step,indiv,contact,0.030142126855555555
48,sft_step,indiv,consider,0.02999911438888889
48,sft_step,indiv,file,0.021571951983333337
49,sft_step,inst,explain,0.013490700949999997
49,sft_step,inst,ensure,0.0036966447500000003
49,sft_step,inst,note,0.011609777544444443
49,sft_step,inst,contact,0.0030200877722222227
49,sft_step,inst,consider,0.02750182818888889
49,sft_step,inst,file,0.005153616650000001
49,sft_step,indiv,explain,0.004240160161111111
