word,proj,pos,log_freq_rank
abandon,0.16478937053845494,vv0,8.678291111758565
abandoned,0.19409416292738732,vvn,8.515191188745565
accept,0.20917220615266066,vv0,7.289610521451167
accepted,0.23004087811974153,vvn,7.996317231796746
accessed,0.1963934892002375,vvn,9.209840246934501
accused,0.14827771890824398,vvn,8.17103418920548
acknowledge,0.2776667416368904,vv0,8.236685322712457
acknowledged,0.22997194631830561,vvd,8.645586406184636
acknowledging,0.18565869426027812,vvg,9.05005424204284
acted,0.15180797102709842,vvn,8.82790796297859
activated,0.21241654022865716,vvn,9.49228099379885
add,0.120362722117778,vv0,6.483107351457199
added,0.16587650745523186,vvd,7.306531398939505
adding,0.16245849518709832,vvg,7.635303886259415
address,0.23266205428381725,vv0,7.52131798019924
addressed,0.2197911181011301,vvn,8.226573474977114
addressing,0.1618587536882612,vvg,8.371242135931933
adjust,0.2018421911555553,vv0,8.392763113038061
adjusted,0.1995830938839187,vvn,8.778325928634482
administered,0.22709209046724926,vvn,8.650149418664864
admired,0.2244545344955233,vvd,9.1821466376054
admit,0.18967206510265433,vv0,7.8009820712577405
admitted,0.1918608616175132,vvd,8.377241230988792
adopt,0.21062355607188832,vv0,8.335671314792847
advise,0.24822292407773489,vv0,8.912338567117548
advised,0.23079996552758925,vvd,9.010791269515602
agree,0.23581002911617355,vv0,6.7912214627261855
agreed,0.21018389964524123,vvd,7.537430036586509
aimed,0.1334034912436387,vvn,8.21851757748959
air,0.10210083664222194,vv0,10.321177630266861
allow,0.18273502190407118,vv0,6.716594773520978
allowed,0.20223365681195754,vvn,7.167809184316444
amend,0.13036324829725704,vv0,9.635412009723266
amounted,0.19921211965024777,vvd,9.37143829231851
announced,0.24507411110792549,vvd,7.656337166430183
answered,0.20165672972397172,vvd,7.94873845481361
anticipate,0.18414524496203166,vv0,8.869679374733515
apologize,0.17277583226043447,vv0,8.713253274320705
apologized,0.20736765077166808,vvd,9.200693994924377
appealed,0.21135894781851142,vvn,9.36426245424844
appeared,0.23364770694561715,vvd,7.105786129481271
applied,0.20972930765743747,vvn,7.988542982737695
apply,0.19726087463358574,vv0,7.58629630715272
appreciate,0.30651532396826486,vv0,7.658227526161352
approached,0.2210594673474056,vvd,8.285008895449879
approaching,0.18742344697608174,vvg,8.319229938632326
approve,0.12252421842803146,vv0,8.631592731724734
approved,0.22377743216115725,vvn,8.263848131368906
argue,0.11201818653598657,vv0,7.55171221535131
argued,0.20282206385982707,vvd,8.123261319121745
arrange,0.21182624894986948,vv0,8.569785641535407
arranged,0.2247009046264887,vvn,8.55333223803211
arrested,0.19520291193505293,vvn,7.886457270977689
arrived,0.1597505826556795,vvd,7.5126175446745105
ask,0.11326693886281297,vv0,5.8888779583328805
asked,0.1435269066662151,vvd,5.723585101952381
asking,0.13502156787940278,vvg,7.00397413672268
assaulted,0.1941250516872248,vvn,9.536978699538377
assess,0.2547185783067285,vv0,8.07246736935477
assessed,0.22176905716564246,vvn,8.674367865788236
assign,0.14199185907846257,vv0,9.25674674479034
assisted,0.2219445636897097,vvn,9.443275825752862
assume,0.20483537641055283,vv0,7.718685495198466
assumed,0.23053535076396398,vvd,8.486940148245216
assured,0.2296207727207947,vvd,8.885440911707585
ate,0.0869478066388447,vvd,8.052614818815567
attached,0.21889515988534192,vvn,8.098338846189057
attacked,0.20608078538354557,vvn,8.56845648535378
attempted,0.22462194592691054,vvd,8.682877107057168
attend,0.21731213215943146,vv0,7.829232537543592
attended,0.2154016409432344,vvd,8.22282213081366
avoid,0.2269046657742947,vv0,7.036148493750536
avoided,0.21484924792388133,vvn,8.80492526261806
backed,0.15275628093672472,vvn,8.653296274408579
banged,0.17648223388835846,vvd,9.71522840307542
barked,0.11130089779893751,vvd,9.491073355339758
bathed,0.11718383750994665,vvn,9.603327958573235
beat,0.023213512331832248,vv0,7.644440761556566
became,0.16024407843072253,vvd,6.037870919922137
become,0.18958935835132185,vv0,6.013715156042802
beg,0.04690113919190711,vv0,8.970813341411448
began,0.2254425297988214,vvd,5.811140992976701
begged,0.16335984394852276,vvd,9.200087995511831
begin,0.20094817576721424,vv0,6.380122536899765
believe,0.2525256759136629,vv0,5.5909869805108565
bellowed,0.10708681265254613,vvd,9.862353009177573
bent,0.0447552076394113,vvd,8.624072553043334
betray,0.05325344313005066,vv0,9.486759252149254
billed,0.13536457902943017,vvn,9.435881047890113
blamed,0.10953986753514586,vvn,9.031094081699155
blasted,0.08208589677522324,vvd,9.493336482437249
bled,0.11666064734522553,vvn,10.001702600033083
bleed,0.11226351654604139,vv0,9.461021266283481
blessed,0.20134665429716397,vvn,9.106977858981029
blew,0.024424031140411417,vvd,8.286017468404763
blinked,0.17089819145136856,vvd,8.878358040627822
blocked,0.17353195885649203,vvn,8.974111581113318
blow,0.061243025989594704,vv0,8.309922989258318
blushed,0.11287276178481784,vvd,9.747359919824648
boarded,0.160688153443306,vvd,9.469777278987662
bolted,0.14712937088181344,vvn,9.75074421527093
booked,0.1492177050870601,vvn,9.421573272264558
borrowed,0.1855811132745582,vvn,9.283869605264298
bought,0.09279465814091575,vvd,7.484368643286131
bowed,0.07404887801345354,vvd,9.24319470884713
braced,0.16299691523443052,vvd,9.784197131344804
bragged,0.13451872496537348,vvd,9.997433165378656
breaking,0.12380892216830111,vvg,7.719573989259581
breathe,0.12050801496040658,vv0,8.350429973538136
breathed,0.19317969910322855,vvd,9.044049632254756
bring,0.1251350554134518,vv0,6.091309882077698
broke,0.03925613565323347,vvd,7.422971251049421
broken,0.12888880334094105,vvn,7.848153086199526
brought,0.1337164229420484,vvd,6.894670039433482
browsed,0.12744350440645058,vvd,10.675792433881902
brushed,0.1815276695599865,vvd,9.016876974763383
buckled,0.15769165934722645,vvn,10.132175704105688
build,0.0880102937512091,vv0,6.831953565565855
built,0.09131943173274511,vvn,7.023758954738443
buried,0.10828123506129528,vvn,8.159660737063376
burn,0.06101308064348375,vv0,8.268475388982598
burned,0.16759827747182762,vvn,8.435766192720509
bury,0.04735086683140422,vv0,9.031811613420924
buy,0.07461579623749878,vv0,6.424869023905388
calculate,0.16334122726191533,vv0,8.984693690443855
calculated,0.20923014494576045,vvn,8.703672758358856
call,0.052915092594068645,vv0,5.8805329864007
called,0.06779572622252909,vvn,5.666426688112432
came,0.09307269187037248,vvd,5.14166355650266
cancel,0.14392761830345197,vv0,9.090880931938855
captioned,0.19550005832796416,vvn,10.802835563679972
captured,0.224364493565241,vvn,8.406038142050075
caress,0.07852992958047297,vv0,10.150425752416055
caressed,0.09461492962411935,vvd,10.175116459665661
carried,0.12563956689279435,vvd,7.853993087224244
carry,0.13499608495122506,vv0,7.126087273299125
carve,0.08131005609355994,vv0,9.280332743796217
carved,0.11225110908277075,vvn,8.918650278126863
cashed,0.16747804544028067,vvd,10.191931834432474
cast,0.05963492804861425,vv0,8.364042011922063
catch,0.11527622951503601,vv0,7.479299637782834
catching,0.13366032907401898,vvg,8.460834457746854
caught,0.13604791893683996,vvn,7.407924322559599
caused,0.21182751030886038,vvn,7.687538766201629
cautioned,0.2242914296884802,vvd,9.656499466411903
celebrate,0.2724154927709192,vv0,8.249313746260636
challenged,0.21150518040158392,vvn,8.658692753689937
changed,0.17075291064205167,vvn,7.017506142941256
chanted,0.1981818509528795,vvd,9.81230384711351
charged,0.19123512406324442,vvn,7.772752716468742
chased,0.0891900344058871,vvd,9.403766708502243
chatted,0.17469007510902923,vvd,9.692766521220475
cheat,0.05654832387306124,vv0,9.279306576440906
check,0.14910516282270375,vv0,7.183111701743281
checked,0.18769619590791017,vvd,8.429672593886743
cheered,0.1928806858367149,vvd,9.50159106930499
chewed,0.1037147734643722,vvd,9.561490079872078
choke,0.046663719796435695,vv0,9.555843138911664
choked,0.12140662218202244,vvd,9.626217750431657
choose,0.17782413504693645,vv0,7.172424577124845
chose,0.1522344570321999,vvd,7.714677473800927
chuckled,0.14691822720767136,vvd,9.199784858036667
circled,0.14850140690582503,vvd,9.258273025731485
cite,0.12339568099462048,vv0,9.025816391627028
claimed,0.20701054755570797,vvd,8.018954683155718
clapped,0.134331969361177,vvd,9.531481398171628
clarify,0.17431957255546365,vv0,8.923324744067562
clasped,0.08399634536179855,vvd,9.787346917401315
cleaned,0.18449327052337988,vvn,9.058004710672485
cleared,0.17876142047869337,vvd,8.760453046315272
clenched,0.11543961989794928,vvd,9.675959402904095
clicked,0.18060374381837066,vvd,9.219696466900208
climb,0.15312138646156925,vv0,8.283999304248526
climbed,0.18473014185312578,vvd,8.282230063296685
clipped,0.09883798837855046,vvn,9.809231816610408
closed,0.13624202011361713,vvd,7.630946580890459
clung,0.05323480852790234,vvd,9.569342605674006
clutched,0.09742004020836682,vvd,9.47039427731049
cocked,0.1704135360275471,vvd,9.538420349034803
collapsed,0.21737987314463295,vvn,8.931948346431495
collect,0.16502419484391959,vv0,8.133000218583613
collected,0.21752329564792122,vvn,8.151333337900432
combine,0.19140974540326164,vv0,8.03398273468322
come,0.11047268249937978,vv0,4.969813299576001
commanded,0.20614456671013656,vvd,9.361944956108077
commented,0.20876298545677724,vvd,9.119101891541911
commit,0.0926071722727222,vv0,8.313116702819253
committed,0.21546555980500529,vvn,7.781138509845015
communicate,0.17237473987874052,vv0,8.22817689595132
compare,0.2458936069333647,vv0,8.0519780789023
compared,0.2346653856548924,vvn,7.141245122350491
complain,0.1853268172551235,vv0,8.453401058328458
complained,0.20488600030798726,vvd,8.442685139241176
completed,0.2250742497496859,vvn,7.989899374942939
comply,0.15636351475493476,vv0,8.82585367025321
concealed,0.16412698773194162,vvn,9.55824698622306
concede,0.19333641769384935,vv0,9.199582715323222
conclude,0.2554979633906552,vv0,8.564267598802166
concluded,0.24091987776843102,vvd,8.181440695719374
conduct,0.18972871408045883,vv0,8.246171559857563
conducted,0.20740402932212726,vvn,7.691200097522863
confess,0.19498047740605742,vv0,9.053101595549691
confessed,0.20724489382070385,vvd,9.117457244496126
confirm,0.25247510562824527,vv0,8.483429561263428
confirmed,0.2333069941687646,vvn,8.503905297089302
confront,0.1527300428505881,vv0,8.55756708555451
confronted,0.2149660610161122,vvn,8.846928500099018
connect,0.1910092118423021,vv0,8.310169021981912
connected,0.18841697068864363,vvn,8.04012466444838
consider,0.2961809483147892,vv0,6.672032945461067
considered,0.30610700909496147,vvn,6.827629234502852
constituted,0.2184243141184025,vvd,9.351492651732066
consult,0.19212563245174147,vv0,8.903407519932264
contacted,0.21736344531839213,vvd,9.163563180417254
contemplated,0.22554206156024859,vvd,9.83649268371185
continue,0.27113358464028436,vv0,6.376726947898627
continued,0.26367922753439543,vvd,7.215239978730097
convulse,0.16182922585220103,vv0,10.962336314087443
cook,0.06562745640742987,vv0,7.745435610274381
cooked,0.1777521727156344,vvn,8.9001399880938
copied,0.2215996857240796,vvn,9.582868979838082
count,0.10886669048165896,vv0,7.89989532313973
counted,0.17514256283071605,vvn,8.688959234270676
cover,0.14806294236858367,vv0,7.207118856207756
covered,0.157301605599785,vvn,7.538494999413465
cracked,0.17286809127771613,vvd,9.23200401161221
cradled,0.14794378023579305,vvd,10.035217323214022
crashed,0.16979357245242407,vvd,8.861350110795998
crawl,0.12774711564340271,vv0,9.092907275084087
crawled,0.18967940050131032,vvd,9.376786579611847
create,0.21313884436937464,vv0,6.535241271013659
created,0.22145670324215389,vvn,7.1853870155804165
crept,0.05359996794832416,vvd,9.268514936027255
cried,0.1535167288802455,vvd,8.106514516255185
cringed,0.20192181169977994,vvd,10.09295021748145
crossed,0.16341541650696184,vvd,8.316789127071518
crouched,0.11771196227354565,vvd,9.568923494184217
crumble,0.12301878128582217,vv0,9.627272811525241
crumple,0.14657684029181703,vv0,10.590163841965762
crushed,0.1893301906597166,vvn,9.120853205474647
cry,0.09286587516118287,vv0,8.136810863675537
cuddled,0.1579459745228607,vvd,10.612975492684125
cuffed,0.19693017575405433,vvd,10.31860591767243
cupped,0.09842176065926045,vvn,10.10659164851261
curled,0.1468858711689561,vvd,9.334503014596605
cursed,0.18953818343399814,vvd,9.547598014371232
cut,0.028897777477278785,vv0,6.520621127558696
damaged,0.20983205900502655,vvn,8.608495349823023
danced,0.1569652852958206,vvd,9.195226734166134
dangled,0.14367183927244995,vvd,10.016905519571685
darted,0.15583438578285486,vvd,9.549166977751137
dashed,0.08261811657578809,vvd,9.669093450449063
dated,0.1972664142283374,vvn,9.074864232413733
decide,0.21534238139840278,vv0,7.319202458767849
decided,0.22971072397138745,vvd,6.863803391452954
declare,0.20853429647963584,vv0,8.81877816903701
declared,0.21133252913190176,vvd,8.228710798793687
