word,proj,pos,log_freq_rank
abandon,0.1624081401599705,vv0,8.678291111758565
abandoned,0.19584763900777746,vvn,8.515191188745565
accept,0.20699397643807793,vv0,7.289610521451167
accepted,0.23222949373737622,vvn,7.996317231796746
accessed,0.19710218410016841,vvn,9.209840246934501
accused,0.14848692757769177,vvn,8.17103418920548
acknowledge,0.27361750339442503,vv0,8.236685322712457
acknowledged,0.23151941937039588,vvd,8.645586406184636
acknowledging,0.18504127627610673,vvg,9.05005424204284
acted,0.15071912158147535,vvn,8.82790796297859
activated,0.21254664894698702,vvn,9.49228099379885
add,0.12143436338049346,vv0,6.483107351457199
added,0.16629824213879854,vvd,7.306531398939505
adding,0.16155708514102268,vvg,7.635303886259415
address,0.23178520918386633,vv0,7.52131798019924
addressed,0.22249549836484764,vvn,8.226573474977114
addressing,0.16211354190109722,vvg,8.371242135931933
adjust,0.19843001133461108,vv0,8.392763113038061
adjusted,0.2011468986641141,vvn,8.778325928634482
administered,0.2287705369824965,vvn,8.650149418664864
admired,0.22559427313890362,vvd,9.1821466376054
admit,0.18741291846812674,vv0,7.8009820712577405
admitted,0.19344039970924493,vvd,8.377241230988792
adopt,0.2089847128050134,vv0,8.335671314792847
advise,0.24389344205343572,vv0,8.912338567117548
advised,0.23239575822541214,vvd,9.010791269515602
agree,0.23339370136692744,vv0,6.7912214627261855
agreed,0.20773683342470992,vvd,7.537430036586509
aimed,0.13521380468792865,vvn,8.21851757748959
air,0.09778216306371353,vv0,10.321177630266861
allow,0.18062859407091658,vv0,6.716594773520978
allowed,0.20168328162908844,vvn,7.167809184316444
amend,0.12852527765621924,vv0,9.635412009723266
amounted,0.20032539029506533,vvd,9.37143829231851
announced,0.24287524296949353,vvd,7.656337166430183
answered,0.1999812724964679,vvd,7.94873845481361
anticipate,0.18055297683878196,vv0,8.869679374733515
apologise,0.1598646440358013,vv0,11.211536548128285
apologize,0.1684588990299195,vv0,8.713253274320705
apologized,0.20500545956620875,vvd,9.200693994924377
appealed,0.21260600093340498,vvn,9.36426245424844
appeared,0.23223939571397606,vvd,7.105786129481271
applied,0.20794868573988823,vvn,7.988542982737695
apply,0.19519427695564723,vv0,7.58629630715272
appreciate,0.3032426339849462,vv0,7.658227526161352
approached,0.22355104713674262,vvd,8.285008895449879
approaching,0.18796741049852983,vvg,8.319229938632326
approve,0.12020146776536424,vv0,8.631592731724734
approved,0.2208428381986616,vvn,8.263848131368906
argue,0.11080613717817746,vv0,7.55171221535131
argued,0.20590930241052824,vvd,8.123261319121745
arrange,0.20772858285507603,vv0,8.569785641535407
arranged,0.226621839543843,vvn,8.55333223803211
arrested,0.1972332213536323,vvn,7.886457270977689
arrived,0.1588261465135825,vvd,7.5126175446745105
ask,0.11131045724163979,vv0,5.8888779583328805
asked,0.1439366026557299,vvd,5.723585101952381
asking,0.13302587769439145,vvg,7.00397413672268
assaulted,0.19480360852587386,vvn,9.536978699538377
assess,0.25161659949948606,vv0,8.07246736935477
assessed,0.22378591150578103,vvn,8.674367865788236
assign,0.13825052055595338,vv0,9.25674674479034
assisted,0.22351245845202847,vvn,9.443275825752862
assume,0.20140664482406162,vv0,7.718685495198466
assumed,0.23237189648681233,vvd,8.486940148245216
assured,0.2314079974454064,vvd,8.885440911707585
ate,0.08613006961795075,vvd,8.052614818815567
attached,0.2170745751086011,vvn,8.098338846189057
