word,diff,lo,hi,mde,p,bonf
a,-8.781877617711883e-05,-0.0007509160001038015,0.0005752784477495639,0.0009472817484666896,0.7964582618575791,False
accept,0.003508340394991915,-0.0035346831760807965,0.010551363966064627,0.010061462244389585,0.3344889422159592,False
act,0.00105745054645598,0.0004398740466880417,0.0016750270462239183,0.0008822521425256261,0.001687049205293046,False
add,-0.0012224702439365153,-0.005957118740159164,0.0035121782522861337,0.0067637835660323544,0.6154568668647502,False
address,0.0031796301024214213,0.0014669966086537345,0.004892263596189108,0.002446619276810981,0.0007436728263577903,False
admit,-0.0012872465115203909,-0.0021937183528140053,-0.00038077467022677627,0.001294959773276592,0.008030108916317322,False
advise,0.0028904305689270706,0.0016652865825228823,0.004115574555331259,0.0017502056948631261,3.571662636304461e-05,True
agree,-0.003204362567180012,-0.00448104608550713,-0.0019276790488528942,0.001823833597610168,1.3823017820204237e-05,True
all,-0.0016021421391386017,-0.0031603602893962336,-4.39239888809697e-05,0.002226025928939474,0.05030792447397578,False
already,0.00033200068268746807,-0.0004271035065470891,0.0010911048719220253,0.0010844345560493674,0.39618692023525054,False
also,0.003784839850953944,-0.0010170815807836954,0.008586761282691584,0.006859887759625198,0.12988298494808376,False
am,-0.0018186069042165202,-0.00274200578440137,-0.0008952080240316703,0.0013191412574069285,0.00038454342161394145,False
answer,-0.0013670683382808193,-0.002654206049704201,-7.993062685743768e-05,0.0018387681591762592,0.04350039385446762,False
appeal,-0.0012593519196323283,-0.004760544323494779,0.0022418404842301223,0.005001703434089216,0.48470370215044695,False
apply,-0.00010969235190559431,-0.001294459148704393,0.0010750744448932044,0.0016925239954268553,0.8568733625762911,False
are,-0.0010314323040477602,-0.0017089976352658504,-0.0003538669728296699,0.0009679504731687003,0.004730135175085137,False
ask,0.0020858669438561963,-0.005343656532798422,0.009515390420510816,0.010613604966649454,0.5850440223671054,False
asked,-0.0014616423005346915,-0.0032646961724266286,0.0003414115713572456,0.0025757912455599097,0.1195901484281657,False
assume,-1.0890531635274882e-05,-0.0010103144052973768,0.0009885333420268272,0.00142774839094586,0.9830614258441206,False
at,-0.000546476048902517,-0.0013992857988911814,0.00030633370108614747,0.001218299642840949,0.21607316693924308,False
avoid,0.001831567093230347,0.0009772076502774392,0.002685926536183255,0.0012205134899327251,0.00013511027963680365,True
be,-0.007989226158551167,-0.011785823422668377,-0.004192628894433957,0.0054237103773103,0.00017167844028995833,True
believe,-0.0029154297792116576,-0.005043666496042223,-0.0007871930623810919,0.003040338166900808,0.010339528089444433,False
both,0.0020333740858351703,-0.001185029276193,0.005251777447863341,0.004597719088611672,0.22247448565737452,False
bring,-0.000836183061567968,-0.0023574411820594717,0.0006850750589235359,0.002173225886416434,0.2874757012790644,False
buy,0.0011832335146315883,0.0004924288246717348,0.0018740382045914418,0.0009868638427997906,0.001681647536230433,False
call,-0.002839011320849569,-0.005299072052098718,-0.00037895058960042,0.0035143724732130694,0.028938250304193024,False
called,0.002055052906068005,0.0008270227815629486,0.003283083030573061,0.0017543287492929375,0.00209210423899991,False
can,0.002865472118718253,0.0017263912106630923,0.004004553026773414,0.001627258440078801,1.333299379946257e-05,True
can't,0.0007096283801681266,-0.0009655334271394437,0.0023847901874756968,0.0023930882961536717,0.4110692184954591,False
cancel,0.0029814223253233347,0.0009312457833441424,0.005031598867302527,0.002928823631398846,0.006742197036216491,False
cannot,-0.0005189323182558615,-0.001581983349723578,0.0005441187132118549,0.0015186443306681662,0.34415286871801526,False
challenge,-0.0018751218868632805,-0.0027856557027926506,-0.0009645880709339103,0.0013007625941848144,0.0002250939102718337,True
change,-0.0003609916105086879,-0.0016736980739095364,0.0009517148528921607,0.0018752949477154977,0.5927353919160678,False
charge,-0.0011233499011015313,-0.002089261407561553,-0.00015743839464150966,0.0013798735806571736,0.027783661643794463,False
check,-0.0005186663597616805,-0.0018389479563930482,0.0008016152368696873,0.0018861165666162394,0.4456230728157318,False
clarify,0.004629708532614656,0.002328392916423137,0.006931024148806175,0.0032875937374164553,0.0002992156674244022,False
close,-0.001262608576626403,-0.002269323296610392,-0.000255893856642414,0.0014381638856914127,0.01817003929289091,False
complain,0.006970644663857091,0.0047081151806375315,0.00923317414707665,0.003232184976027942,3.495441563617902e-07,True
consider,-0.0011926554974714951,-0.0036911931548784024,0.0013058821599354123,0.003569339510581296,0.35483326878037325,False
consult,-0.0009297542702232761,-0.002186477931046687,0.00032696939060013457,0.0017953195154620154,0.15447037963206572,False
contact,-0.010357308952073223,-0.01396334231185318,-0.006751275592293266,0.005151476228257082,1.3525366225116662e-06,True
contacted,0.0006726624496857001,-0.0001403133691556675,0.0014856382685270678,0.0011613940269162395,0.11234768559166167,False
continue,0.0010421826284827363,5.1338038763051094e-05,0.0020330272182024216,0.0014154922710281214,0.04547497831273676,False
could,0.00017378686287011192,-0.0005039915937445082,0.0008515653194847321,0.0009682549380208859,0.6179008616406698,False
cut,-0.0011679096497056788,-0.002418855122754621,8.303582334326311e-05,0.0017870649614984883,0.07436877504319722,False
decide,0.0010846381802620188,0.00032848319657327737,0.0018407931639507604,0.0010802214052696307,0.007463584718525973,False
decided,0.0005633186584035943,-0.0001435213187313374,0.0012701586355385259,0.0010097713959070452,0.1257855152261127,False
did,-0.0003721438219320515,-0.0013384670116738115,0.0005941793678097085,0.0013804616996310854,0.45456781117275846,False
didn't,0.00048487240483070326,-0.002112311875120625,0.003082056684782031,0.0037102632570733254,0.7162648295535247,False
discuss,0.0025097889770676926,0.0011265662224962981,0.003893011731639087,0.001976032506530563,0.0009473046748688717,False
dispute,-0.00169117255321496,-0.002618096432254401,-0.0007642486741755189,0.0013241769700563443,0.0008943450712496881,False
do,-0.001719531724270104,-0.0050090802661523935,0.0015700168176121852,0.0046993550598318405,0.3114441315370616,False
document,0.0029904002563909487,0.0018585693330696459,0.004122231179712252,0.0016169013190304325,5.952413547880902e-06,True
don,-0.0014643922599077257,-0.002789995879503194,-0.00013878864031225736,0.0018937194565649548,0.036100968899014214,False
don't,0.0008765007241997247,-0.0010036859869303329,0.002756687435329782,0.002685981015900082,0.36608605799134974,False
drop,-0.0019180661073172113,-0.002865705064731492,-0.0009704271499029307,0.001353769939163258,0.0002780911789959309,False
ensure,0.0029308534170310765,0.0021789565108936496,0.0036827503231685035,0.0010741384373391815,1.7915086248027502e-09,True
escalate,-0.003156581749007352,-0.00489126015178204,-0.001421903346232664,0.00247811200396384,0.0009193133541665068,False
