word,proj,pos,log_freq_rank
abandon,0.14630442918741265,vv0,8.678291111758565
abandoned,0.18625407678471284,vvn,8.515191188745565
accept,0.20269001224079247,vv0,7.289610521451167
accepted,0.2147823470696854,vvn,7.996317231796746
accessed,0.18955712264773084,vvn,9.209840246934501
accused,0.14748406356563784,vvn,8.17103418920548
acknowledge,0.23925947577103363,vv0,8.236685322712457
acknowledged,0.20405377422401202,vvd,8.645586406184636
acknowledging,0.1588943730063867,vvg,9.05005424204284
acted,0.13088790506235146,vvn,8.82790796297859
activated,0.2076245627462459,vvn,9.49228099379885
add,0.13862684272642806,vv0,6.483107351457199
added,0.16943435902173426,vvd,7.306531398939505
adding,0.1658219302279707,vvg,7.635303886259415
address,0.2598473158411711,vv0,7.52131798019924
addressed,0.24815965002311752,vvn,8.226573474977114
addressing,0.18366689903955635,vvg,8.371242135931933
adjust,0.1924809144123979,vv0,8.392763113038061
adjusted,0.20110279305209885,vvn,8.778325928634482
administered,0.21668828695355452,vvn,8.650149418664864
admired,0.19443705958700502,vvd,9.1821466376054
admit,0.16106460930248068,vv0,7.8009820712577405
admitted,0.16347975911917936,vvd,8.377241230988792
adopt,0.18935645669714785,vv0,8.335671314792847
advise,0.20686905673184447,vv0,8.912338567117548
advised,0.2094069301642241,vvd,9.010791269515602
agree,0.21689111877105421,vv0,6.7912214627261855
agreed,0.17966884304890102,vvd,7.537430036586509
aimed,0.15716254215765857,vvn,8.21851757748959
air,0.12148881280887588,vv0,10.321177630266861
allow,0.17603385422186069,vv0,6.716594773520978
allowed,0.19190604281559157,vvn,7.167809184316444
amend,0.09710907261085819,vv0,9.635412009723266
amounted,0.19388130261711295,vvd,9.37143829231851
announced,0.25064171017436077,vvd,7.656337166430183
answered,0.1962395305835393,vvd,7.94873845481361
anticipate,0.12568680041357363,vv0,8.869679374733515
apologize,0.1516669029830643,vv0,8.713253274320705
apologized,0.1921463127726824,vvd,9.200693994924377
appealed,0.18053552552692054,vvn,9.36426245424844
appeared,0.2445125240554713,vvd,7.105786129481271
applied,0.18631079847933324,vvn,7.988542982737695
apply,0.18596653988119313,vv0,7.58629630715272
appreciate,0.2799609428721325,vv0,7.658227526161352
approached,0.22410270469822438,vvd,8.285008895449879
approaching,0.18078991423279883,vvg,8.319229938632326
approve,0.07658115273254715,vv0,8.631592731724734
approved,0.1904245403746317,vvn,8.263848131368906
argue,0.10243249653659234,vv0,7.55171221535131
argued,0.2096286610883009,vvd,8.123261319121745
arrange,0.19460749694154722,vv0,8.569785641535407
arranged,0.22053925736129842,vvn,8.55333223803211
arrested,0.22345253490652006,vvn,7.886457270977689
arrived,0.17428414859973224,vvd,7.5126175446745105
ask,0.11472993656137992,vv0,5.8888779583328805
asked,0.15023995040213298,vvd,5.723585101952381
asking,0.12718704454291868,vvg,7.00397413672268
assaulted,0.20115852533481013,vvn,9.536978699538377
assess,0.22581901325728004,vv0,8.07246736935477
assessed,0.1981591731857105,vvn,8.674367865788236
assign,0.11329805079470939,vv0,9.25674674479034
assisted,0.20646060788127807,vvn,9.443275825752862
assume,0.15793781129493906,vv0,7.718685495198466
assumed,0.19746737991450397,vvd,8.486940148245216
assured,0.205340581874346,vvd,8.885440911707585
ate,0.10739966738280624,vvd,8.052614818815567
attached,0.22471910563937014,vvn,8.098338846189057
attacked,0.23260266832479334,vvn,8.56845648535378
attempted,0.20082236132198164,vvd,8.682877107057168
attend,0.22039402664747126,vv0,7.829232537543592
attended,0.22449015211314055,vvd,8.22282213081366
