b16e773108c6194b	向他	PN	other	0
b16e773108c6194b	道	VV	verb	1
b16e773108c6194b	走了	AS	other	0
b16e773108c6194b	攻击	VV	verb	1
b16e773108c6194b	说“	PU	other	0
b16e773108c6194b	暗	VV	verb	1
b16e773108c6194b	看到	VV	verb	1
b16e773108c6194b	放弃	VV	verb	1
b16e773108c6194b	走到	VV	verb	1
b16e773108c6194b	们	NN	noun	0
b16e773108c6194b	伸出手	NN	noun	0
b16e773108c6194b	看了	AS	other	0
b16e773108c6194b	轻触	VA	verb	1
b16e773108c6194b	pulled	VV	verb	1
b16e773108c6194b	轻	AD	adverb	1
b16e773108c6194b	变得	VV	verb	1
b16e773108c6194b	被	SB	other	1
b16e773108c6194b	你	PN	other	1
b16e773108c6194b	继续前进	VV	verb	0
b16e773108c6194b	闭	VV	verb	1
b16e773108c6194b	在黑暗	JJ	adjective	0
b16e773108c6194b	开	VV	verb	1
b16e773108c6194b	伸手	VV	verb	1
b16e773108c6194b	伸	VV	verb	1
b16e773108c6194b	双方	PN	other	1
b16e773108c6194b	两个	M	other	0
b16e773108c6194b	低声	AD	adverb	1
b16e773108c6194b	在	VV	verb	1
b16e773108c6194b	把他	PN	other	0
b16e773108c6194b	猛地	VV	verb	1
b16e773108c6194b	突	VV	verb	1
b16e773108c6194b	他也	AD	adverb	0
b16e773108c6194b	一个	AD	adverb	1
b16e773108c6194b	放	VV	verb	1
b16e773108c6194b	<0xE7>	PU	other	0
b16e773108c6194b	轻轻抚	AS	other	0
b16e773108c6194b	转过身	VV	verb	0
b16e773108c6194b	举起	VV	verb	1
b16e773108c6194b	点得	VV	verb	0
b16e773108c6194b	点	AD	adverb	1
b16e773108c6194b	轻轻地	DEV	other	0
b16e773108c6194b	才	AD	adverb	1
b16e773108c6194b	抬起	VV	verb	1
b16e773108c6194b	它	PN	other	1
b16e773108c6194b	Their	NN	noun	0
b16e773108c6194b	抱住	VV	verb	1
b16e773108c6194b	站	VV	verb	1
b16e773108c6194b	摇了	AS	other	0
b16e773108c6194b	露出	VV	verb	1
b16e773108c6194b	便	AD	adverb	1
b16e773108c6194b	问道	VV	verb	1
b16e773108c6194b	问	VV	verb	1
b16e773108c6194b	去	VV	verb	1
b16e773108c6194b	慢	AD	adverb	1
b16e773108c6194b	nodded	NR	noun	1
b16e773108c6194b	抓住	VV	verb	1
b16e773108c6194b	握住	VV	verb	1
b16e773108c6194b	正式	AD	adverb	1
b16e773108c6194b	将他	PN	other	0
b16e773108c6194b	也	AD	adverb	1
b16e773108c6194b	像	VV	verb	1
b16e773108c6194b	却	AD	adverb	1
b16e773108c6194b	引起	VV	verb	1
b16e773108c6194b	者	NN	noun	1
b16e773108c6194b	果然	AD	adverb	1
b16e773108c6194b	再	AD	adverb	1
b16e773108c6194b	两步	M	other	0
b16e773108c6194b	果	VV	verb	1
b16e773108c6194b	紧接着	AD	adverb	1
b16e773108c6194b	他们	PN	other	1
b16e773108c6194b	她	PN	other	1
b16e773108c6194b	消失了	AS	other	0
b16e773108c6194b	穿过	VV	verb	1
b16e773108c6194b	消失	VV	verb	1
b16e773108c6194b	吼叫	VV	verb	1
b16e773108c6194b	放手	VV	verb	1
b16e773108c6194b	对	VA	verb	1
b16e773108c6194b	她的	DEG	other	0
b16e773108c6194b	smiled	VV	verb	1
b16e773108c6194b	在他的	DEG	other	0
b16e773108c6194b	began	VV	verb	1
b16e773108c6194b	引导	VV	verb	1
b16e773108c6194b	突破	VV	verb	1
b16e773108c6194b	轻轻	AD	adverb	1
b16e773108c6194b	从	P	other	1
b16e773108c6194b	慢慢	AD	adverb	1
b16e773108c6194b	拥抱	VV	verb	1
b16e773108c6194b	回	VV	verb	1
b16e773108c6194b	把手	VV	verb	1
b16e773108c6194b	又迅	VA	verb	0
b16e773108c6194b	告	VV	verb	1
b16e773108c6194b	会	VV	verb	1
b16e773108c6194b	用她	PN	other	0
b16e773108c6194b	渐渐	AD	adverb	1
b16e773108c6194b	他才	AD	adverb	0
b16e773108c6194b	消失在	VV	verb	0
b16e773108c6194b	我	PN	other	1
b16e773108c6194b	使用	VV	verb	1
b16e773108c6194b	一	CD	other	1
b16e773108c6194b	用一	CD	other	0
b16e773108c6194b	大	JJ	adjective	1
b16e773108c6194b	left	NN	noun	1
b16e773108c6194b	摇摇	VV	verb	1
b16e773108c6194b	坐在	P	other	0
b16e773108c6194b	意识	VV	verb	1
b16e773108c6194b	加快了	AS	other	0
b16e773108c6194b	再回	VV	verb	0
b16e773108c6194b	冲撞	VV	verb	1
b16e773108c6194b	感应	VV	verb	1
b16e773108c6194b	各自	PN	other	1
b16e773108c6194b	深吸	AD	adverb	1
b16e773108c6194b	朝	VV	verb	1
