model,group,obs,null,null_sf,res,gap
01-ai/Yi-1.5-9B,f11_beauty,0.8387136011525956,0.9758983047778576,1.169269609219932,4.051379638630702,0.13718470362526192
01-ai/Yi-1.5-9B,f11_beauty_ugly,0.9891543895635792,0.9805592468590923,0.9267700626511542,4.4202461945233,-0.008595142704486802
01-ai/Yi-1.5-9B,f11_captive,1.0229716388507177,0.9955690061924499,0.9451276141958265,4.469465759481696,-0.02740263265826781
01-ai/Yi-1.5-9B,f11_captive_b,0.8604937079901898,1.002966449125858,,4.207925159157637,0.14247274113566832
01-ai/Yi-1.5-9B,f11_class,0.9167135148171939,1.014433116079932,,4.700394816117733,0.09771960126273815
01-ai/Yi-1.5-9B,f11_create,0.841297089533156,0.9926751340787217,,3.180859444941693,0.1513780445455657
01-ai/Yi-1.5-9B,f11_desire,0.7878330670545312,0.9904533422781457,,3.8022531782679856,0.2026202752236146
01-ai/Yi-1.5-9B,f11_faithful,0.7814872085966632,0.9931364483083508,,3.329159467517187,0.2116492397116876
01-ai/Yi-1.5-9B,f11_gender,0.9583139014748936,1.0124034151412824,0.9869499564067512,4.483028903139125,0.05408951366638881
01-ai/Yi-1.5-9B,f11_gender_he,1.2539915986692798,0.9974382995032518,,5.4910709968451945,-0.256553299166028
01-ai/Yi-1.5-9B,f11_gender_she,0.9488103090904613,1.0156343330255415,0.9851282047670913,5.396538040784477,0.06682402393508025
01-ai/Yi-1.5-9B,f11_guilt,1.015787751352211,1.0108716453945403,0.9946223243019525,4.110588602226717,-0.00491610595767078
01-ai/Yi-1.5-9B,f11_holy,0.9111350259521274,1.0163447487189252,,4.409782773607576,0.10520972276679785
01-ai/Yi-1.5-9B,f11_holy_b,0.6955338132668899,1.0162460455107933,,3.889057443016091,0.32071223224390344
01-ai/Yi-1.5-9B,f11_love,0.9148933599360419,0.9914026627239193,,3.21810744226501,0.07650930278787738
01-ai/Yi-1.5-9B,f11_love_he,0.857859812044759,0.9949955786294724,,3.1667529985930276,0.13713576658471338
01-ai/Yi-1.5-9B,f11_loyal,0.7850960629094131,0.9910819473605761,0.9545345046356781,4.06531285349466,0.20598588445116295
01-ai/Yi-1.5-9B,f11_parent,1.1111042314977937,1.0019085596487565,0.9774011295922066,4.64949942500521,-0.10919567184903722
01-ai/Yi-1.5-9B,f11_reason,0.87558433700857,1.0039418346918187,1.113419119253289,3.993820112859073,0.12835749768324878
